ms,0_torque,0_accel,0_vel,0_pos,0_output,0_p,0_i,0_d,1_torque,1_accel,1_vel,1_pos,1_output,1_p,1_i,1_d
0,0.0,0.0,0.0,0.0,0.067,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0335,0.25,0.0,0.0
1,0.35650817,4.0648093,0.0020324048,1.0162024E-6,0.06698188,0.499999,4.9999903E-4,-0.001013279,0.17835413,2.0335453,0.0010167727,5.083864E-7,0.03349094,0.2499995,2.4999952E-4,-5.066395E-4
2,0.35641184,4.063711,0.0060966653,5.0807375E-6,0.066813394,0.49999493,9.99994E-4,-0.004053116,0.17830591,2.0329955,0.0030500432,2.5417946E-6,0.03340559,0.24999745,4.9999694E-4,-0.002041459
3,0.3555167,4.053505,0.010155274,1.3206707E-5,0.06656717,0.4999868,0.0014999808,-0.008136034,0.17785166,2.0278163,0.0050804494,6.6070415E-6,0.033284687,0.2499934,7.4999034E-4,-0.004053116
4,0.35420844,4.0385885,0.014201321,2.5385005E-5,0.066322595,0.4999746,0.0019999554,-0.012189149,0.17720823,2.0204802,0.007104598,1.2699566E-5,0.033161297,0.2499873,9.999777E-4,-0.0060945745
5,0.35290894,4.023772,0.018232502,4.1601917E-5,0.0660797,0.4999584,0.0024999138,-0.016212463,0.17655155,2.0129929,0.009121334,2.0812531E-5,0.033038743,0.24997918,0.0012499569,-0.008121133
6,0.35161835,4.009057,0.022248916,6.184263E-5,0.06583625,0.49993816,0.002999852,-0.020235775,0.1758993,2.005556,0.011130609,3.0938503E-5,0.03291812,0.24996907,0.001499926,-0.0101178875
7,0.35032484,3.9943087,0.026250599,8.609239E-5,0.06559226,0.4999139,0.0034997659,-0.024259089,0.17525734,1.9982367,0.013132505,4.307006E-5,0.03279613,0.24995694,0.0017498829,-0.012129544
8,0.34902838,3.9795268,0.030237516,1.1433645E-4,0.06535216,0.49988568,0.0039996514,-0.028222797,0.17460808,1.990834,0.01512704,5.719983E-5,0.032673866,0.2499428,0.0019998257,-0.014141201
9,0.34775257,3.9649804,0.03420977,1.465601E-4,0.06510709,0.49985343,0.004499505,-0.032246113,0.17395736,1.9834146,0.017114164,7.3320436E-5,0.032554645,0.24992669,0.0022497524,-0.016108155
10,0.3464504,3.9501333,0.038167328,1.8274864E-4,0.064868115,0.49981725,0.004999322,-0.03618002,0.17332287,1.9761803,0.019093962,9.14245E-5,0.03243295,0.24990858,0.002499661,-0.01810491
11,0.34518048,3.9356542,0.04211022,2.2288742E-4,0.064626396,0.4997771,0.005499099,-0.040143725,0.17267519,1.9687957,0.02106645,1.11504705E-4,0.032312088,0.2498885,0.0027495495,-0.020086763
12,0.34389603,3.9210093,0.046038553,2.669618E-4,0.06438635,0.49973303,0.005998832,-0.04407763,0.17203192,1.9614613,0.023031577,1.3355372E-4,0.032192063,0.24986644,0.0029994159,-0.022053717
13,0.34262046,3.9064655,0.04995229,3.1495723E-4,0.06414799,0.49968505,0.0064985175,-0.047981735,0.17139313,1.9541779,0.024989396,1.5756421E-4,0.032072876,0.24984244,0.0032492583,-0.024005769
14,0.34135377,3.892023,0.053851537,3.6685914E-4,0.06390687,0.49963313,0.0069981506,-0.051915642,0.17075877,1.9469452,0.026939958,1.8352889E-4,0.031953424,0.24981648,0.0034990748,-0.025957821
15,0.34007248,3.8774142,0.057736255,4.2265304E-4,0.063669644,0.49957734,0.007497728,-0.055789944,0.17012303,1.9396966,0.028883278,2.114405E-4,0.031832602,0.24978855,0.0037488635,-0.027924774
16,0.3388118,3.8630404,0.06160648,4.8232442E-4,0.063431896,0.49951768,0.0079972455,-0.059664246,0.16947998,1.9323647,0.03081931,2.412918E-4,0.03171483,0.2497587,0.0039986223,-0.029847024
17,0.33754838,3.848635,0.06546232,5.458588E-4,0.06319363,0.49945414,0.0084967,-0.06353855,0.16885316,1.925218,0.032748103,2.730755E-4,0.03159569,0.24972692,0.004248349,-0.031784177
18,0.33628213,3.8341975,0.069303736,6.1324186E-4,0.06295703,0.49938676,0.008996086,-0.06738305,0.16821904,1.917988,0.034669705,3.067844E-4,0.03147739,0.24969321,0.004498042,-0.033706427
19,0.33502477,3.8198617,0.073130764,6.844591E-4,0.06271992,0.49931553,0.009495402,-0.07122755,0.16758943,1.9108092,0.0365841,3.424113E-4,0.03135883,0.24965759,0.0047477,-0.035628676
20,0.33376464,3.8054938,0.07694344,7.5949624E-4,0.0624867,0.49924052,0.009994642,-0.075012445,0.16695839,1.9036143,0.038491312,3.7994902E-4,0.031241115,0.24962005,0.00499732,-0.037536025
21,0.33252516,3.7913616,0.08074187,8.3833886E-4,0.062248543,0.49916166,0.010493804,-0.07885694,0.16633187,1.8964709,0.040391356,4.1939036E-4,0.031123139,0.2495806,0.0052469005,-0.03944337
22,0.33125946,3.7769303,0.08452601,9.209728E-4,0.06201428,0.49907902,0.010992883,-0.08264183,0.16570395,1.8893114,0.042284247,4.6072816E-4,0.031006005,0.24953927,0.0054964395,-0.041335817
23,0.33001444,3.7627351,0.08829584,0.0010073837,0.061781712,0.49899262,0.011491875,-0.086396925,0.16508052,1.8822032,0.044170003,5.039553E-4,0.030888613,0.24949604,0.0057459357,-0.043228265
24,0.32877836,3.7486415,0.09205153,0.0010975574,0.061546423,0.49890244,0.011990777,-0.09018182,0.16445571,1.8750794,0.046048645,5.490646E-4,0.030772071,0.24945094,0.0059953867,-0.04510581
25,0.32752782,3.7343833,0.09579304,0.0011914796,0.06131503,0.49880853,0.012489586,-0.09390711,0.16383542,1.868007,0.04792019,5.96049E-4,0.030655269,0.24940395,0.0062447907,-0.046983358
26,0.326298,3.7203612,0.09952041,0.0012891364,0.061080925,0.49871087,0.012988297,-0.0976622,0.16321373,1.8609186,0.049784653,6.449014E-4,0.030538209,0.2493551,0.006494146,-0.048860904
27,0.3250537,3.706174,0.10323367,0.0013905134,0.060848504,0.49860948,0.013486907,-0.10138749,0.16259068,1.8538148,0.05164202,6.956148E-4,0.030423101,0.24930438,0.00674345,-0.050708648
28,0.32381836,3.692089,0.106932804,0.0014955966,0.060617782,0.4985044,0.013985411,-0.10508298,0.16197802,1.8468294,0.05349234,7.4818195E-4,0.030306634,0.24925181,0.006992702,-0.052571293
29,0.32259205,3.678107,0.110617906,0.0016043719,0.06038656,0.49839562,0.014483807,-0.10877847,0.16135812,1.8397615,0.055335637,8.025959E-4,0.030192126,0.24919741,0.007241899,-0.054404136
30,0.32136303,3.664094,0.11428901,0.0017168254,0.06015704,0.49828318,0.014982089,-0.112444155,0.16074863,1.8328123,0.057171926,8.5884973E-4,0.030076254,0.24914116,0.0074910405,-0.05625188
31,0.32014304,3.6501842,0.11794615,0.001832943,0.05992701,0.49816707,0.015480257,-0.11610984,0.1601319,1.8257805,0.059001222,9.169363E-4,0.029960133,0.24908306,0.0077401237,-0.058099624
32,0.31892034,3.636243,0.12158936,0.0019527107,0.059696473,0.4980473,0.015978305,-0.119775526,0.15951385,1.8187336,0.060823478,9.768486E-4,0.02984707,0.24902315,0.007989147,-0.059902664
33,0.31769493,3.6222713,0.12521861,0.0020761148,0.05946765,0.49792388,0.016476229,-0.12341141,0.15891205,1.811872,0.06263878,0.0010385797,0.02973155,0.24896142,0.008238108,-0.061735507
34,0.3164786,3.6084032,0.12883395,0.002203141,0.059240527,0.49779686,0.016974026,-0.1270175,0.15829717,1.8048613,0.06444715,0.0011021227,0.02961798,0.24889788,0.008487006,-0.06353855
35,0.31527132,3.5946379,0.13243547,0.0023337759,0.059010692,0.4976662,0.017471693,-0.13065338,0.15769269,1.7979692,0.066248566,0.0011674706,0.029503062,0.24883252,0.008735838,-0.06535649
36,0.31404957,3.580708,0.13602315,0.0024680053,0.058784783,0.49753198,0.017969225,-0.13422966,0.15708101,1.790995,0.068043046,0.0012346164,0.029390104,0.24876538,0.008984604,-0.06714463
37,0.3128487,3.567016,0.13959701,0.0026058154,0.058558375,0.49739417,0.018466618,-0.13780594,0.15647978,1.7841399,0.06983061,0.0013035532,0.029276896,0.24869645,0.009233301,-0.06893277
38,0.31164515,3.5532935,0.14315717,0.0027471925,0.058333687,0.49725282,0.018963872,-0.14135242,0.1558772,1.7772696,0.071611315,0.0013742743,0.029163443,0.24862573,0.009481926,-0.07072091
39,0.31045073,3.539675,0.14670366,0.0028921228,0.058104075,0.49710786,0.01946098,-0.1449585,0.15527332,1.7703842,0.07338514,0.0014467725,0.029050842,0.24855323,0.00973048,-0.07249415
40,0.30923012,3.5257578,0.15023638,0.003040593,0.057882816,0.49695942,0.01995794,-0.14844537,0.15467396,1.7635505,0.07515211,0.0015210412,0.028937995,0.24847896,0.009978958,-0.07426739
41,0.3080539,3.512347,0.15375544,0.0031925887,0.057654426,0.4968074,0.020454746,-0.15202165,0.15407333,1.7567023,0.07691223,0.0015970733,0.028824907,0.24840292,0.010227362,-0.076040626
42,0.30683973,3.4985034,0.15726086,0.0033480967,0.057434395,0.49665192,0.020951398,-0.15547872,0.15347138,1.7498391,0.0786655,0.0016748621,0.028713778,0.24832514,0.010475687,-0.07778406
43,0.30567002,3.4851665,0.1607527,0.0035071035,0.05720724,0.4964929,0.021447891,-0.15902518,0.15287985,1.7430946,0.08041197,0.0017544009,0.028601304,0.2482456,0.010723933,-0.07954239
44,0.3044624,3.4713976,0.16423099,0.0036695953,0.056986235,0.4963304,0.021944221,-0.16248225,0.15228118,1.7362686,0.08215165,0.0018356827,0.028489687,0.24816431,0.010972097,-0.08128583
45,0.30328748,3.4580014,0.16769569,0.0038355587,0.056762524,0.49616444,0.022440385,-0.16596912,0.15168706,1.7294947,0.08388453,0.0019187008,0.028378934,0.2480813,0.011220178,-0.08301436
46,0.30209813,3.4444408,0.17114691,0.00400498,0.05654054,0.49599501,0.02293638,-0.16942619,0.15109754,1.7227731,0.085610665,0.0020034483,0.028267935,0.24799655,0.011468174,-0.084742896
47,0.30091798,3.4309852,0.17458463,0.0041778455,0.056320287,0.49582216,0.023432203,-0.17285345,0.1505067,1.7160366,0.08733007,0.0020899186,0.028156698,0.24791008,0.011716084,-0.08647143
48,0.29974702,3.4176342,0.17800894,0.004354142,0.056097344,0.49564585,0.023927849,-0.17631052,0.1499146,1.7092856,0.08904273,0.002178105,0.028046325,0.2478219,0.011963906,-0.088185064
49,0.2985617,3.4041193,0.18141982,0.0045338566,0.055878334,0.49546614,0.024423314,-0.17970799,0.1493271,1.702587,0.09074867,0.0022680007,0.02793571,0.247732,0.012211638,-0.0898987
50,0.2973973,3.3908432,0.1848173,0.004716975,0.055658847,0.49528304,0.024918597,-0.18310545,0.1487383,1.6958736,0.0924479,0.002359599,0.027825959,0.2476404,0.012459278,-0.09159743
51,0.29623035,3.377538,0.18820149,0.0049034846,0.05543667,0.4950965,0.025413694,-0.18653272,0.1481541,1.6892128,0.09414044,0.0024528932,0.027715977,0.2475471,0.0127068255,-0.09329616
52,0.29504907,3.3640695,0.1915723,0.0050933715,0.05522065,0.49490663,0.0259086,-0.18987058,0.14756867,1.6825379,0.09582631,0.0025478764,0.027606852,0.24745212,0.012954278,-0.094979994
53,0.29390052,3.3509738,0.19492981,0.0052866223,0.05499973,0.49471337,0.026403314,-0.19326805,0.1469878,1.675915,0.09750554,0.0026445424,0.027497496,0.24735546,0.0132016335,-0.096663825
54,0.29272595,3.3375819,0.19827409,0.005483224,0.054784976,0.4945168,0.02689783,-0.1965761,0.14640571,1.6692781,0.099178135,0.0027428842,0.027387898,0.24725711,0.01344889,-0.09834766
55,0.29158407,3.3245625,0.20160516,0.0056831636,0.054565318,0.49431685,0.027392147,-0.19994377,0.14582233,1.6626266,0.100844085,0.0028428952,0.027280279,0.24715711,0.0136960475,-0.100001685
56,0.29041615,3.3112462,0.20492306,0.0058864276,0.05434741,0.49411356,0.02788626,-0.20328163,0.14524946,1.6560949,0.10250345,0.002944569,0.027170215,0.24705543,0.013943103,-0.10168552
57,0.28925753,3.2980359,0.20822771,0.006093003,0.054133445,0.493907,0.028380167,-0.20655988,0.14466359,1.6494149,0.1041562,0.0030478989,0.027063224,0.2469521,0.014190055,-0.103324644
58,0.28811982,3.285064,0.21151926,0.0063028764,0.053916812,0.49369714,0.028873865,-0.20986794,0.14409408,1.6429216,0.10580237,0.0031528783,0.0269549,0.24684712,0.0144369025,-0.10497867
59,0.28696793,3.2719305,0.21479775,0.0065160347,0.05369971,0.49348396,0.029367348,-0.213176,0.14351746,1.6363472,0.10744201,0.0032595005,0.026847448,0.2467405,0.014683643,-0.1066178
60,0.28581354,3.2587683,0.2180631,0.0067324652,0.05348655,0.49326754,0.029860616,-0.21642445,0.14294548,1.6298256,0.10907509,0.003367759,0.026739761,0.24663225,0.014930275,-0.10825693
61,0.28468007,3.2458448,0.22131541,0.0069521545,0.053270727,0.49304783,0.030353663,-0.2197027,0.14237225,1.6232897,0.11070165,0.0034776474,0.026631843,0.24652235,0.015176797,-0.10989606
62,0.28353247,3.2327602,0.22455472,0.0071750893,0.053058863,0.4928249,0.030846488,-0.22292136,0.1417978,1.61674,0.11232167,0.003589159,0.0265259,0.24641085,0.0154232085,-0.11150538
63,0.28240588,3.2199152,0.22778106,0.0074012573,0.052844323,0.49259874,0.031339087,-0.22616981,0.14123385,1.61031,0.113935195,0.0037022876,0.02641863,0.24629772,0.015669506,-0.11312961
64,0.28126508,3.206908,0.23099446,0.0076306453,0.052631527,0.49236935,0.031831454,-0.22938846,0.14066283,1.6037995,0.11554225,0.0038170263,0.026312225,0.24618298,0.015915688,-0.114738934
65,0.2801335,3.194006,0.23419492,0.00786324,0.05241829,0.49213675,0.03232359,-0.23260711,0.14009643,1.5973414,0.11714282,0.0039333687,0.026205596,0.24606663,0.016161755,-0.11634826
66,0.2789996,3.1810777,0.23738246,0.008099029,0.052209005,0.49190098,0.032815494,-0.23576616,0.13952883,1.5908698,0.11873692,0.0040513086,0.026099846,0.24594869,0.016407704,-0.11794268
67,0.27788666,3.1683884,0.2405572,0.008337999,0.051994853,0.491662,0.033307157,-0.23898481,0.13896589,1.5844513,0.12032458,0.004170839,0.025994971,0.24582916,0.016653534,-0.11952221
68,0.27674785,3.1554039,0.24371909,0.008580137,0.051784657,0.49141985,0.03379858,-0.24214385,0.13840763,1.5780863,0.12190585,0.0042919545,0.025888763,0.24570805,0.016899243,-0.12111663
69,0.27563006,3.1426592,0.24686812,0.008825431,0.051576212,0.49117458,0.034289755,-0.2452731,0.13784225,1.5716399,0.123480715,0.004414648,0.025783435,0.24558535,0.017144829,-0.122696154
70,0.27452156,3.1300204,0.25000447,0.0090738665,0.051365122,0.49092615,0.03478068,-0.24843214,0.13728157,1.5652472,0.12504916,0.004538913,0.025678981,0.24546109,0.01739029,-0.124260776
71,0.27339903,3.1172214,0.25312808,0.009325433,0.051153578,0.49067456,0.035271354,-0.2515912,0.13672554,1.5589075,0.12661123,0.004664743,0.025573201,0.24533525,0.017635625,-0.1258403
72,0.27227402,3.1043944,0.25623888,0.009580116,0.050948203,0.4904199,0.035761774,-0.25466084,0.13616246,1.5524874,0.12816693,0.004792132,0.025469407,0.24520786,0.017880833,-0.12739003
73,0.27118182,3.0919416,0.25933704,0.009837904,0.050737977,0.4901621,0.036251936,-0.2577901,0.13560992,1.5461875,0.12971626,0.0049210736,0.02536539,0.24507892,0.018125912,-0.12893975
74,0.27006382,3.0791943,0.2624226,0.010098784,0.05052951,0.4899012,0.036741838,-0.26088953,0.13505621,1.5398743,0.13125929,0.005051561,0.025261149,0.24494843,0.018370861,-0.13048947
75,0.26895514,3.0665536,0.26549548,0.010362743,0.0503228,0.48963726,0.037231475,-0.26395917,0.13450131,1.5335474,0.132796,0.0051835887,0.025157787,0.24481641,0.018615678,-0.13202429
76,0.26785582,3.0540195,0.26855576,0.010629769,0.05011566,0.48937023,0.037720844,-0.2670288,0.13395108,1.5272739,0.13432641,0.00531715,0.025054209,0.24468285,0.01886036,-0.13355911
77,0.26675418,3.0414588,0.2716035,0.010899849,0.049910277,0.48910016,0.038209945,-0.27006865,0.1333997,1.5209872,0.13585055,0.0054522385,0.024950411,0.24454775,0.01910491,-0.13509393
78,0.2656619,3.0290048,0.2746387,0.011172971,0.04970225,0.48882702,0.038698774,-0.27313828,0.13284715,1.5146871,0.13736838,0.005588848,0.024848595,0.24441116,0.01934932,-0.13659894
79,0.2645555,3.01639,0.2776614,0.011449121,0.049498193,0.48855087,0.039187323,-0.27614832,0.13230515,1.5085074,0.13887998,0.005726972,0.024744358,0.24427302,0.019593593,-0.13813376
80,0.26347026,3.0040164,0.28067163,0.011728288,0.04929371,0.4882717,0.039675593,-0.27915835,0.13175026,1.5021807,0.14038533,0.005866605,0.024643209,0.2441334,0.019837726,-0.13962388
81,0.26238272,2.9916165,0.28366944,0.012010458,0.04908879,0.48798954,0.040163584,-0.2821684,0.1312118,1.4960413,0.14188445,0.00600774,0.024539635,0.24399225,0.020081718,-0.1411438
82,0.26129285,2.97919,0.28665486,0.0122956205,0.04888343,0.48770437,0.040651288,-0.28517842,0.13066043,1.4897548,0.14337735,0.006150371,0.02443916,0.24384964,0.020325568,-0.14261901
83,0.26020062,2.9667368,0.28962782,0.0125837615,0.048682056,0.48741624,0.041138705,-0.28812885,0.13012557,1.4836564,0.14486405,0.0062944917,0.024336256,0.24370551,0.020569272,-0.14412403
84,0.25912955,2.9545248,0.29258844,0.01287487,0.048478037,0.48712513,0.04162583,-0.29110909,0.12957776,1.4774104,0.14634459,0.006440096,0.024234243,0.2435599,0.020812832,-0.14561415
85,0.25804442,2.9421525,0.2955368,0.013168932,0.0482758,0.48683107,0.042112663,-0.29405951,0.12903471,1.4712188,0.14781891,0.006587178,0.024134222,0.24341282,0.021056244,-0.14707446
86,0.25696877,2.929888,0.29847282,0.013465937,0.048073143,0.48653406,0.042599197,-0.29700994,0.12850225,1.4651477,0.14928709,0.006735731,0.024032883,0.24326427,0.02129951,-0.14854968
87,0.25589088,2.9175982,0.30139658,0.0137658715,0.047872245,0.48623413,0.04308543,-0.29993057,0.12796278,1.4589969,0.15074916,0.0068857493,0.023931328,0.24311425,0.021542624,-0.15002489
88,0.25482234,2.9054153,0.3043081,0.014068724,0.047670946,0.48593128,0.04357136,-0.3028512,0.12742215,1.4528328,0.15220508,0.0070372266,0.02383177,0.24296278,0.021785587,-0.1514703
89,0.25375164,2.8932073,0.3072074,0.0143744815,0.0474692,0.4856255,0.044056986,-0.30577183,0.12689216,1.44679,0.15365489,0.0071901567,0.023730893,0.24280985,0.022028398,-0.15293062
90,0.25267854,2.8809721,0.3100945,0.014683132,0.047271453,0.48531687,0.0445423,-0.30863285,0.12635514,1.440667,0.15509862,0.0073445337,0.02363091,0.24265547,0.022271054,-0.15437603
91,0.25162676,2.86898,0.31296948,0.014994664,0.047071084,0.48500535,0.04502731,-0.31152368,0.12582287,1.4345982,0.15653625,0.007500351,0.023530714,0.24249965,0.022513554,-0.15582144
92,0.25056097,2.8568282,0.31583238,0.015309065,0.046870284,0.48469093,0.045512,-0.31441447,0.12528948,1.4285167,0.1579678,0.007657603,0.02343141,0.2423424,0.022755897,-0.15725194
93,0.24949288,2.84465,0.31868312,0.015626322,0.046673477,0.4843737,0.04599637,-0.3172457,0.12476083,1.422489,0.15939331,0.007816283,0.023331895,0.24218372,0.02299808,-0.15868245
94,0.24844603,2.8327143,0.3215218,0.015946425,0.046474054,0.48405358,0.046480425,-0.32010671,0.12423107,1.416449,0.16081278,0.007976386,0.02323328,0.24202362,0.023240102,-0.16009806
95,0.24738525,2.8206193,0.32434845,0.01626936,0.046276413,0.48373064,0.046964154,-0.32293794,0.12370609,1.4104632,0.16222623,0.008137905,0.023133349,0.24186209,0.023481965,-0.16152857
96,0.24633396,2.8086329,0.32716307,0.016595116,0.04607836,0.48340487,0.04744756,-0.32576916,0.123174086,1.4043975,0.16363366,0.008300835,0.023035418,0.24169916,0.023723664,-0.16292928
97,0.24528044,2.796621,0.3299657,0.01692368,0.045884304,0.48307633,0.047930636,-0.32854077,0.12265275,1.3984534,0.16503508,0.00846517,0.02293728,0.24153483,0.023965199,-0.16432999
98,0.24424817,2.7848513,0.33275646,0.017255042,0.045685425,0.48274496,0.04841338,-0.331372,0.1221303,1.3924965,0.16643056,0.0086309025,0.022838935,0.2413691,0.024206568,-0.1657307
99,0.24319024,2.7727892,0.3355353,0.017589187,0.04549054,0.48241082,0.04889579,-0.3341436,0.12160675,1.3865272,0.16782008,0.008798027,0.022740386,0.24120197,0.024447769,-0.16713141
100,0.2421536,2.7609696,0.33830217,0.017926106,0.045295253,0.4820739,0.049377866,-0.33691522,0.12108212,1.3805455,0.16920362,0.008966539,0.022643838,0.24103346,0.024688803,-0.16850232
101,0.24111477,2.749125,0.3410572,0.018265786,0.045099556,0.48173422,0.049859602,-0.33968684,0.120568134,1.3746852,0.17058124,0.009136432,0.022544876,0.24086356,0.024929667,-0.16990303
102,0.24007373,2.7372553,0.3438004,0.018608214,0.044905655,0.4813918,0.050340995,-0.34242865,0.120041296,1.3686782,0.17195292,0.009307699,0.02244902,0.2406923,0.02517036,-0.17125903
103,0.23904224,2.7254946,0.34653178,0.018953381,0.044711344,0.48104662,0.050822042,-0.34517047,0.11953099,1.36286,0.17331868,0.009480335,0.022351861,0.24051967,0.02541088,-0.17262994
104,0.23800857,2.713709,0.3492514,0.019301273,0.044518836,0.48069873,0.051302742,-0.34788248,0.11901374,1.3569623,0.1746786,0.009654334,0.022254497,0.24034567,0.025651226,-0.17400084
105,0.2369845,2.702033,0.35195926,0.019651879,0.04432372,0.4803481,0.05178309,-0.3506243,0.11849542,1.3510526,0.1760326,0.00982969,0.022158034,0.24017031,0.025891395,-0.17535685
106,0.23594654,2.6901984,0.35465539,0.020005185,0.044132613,0.4799948,0.052263085,-0.3533065,0.11798188,1.3451974,0.17738073,0.010006396,0.022061367,0.2399936,0.02613139,-0.17671286
107,0.23492989,2.6786067,0.3573398,0.020361183,0.04394111,0.47963881,0.052742723,-0.3559887,0.11746724,1.3393296,0.17872299,0.010184448,0.021965608,0.23981555,0.026371205,-0.17805396
108,0.23391113,2.6669912,0.3600126,0.02071986,0.0437492,0.47928014,0.053222004,-0.35867092,0.116957456,1.3335172,0.18005942,0.01036384,0.021869645,0.23963615,0.026610842,-0.17939506
109,0.23289016,2.6553504,0.36267376,0.021081204,0.04355689,0.4789188,0.053700924,-0.36135313,0.11644657,1.3276922,0.18139002,0.010544565,0.021774586,0.23945543,0.026850298,-0.18072127
110,0.2318671,2.6436858,0.36532328,0.021445202,0.043366387,0.4785548,0.05417948,-0.36400554,0.115940504,1.3219222,0.18271482,0.010726617,0.02167933,0.23927338,0.027089572,-0.18204747
111,0.23085365,2.6321306,0.3679612,0.021811845,0.0431777,0.47818816,0.054657668,-0.36662814,0.11543338,1.31614,0.18403386,0.010909991,0.021583878,0.23909001,0.02732866,-0.18337367
112,0.22984982,2.620685,0.37058762,0.02218112,0.042986415,0.47781888,0.05513549,-0.36928055,0.11492522,1.3103461,0.1853471,0.011094682,0.021488223,0.23890531,0.027567565,-0.18469988
113,0.22883219,2.6090825,0.3732025,0.022553016,0.04279694,0.47744697,0.055612937,-0.37190315,0.11441597,1.3045399,0.18665454,0.011280683,0.02139458,0.23871931,0.027806284,-0.18599628
114,0.22782414,2.597589,0.37580582,0.022927519,0.042609267,0.47707248,0.05609001,-0.37449595,0.113917455,1.2988559,0.18795623,0.011467989,0.021299634,0.238532,0.028044816,-0.18730758
115,0.22682567,2.5862048,0.37839773,0.02330462,0.042421214,0.4766954,0.056566704,-0.37708876,0.11341197,1.2930925,0.1892522,0.011656593,0.0212056,0.2383434,0.02828316,-0.18860398
116,0.22582522,2.5747979,0.38097823,0.023684308,0.04223056,0.47631568,0.05704302,-0.37971136,0.11291135,1.2873846,0.19054243,0.01184649,0.021112476,0.23815352,0.028521314,-0.18988548
117,0.2248109,2.563233,0.38354725,0.024066571,0.042046145,0.47593343,0.05751895,-0.38224456,0.11241558,1.281732,0.19182698,0.012037675,0.021016944,0.23796232,0.028759276,-0.19119678
118,0.22382976,2.552046,0.38610488,0.024451397,0.041856915,0.4755486,0.0579945,-0.38483736,0.111906976,1.2759329,0.19310582,0.012230141,0.02092453,0.23776986,0.028997047,-0.19246338
119,0.222823,2.5405674,0.3886512,0.024838775,0.041671723,0.47516122,0.05846966,-0.38737056,0.111414984,1.2703234,0.19437894,0.012423883,0.020830825,0.23757611,0.029234624,-0.19374488
120,0.22183771,2.5293334,0.39118615,0.025228694,0.041486144,0.47477132,0.05894443,-0.38990375,0.110916115,1.2646354,0.19564642,0.012618896,0.020738028,0.2373811,0.029472005,-0.19501148
121,0.22085036,2.518076,0.39370984,0.025621142,0.041297972,0.47437885,0.05941881,-0.39246675,0.11042208,1.2590026,0.19690824,0.012815173,0.020645037,0.23718482,0.02970919,-0.19627808
122,0.21984918,2.5066607,0.3962222,0.026016109,0.04111383,0.47398388,0.059892792,-0.39497015,0.10992702,1.253358,0.19816442,0.013012709,0.020552956,0.2369873,0.029946178,-0.19752978
123,0.21886948,2.4954903,0.39872327,0.026413582,0.040929303,0.4735864,0.060366377,-0.39747354,0.10943678,1.2477684,0.19941498,0.013211499,0.020459585,0.2367885,0.030182967,-0.19879638
124,0.21788768,2.4842963,0.40121317,0.02681355,0.040746607,0.47318646,0.060839564,-0.39994714,0.108939685,1.2421007,0.20065992,0.013411537,0.020368226,0.23658846,0.030419555,-0.20003317
125,0.21691564,2.4732132,0.40369192,0.027216002,0.040559113,0.47278398,0.061312348,-0.40248033,0.1084533,1.2365551,0.20189925,0.013612816,0.020275578,0.23638718,0.030655941,-0.20128487
126,0.21591806,2.4618392,0.40615943,0.027620928,0.04037787,0.47237906,0.061784726,-0.40492412,0.107960045,1.2309312,0.20313299,0.013815332,0.020184949,0.23618467,0.030892126,-0.20250677
127,0.21495374,2.450844,0.40861577,0.028028317,0.040196247,0.4719717,0.062256698,-0.40736791,0.10747755,1.2254299,0.20436117,0.0140190795,0.020093024,0.23598093,0.031128107,-0.20374356
128,0.21398738,2.439826,0.4110611,0.028438155,0.04001204,0.47156185,0.062728256,-0.4098415,0.10698815,1.2198498,0.20558381,0.014224052,0.020000912,0.23577595,0.031363882,-0.20498036
129,0.21300724,2.4286509,0.41349533,0.028850432,0.039829664,0.47114956,0.06319941,-0.4122853,0.10649776,1.2142586,0.20680086,0.014430244,0.01991082,0.23556976,0.03159945,-0.20618735
130,0.21203688,2.417587,0.41591844,0.02926514,0.039649114,0.47073486,0.06367014,-0.4146993,0.10601811,1.2087897,0.20801239,0.014637651,0.019819442,0.23536235,0.031834815,-0.20740925
131,0.21107621,2.4066336,0.41833055,0.029682264,0.039466,0.47031772,0.06414046,-0.41714308,0.10553161,1.2032428,0.2092184,0.014846266,0.019728977,0.23515373,0.03206997,-0.20861624
132,0.21010189,2.3955247,0.42073163,0.030101795,0.039286926,0.4698982,0.06461036,-0.41952726,0.10504998,1.1977514,0.2104189,0.015056085,0.019638322,0.23494391,0.032304913,-0.20982324
133,0.20914905,2.3846607,0.42312172,0.030523721,0.03910748,0.46947628,0.06507984,-0.42191145,0.10456734,1.1922485,0.2116139,0.015267101,0.019548595,0.2347329,0.032539647,-0.21101533
134,0.20819424,2.3737743,0.42550093,0.030948032,0.038925454,0.46905196,0.06554889,-0.42432544,0.10408964,1.1868018,0.21280342,0.0154793095,0.019458678,0.23452069,0.03277417,-0.21220742
135,0.20722571,2.3627312,0.42786917,0.031374715,0.038747475,0.46862528,0.066017516,-0.42667982,0.10361092,1.1813436,0.2139875,0.015692705,0.019368581,0.23430729,0.033008475,-0.21339951
136,0.20627868,2.3519335,0.4302265,0.031803764,0.038569137,0.46819624,0.06648571,-0.4290342,0.10313125,1.1758745,0.2151661,0.015907282,0.019279398,0.23409271,0.03324257,-0.2145767
