ms,0_torque,0_accel,0_vel,0_pos,0_output,0_p,0_i,0_d,1_torque,1_accel,1_vel,1_pos,1_output,1_p,1_i,1_d
1313,-0.062136546,-0.708464,0.15003166,0.6622517,-0.011654818,-0.16225171,0.1860984,-0.15038252,-0.031059394,-0.35413077,0.07500134,0.33112195,-0.005827847,-0.08112195,0.09304077,-0.07519126
1314,-0.0620605,-0.707597,0.14932363,0.6624014,-0.011640459,-0.16240138,0.18593599,-0.14966726,-0.031033108,-0.35383108,0.07464735,0.33119678,-0.0058206664,-0.081196785,0.092959575,-0.07483363
1315,-0.061984047,-0.7067253,0.14861646,0.66255033,-0.011626022,-0.16255033,0.18577343,-0.148952,-0.030994872,-0.3533951,0.07429374,0.33127126,-0.005813447,-0.08127126,0.092878304,-0.074476
1316,-0.06190717,-0.70584875,0.14791018,0.66269857,-0.0116115045,-0.16269857,0.18561073,-0.14823675,-0.03095643,-0.3529568,0.07394057,0.33134538,-0.005806188,-0.08134538,0.09279696,-0.074118376
1317,-0.061829872,-0.70496744,0.14720477,0.66284615,-0.011601327,-0.16284615,0.18544789,-0.1475811,-0.030917777,-0.35251608,0.073587835,0.33141914,-0.0057988893,-0.08141914,0.09271554,-0.07376075
1318,-0.061775684,-0.7043496,0.14650011,0.662993,-0.011586659,-0.16299301,0.1852849,-0.14686584,-0.030878913,-0.35207298,0.07323554,0.33149254,-0.0057915514,-0.08149254,0.092634045,-0.07340312
1319,-0.061697576,-0.703459,0.14579621,0.66313916,-0.01157191,-0.16313916,0.18512176,-0.14615059,-0.030839838,-0.35162747,0.07288369,0.3315656,-0.0057841735,-0.08156559,0.092552476,-0.07304549
1320,-0.061619047,-0.70256364,0.1450932,0.6632846,-0.011557085,-0.1632846,0.18495847,-0.14543533,-0.030800553,-0.35117954,0.07253228,0.3316383,-0.0057789646,-0.08163831,0.09247084,-0.07271767
1321,-0.06154011,-0.7016636,0.14439109,0.6634293,-0.011542181,-0.16342932,0.18479504,-0.14472008,-0.030772815,-0.35086328,0.07218126,0.33171067,-0.005771512,-0.08171067,0.09238913,-0.07236004
1322,-0.06146075,-0.70075876,0.14368989,0.6635734,-0.011531614,-0.16357338,0.18463147,-0.14406443,-0.03073313,-0.35041082,0.07183062,0.33178267,-0.0057640197,-0.08178267,0.092307344,-0.07200241
1323,-0.061404485,-0.7001173,0.14298944,0.66371673,-0.011516558,-0.16371673,0.18446775,-0.14334917,-0.030693233,-0.34995592,0.07148044,0.3318543,-0.005756486,-0.08185431,0.09222549,-0.07164478
1324,-0.061324317,-0.6992032,0.14228979,0.66385937,-0.01150142,-0.16385937,0.1843039,-0.14263391,-0.030653121,-0.34949857,0.07113071,0.33192563,-0.0057511227,-0.08192563,0.092143565,-0.07131696
1325,-0.061243713,-0.6982842,0.14159104,0.6640013,-0.011486206,-0.16400129,0.18413989,-0.14191866,-0.03062456,-0.34917292,0.07078137,0.3319966,-0.0057435147,-0.08199659,0.09206157,-0.07095933
1326,-0.061162703,-0.6973605,0.14089322,0.66414255,-0.01147533,-0.16414255,0.18397576,-0.14126301,-0.030584047,-0.34871098,0.07043243,0.3320672,-0.0057358667,-0.08206719,0.0919795,-0.0706017
1327,-0.06110479,-0.6967002,0.14019619,0.6642831,-0.0114599615,-0.1642831,0.18381147,-0.14054775,-0.03054332,-0.34824663,0.07008395,0.33213744,-0.0057281787,-0.082137436,0.09189737,-0.070244074
1328,-0.06102296,-0.6957672,0.13949996,0.6644229,-0.011444513,-0.16442293,0.18364705,-0.1398325,-0.030502385,-0.3477799,0.06973594,0.33220735,-0.0057226606,-0.08220735,0.09181516,-0.06991625
1329,-0.060940698,-0.6948293,0.13880466,0.6645621,-0.011433406,-0.1645621,0.18348248,-0.13917685,-0.030473001,-0.3474449,0.06938832,0.3322769,-0.005714896,-0.08227691,0.09173288,-0.06955862
1330,-0.060881563,-0.69415504,0.13811016,0.66470057,-0.011417808,-0.16470057,0.18331778,-0.13846159,-0.030431656,-0.34697348,0.06904111,0.3323461,-0.0057070907,-0.08234611,0.09165054,-0.06920099
1331,-0.060798503,-0.69320804,0.13741648,0.6648383,-0.011402126,-0.16483831,0.18315294,-0.13774633,-0.03039009,-0.34649956,0.068694375,0.33241498,-0.005701457,-0.082414985,0.09156812,-0.06887317
1332,-0.06071501,-0.69225603,0.13672376,0.6649754,-0.011390787,-0.1649754,0.18298797,-0.13709068,-0.030360095,-0.34615755,0.06834805,0.3324835,-0.0056935763,-0.0824835,0.091485634,-0.06851554
1333,-0.06065463,-0.6915676,0.13603185,0.6651118,-0.011374954,-0.16511178,0.18282287,-0.13637543,-0.030318128,-0.34567907,0.068002135,0.3325517,-0.0056878654,-0.08255169,0.09140308,-0.06818771
1334,-0.060570322,-0.69060636,0.13534077,0.66524744,-0.011359042,-0.16524744,0.18265761,-0.13566017,-0.03028772,-0.34533235,0.06765663,0.33261952,-0.00567991,-0.08261952,0.09132046,-0.067830086
1335,-0.060485594,-0.68964034,0.13465065,0.66538244,-0.011347469,-0.16538244,0.18249223,-0.13500452,-0.030245358,-0.34484938,0.06731154,0.332687,-0.005671913,-0.08268699,0.091237776,-0.06747246
1336,-0.060423978,-0.6889378,0.13396136,0.66551673,-0.011331404,-0.16551673,0.1823267,-0.13428926,-0.030202774,-0.34436384,0.066966936,0.33275414,-0.0056660846,-0.082754135,0.09115502,-0.06714463
1337,-0.060338434,-0.6879625,0.13327292,0.66565037,-0.011319678,-0.16565037,0.18216105,-0.13363361,-0.030171739,-0.34400997,0.06662275,0.33282092,-0.005658011,-0.08282092,0.0910722,-0.066787004
1338,-0.060275998,-0.68725055,0.13258532,0.6657833,-0.01130346,-0.16578329,0.18199526,-0.13291836,-0.030128747,-0.3435198,0.06627899,0.33288738,-0.0056521064,-0.08288738,0.090989314,-0.06645918
1339,-0.060189646,-0.686266,0.13189855,0.66591555,-0.011291578,-0.16591555,0.18182935,-0.1322627,-0.030097304,-0.34316128,0.06593565,0.33295348,-0.0056439573,-0.08295348,0.09090636,-0.06610155
1340,-0.06012637,-0.68554455,0.13121265,0.6660471,-0.011275206,-0.1660471,0.1816633,-0.13154745,-0.030053914,-0.34266657,0.065592736,0.33301926,-0.0056379763,-0.08301926,0.09082334,-0.065773726
1341,-0.060039196,-0.68455064,0.1305276,0.666178,-0.011263171,-0.16617799,0.18149713,-0.1308918,-0.030022066,-0.34230345,0.06525025,0.33308467,-0.005629749,-0.08308467,0.090740256,-0.0654161
1342,-0.059975114,-0.68381995,0.12984341,0.66630816,-0.011246646,-0.16630816,0.18133081,-0.13017654,-0.029978255,-0.34180394,0.06490819,0.33314976,-0.005623691,-0.08314976,0.09065711,-0.06508827
1343,-0.059887122,-0.6828167,0.12916009,0.6664377,-0.011234457,-0.16643769,0.18116438,-0.1295209,-0.029945994,-0.3414361,0.064566575,0.3332145,-0.005615386,-0.08321449,0.09057389,-0.064730644
1344,-0.05982222,-0.6820767,0.12847765,0.6665665,-0.011217777,-0.16656649,0.18099782,-0.12880564,-0.029901775,-0.34093192,0.06422539,0.3332789,-0.0056092516,-0.083278894,0.09049061,-0.06440282
1345,-0.059733406,-0.68106407,0.12779608,0.66669464,-0.011205435,-0.16669464,0.18083112,-0.12814999,-0.029869108,-0.34055945,0.063884646,0.33334294,-0.0056008697,-0.08334294,0.09040727,-0.06404519
1346,-0.05966769,-0.68031484,0.1271154,0.6668221,-0.011188598,-0.16682208,0.1806643,-0.12743473,-0.029824475,-0.34005058,0.06354434,0.33340666,-0.0055946577,-0.08340666,0.09032386,-0.063717365
1347,-0.059578042,-0.6792927,0.1264356,0.66694885,-0.011176102,-0.16694885,0.18049735,-0.12677908,-0.029791396,-0.3396734,0.063204475,0.33347002,-0.0055861995,-0.08347002,0.09024039,-0.06335974
1348,-0.0595115,-0.678534,0.12575668,0.667075,-0.011163531,-0.16707498,0.18033028,-0.12612343,-0.029746357,-0.3391599,0.062865056,0.33353305,-0.0055799093,-0.08353305,0.09015685,-0.06303191
1349,-0.059444565,-0.6777708,0.12507853,0.6672004,-0.011146467,-0.16720039,0.18016307,-0.12540817,-0.029712861,-0.338778,0.062526084,0.33359575,-0.005573583,-0.08359575,0.09007326,-0.06270409
1350,-0.059353705,-0.67673486,0.12440128,0.66732514,-0.01113374,-0.16732514,0.17999575,-0.124752514,-0.029679174,-0.33839387,0.0621875,0.3336581,-0.005565009,-0.0836581,0.0899896,-0.062346455
1351,-0.05928594,-0.6759622,0.12372493,0.6674492,-0.011116521,-0.16744918,0.1798283,-0.12403726,-0.029633518,-0.33787334,0.061849367,0.33372012,-0.0055586044,-0.08372012,0.08990588,-0.06201863
1352,-0.059194252,-0.6749168,0.12304949,0.66757256,-0.011103641,-0.16757256,0.17966072,-0.12338161,-0.029599417,-0.3374845,0.061511688,0.3337818,-0.0055521633,-0.08378181,0.0898221,-0.061690804
1353,-0.059125677,-0.6741349,0.12237497,0.6676953,-0.011090685,-0.16769528,0.17949302,-0.122725956,-0.029565118,-0.33709344,0.0611744,0.33384314,-0.005543475,-0.08384314,0.08973826,-0.061333176
1354,-0.059056684,-0.6733483,0.121701226,0.6678173,-0.011073235,-0.1678173,0.17932521,-0.1220107,-0.029518852,-0.33656594,0.06083757,0.33390415,-0.005536956,-0.08390415,0.089654356,-0.06100535
1355,-0.058963772,-0.6722889,0.12102841,0.66793865,-0.011060126,-0.16793865,0.17915727,-0.12135505,-0.029484136,-0.3361701,0.060501203,0.33396482,-0.0055303993,-0.083964825,0.08957039,-0.060677525
1356,-0.05889397,-0.67149305,0.120356515,0.66805935,-0.011046939,-0.16805935,0.17898922,-0.1206994,-0.029449223,-0.33577204,0.06016523,0.33402514,-0.0055215973,-0.084025145,0.08948636,-0.060319897
1357,-0.058823753,-0.67069244,0.11968542,0.6681794,-0.011033678,-0.1681794,0.17882104,-0.12004375,-0.029402357,-0.33523768,0.059829727,0.33408514,-0.0055149635,-0.08408514,0.08940227,-0.05999207
1358,-0.058753144,-0.6698874,0.11901513,0.6682987,-0.011015924,-0.16829872,0.17865275,-0.11932849,-0.029367032,-0.33483493,0.05949469,0.3341448,-0.0055082915,-0.0841448,0.08931813,-0.059664246
1359,-0.058658607,-0.66880953,0.11834578,0.6684174,-0.011002509,-0.1684174,0.17848434,-0.11867284,-0.029331502,-0.33442983,0.059160057,0.33420414,-0.005501583,-0.08420414,0.08923392,-0.05933642
1360,-0.05858718,-0.6679951,0.11767738,0.6685354,-0.010989016,-0.16853541,0.1783158,-0.11801719,-0.029295782,-0.33402255,0.05882583,0.33426312,-0.0054926286,-0.084263116,0.089149654,-0.058978792
1361,-0.05851533,-0.6671759,0.117009796,0.6686528,-0.01097545,-0.16865277,0.17814715,-0.11736154,-0.029248102,-0.33347893,0.05849208,0.33432177,-0.005485841,-0.08432177,0.089065336,-0.058650967
1362,-0.058443096,-0.66635233,0.11634303,0.6687695,-0.010961812,-0.16876948,0.17797838,-0.11670589,-0.029211957,-0.3330668,0.058158807,0.3343801,-0.0054790154,-0.08438009,0.08898096,-0.05832314
1363,-0.05837048,-0.66552436,0.11567709,0.66888547,-0.010943679,-0.16888547,0.17780949,-0.11599063,-0.029175611,-0.3326524,0.05782595,0.3344381,-0.0054721544,-0.084438086,0.08889652,-0.057995316
1364,-0.058273926,-0.66442347,0.11501212,0.6690008,-0.010929881,-0.1690008,0.1776405,-0.11533498,-0.029139075,-0.33223584,0.057493504,0.33449575,-0.005465255,-0.08449575,0.08881202,-0.05766749
1365,-0.058200452,-0.6635858,0.11434811,0.6691155,-0.010916008,-0.16911548,0.17747138,-0.11467933,-0.02910234,-0.33181697,0.057161476,0.3345531,-0.0054583186,-0.08455309,0.08872747,-0.057339665
1366,-0.058126584,-0.6627435,0.11368495,0.6692295,-0.010902062,-0.1692295,0.17730215,-0.11402368,-0.0290654,-0.3313958,0.05682987,0.33461007,-0.005449136,-0.084610075,0.08864286,-0.056982037
1367,-0.05805233,-0.66189694,0.11302263,0.6693429,-0.01088804,-0.16934288,0.17713282,-0.11336803,-0.029016504,-0.3308383,0.05649875,0.33466673,-0.00544212,-0.08466673,0.08855819,-0.05665421
1368,-0.057977665,-0.6610456,0.11236116,0.6694556,-0.010873942,-0.16945559,0.17696336,-0.112712376,-0.028979147,-0.33041236,0.056168124,0.33472306,-0.0054350663,-0.084723055,0.08847347,-0.056326386
1369,-0.057902593,-0.6601896,0.11170054,0.66956764,-0.010859771,-0.16956764,0.1767938,-0.112056725,-0.028941585,-0.3299841,0.055837926,0.33477905,-0.005427977,-0.084779054,0.08838869,-0.05599856
1370,-0.057827137,-0.6593293,0.111040786,0.669679,-0.010841105,-0.16967899,0.17662412,-0.11134147,-0.028903836,-0.3295537,0.055508155,0.33483472,-0.0054208487,-0.084834725,0.08830386,-0.055670734
1371,-0.057727754,-0.6581962,0.11038202,0.6697897,-0.010826774,-0.16978967,0.17645434,-0.11068582,-0.028865878,-0.3291209,0.055178817,0.33489007,-0.005413682,-0.08489007,0.088218965,-0.05534291
1372,-0.057651445,-0.6573261,0.10972426,0.6698997,-0.010812368,-0.1698997,0.17628443,-0.11003017,-0.028827714,-0.32868576,0.054849915,0.33494508,-0.0054064794,-0.08494508,0.08813402,-0.055015083
1373,-0.057574738,-0.6564515,0.10906737,0.6700091,-0.010797888,-0.17000908,0.17611443,-0.109374516,-0.02878936,-0.32824847,0.05452145,0.33499977,-0.0053992383,-0.08499977,0.088049024,-0.054687258
1374,-0.057497635,-0.6555724,0.108411364,0.6701178,-0.01078333,-0.1701178,0.17594431,-0.108718865,-0.028750805,-0.3278089,0.05419342,0.33505413,-0.00539196,-0.08505413,0.08796397,-0.054359432
1375,-0.057420116,-0.6546886,0.107756235,0.67022586,-0.0107686985,-0.17022586,0.17577408,-0.10806321,-0.028712047,-0.32736698,0.05386583,0.33510816,-0.0053846426,-0.08510816,0.08787886,-0.054031607
1376,-0.057342213,-0.65380037,0.10710199,0.67033327,-0.010753991,-0.17033327,0.17560375,-0.10740756,-0.028673083,-0.3269227,0.053538688,0.33516186,-0.005377288,-0.085161865,0.0877937,-0.05370378
1377,-0.057263896,-0.6529074,0.106448635,0.67044,-0.010739207,-0.17044002,0.17543331,-0.10675191,-0.028633919,-0.32647616,0.053211987,0.33521524,-0.005369896,-0.08521524,0.08770849,-0.053375956
1378,-0.057185177,-0.65200984,0.10579617,0.6705461,-0.010724349,-0.17054611,0.17526276,-0.10609626,-0.028594559,-0.3260274,0.052885734,0.3352683,-0.005362466,-0.08526829,0.087623216,-0.05304813
1379,-0.05710606,-0.6511078,0.10514461,0.67065156,-0.010709412,-0.17065156,0.17509212,-0.10544061,-0.028554993,-0.32557628,0.05255993,0.335321,-0.0053549986,-0.08532101,0.08753789,-0.052720305
1380,-0.057026528,-0.65020096,0.10449396,0.6707564,-0.010698821,-0.1707564,0.17492136,-0.10484456,-0.02851523,-0.32512292,0.052234583,0.3353734,-0.005347493,-0.0853734,0.087452516,-0.05239248
1381,-0.056970138,-0.64955807,0.103844084,0.6708606,-0.010683741,-0.17086059,0.1747505,-0.10418891,-0.028475264,-0.32466725,0.05190969,0.33542547,-0.0053399494,-0.08542547,0.08736709,-0.052064653
1382,-0.05688984,-0.6486425,0.10319498,0.6709641,-0.010668585,-0.17096412,0.17457955,-0.10353326,-0.028435096,-0.32420924,0.05158525,0.3354772,-0.0053323675,-0.0854772,0.08728161,-0.051736828
1383,-0.05680914,-0.64772236,0.102546796,0.671067,-0.010653354,-0.171067,0.17440848,-0.10287761,-0.028394721,-0.32374892,0.051261272,0.3355286,-0.0053247474,-0.08552861,0.08719608,-0.051409002
1384,-0.05672804,-0.6467977,0.101899534,0.6711692,-0.010638047,-0.17116922,0.17423731,-0.10222196,-0.028354146,-0.32328627,0.050937753,0.33557972,-0.0053192982,-0.08557972,0.087110505,-0.05111098
1385,-0.05664653,-0.64586836,0.101253204,0.6712708,-0.010622665,-0.17127079,0.17406604,-0.10156631,-0.028325127,-0.3229554,0.050614633,0.3356305,-0.0053116065,-0.08563051,0.087024875,-0.050783154
1386,-0.05656462,-0.6449345,0.100607805,0.6713717,-0.010607207,-0.1713717,0.17389466,-0.100910656,-0.02828417,-0.32248843,0.05029191,0.33568096,-0.0053038755,-0.08568096,0.08693919,-0.050455328
1387,-0.056482315,-0.643996,0.09996334,0.671472,-0.010596087,-0.17147201,0.17372319,-0.10031461,-0.028243005,-0.32201907,0.04996966,0.3357311,-0.0052961074,-0.08573109,0.08685346,-0.050127503
1388,-0.056423105,-0.6433209,0.09931968,0.6715717,-0.010580484,-0.17157167,0.17355162,-0.09965896,-0.02820164,-0.32154745,0.049647875,0.3357809,-0.0052883,-0.08578089,0.08676768,-0.049799677
1389,-0.056340024,-0.6423737,0.09867683,0.6716707,-0.010564802,-0.17167068,0.17337994,-0.09900331,-0.028160067,-0.32107344,0.049326565,0.3358304,-0.0052826637,-0.08583039,0.08668185,-0.049501654
1390,-0.05625652,-0.6414216,0.09803493,0.671769,-0.010549044,-0.17176902,0.17320818,-0.09834766,-0.02813005,-0.3207312,0.04900566,0.33587956,-0.0052747857,-0.085879564,0.08659597,-0.04917383
1391,-0.05617262,-0.64046496,0.09739399,0.6718667,-0.01053321,-0.17186671,0.1730363,-0.097692005,-0.028088102,-0.32025293,0.04868517,0.3359284,-0.0052668676,-0.08592841,0.08651004,-0.048846003
1392,-0.056088302,-0.6395036,0.09675401,0.6719638,-0.010521717,-0.17196381,0.17286435,-0.09709596,-0.02804594,-0.31977218,0.048365157,0.33597693,-0.0052589113,-0.08597693,0.08642406,-0.048518177
1393,-0.05602711,-0.6388059,0.09611485,0.67206025,-0.010505738,-0.17206025,0.17269228,-0.09644031,-0.028003573,-0.31928915,0.048045628,0.33602515,-0.005253126,-0.08602515,0.086338036,-0.048220154
1394,-0.05594202,-0.63783574,0.09547653,0.67215604,-0.010489678,-0.17215604,0.17252013,-0.09578466,-0.027972767,-0.3189379,0.047726516,0.33607304,-0.005245097,-0.08607304,0.08625196,-0.04789233
1395,-0.05585651,-0.6368608,0.094839185,0.67225116,-0.010473546,-0.17225116,0.17234787,-0.095129006,-0.02793001,-0.3184504,0.04740782,0.3361206,-0.005237029,-0.086120605,0.08616584,-0.047564503
1396,-0.055770606,-0.6358813,0.09420282,0.6723457,-0.010461753,-0.1723457,0.17217553,-0.09453296,-0.027887052,-0.3179606,0.047089614,0.33616784,-0.0052289227,-0.08616784,0.08607967,-0.047236677
1397,-0.055707816,-0.6351654,0.0935673,0.6724396,-0.010445472,-0.17243958,0.17200309,-0.09387731,-0.027843885,-0.31746843,0.0467719,0.33621478,-0.0052229874,-0.08621478,0.085993454,-0.046938654
1398,-0.055621125,-0.63417697,0.09293263,0.6725328,-0.010429114,-0.1725328,0.17183056,-0.09322166,-0.027812282,-0.3171081,0.046454612,0.3362614,-0.0052148085,-0.08626139,0.08590719,-0.04661083
1399,-0.055534028,-0.6331839,0.09229895,0.6726254,-0.010417098,-0.17262542,0.17165793,-0.09262561,-0.027768727,-0.3166115,0.046137754,0.33630767,-0.0052065905,-0.086307675,0.08582088,-0.046283003
1400,-0.055470046,-0.6324544,0.091666125,0.6727174,-0.010400595,-0.17271739,0.17148522,-0.09196996,-0.027724966,-0.31611255,0.04582139,0.33635366,-0.0052005425,-0.08635366,0.08573453,-0.04598498
1401,-0.05538217,-0.63145244,0.091034174,0.67280877,-0.01038843,-0.17280877,0.1713124,-0.09137391,-0.027692763,-0.31574535,0.04550546,0.33639932,-0.005192251,-0.08639932,0.085648134,-0.045657154
1402,-0.055317394,-0.63071394,0.09040309,0.6728995,-0.01037178,-0.17289948,0.17113951,-0.09071826,-0.027648611,-0.31524196,0.045189966,0.33644468,-0.0051861303,-0.086444676,0.08556169,-0.04535913
1403,-0.055228736,-0.62970304,0.08977288,0.67298955,-0.01035505,-0.17298955,0.17096652,-0.09006261,-0.027616018,-0.31487036,0.04487491,0.3364897,-0.005177764,-0.08648971,0.08547521,-0.045031305
1404,-0.055139653,-0.6286874,0.089143686,0.673079,-0.010342661,-0.17307901,0.17079344,-0.089466564,-0.02757147,-0.3143624,0.044560295,0.3365344,-0.00516936,-0.08653441,0.085388675,-0.04470348
1405,-0.055073686,-0.62793523,0.08851537,0.6731678,-0.010325786,-0.17316782,0.17062028,-0.08881091,-0.02752672,-0.3138522,0.044246186,0.33657882,-0.0051631266,-0.086578816,0.0853021,-0.044405457
1406,-0.054983832,-0.62691075,0.08788795,0.67325604,-0.01031325,-0.17325604,0.17044702,-0.08821487,-0.027493527,-0.31347373,0.043932524,0.3366229,-0.005154649,-0.086622894,0.08521548,-0.04407763
1407,-0.054917086,-0.6261497,0.08726142,0.6733436,-0.010296227,-0.1733436,0.17027368,-0.087559216,-0.027448382,-0.31295902,0.04361931,0.33666667,-0.005148341,-0.08666667,0.085128814,-0.043779608
1408,-0.054826442,-0.6251162,0.08663579,0.67343056,-0.010283545,-0.17343056,0.17010024,-0.08696317,-0.027414791,-0.312576,0.04330654,0.33671013,-0.0051397895,-0.086710125,0.085042104,-0.043451782
1409,-0.054758906,-0.6243462,0.08601106,0.67351687,-0.010266373,-0.17351687,0.16992672,-0.08630752,-0.027369257,-0.31205684,0.042994224,0.33675328,-0.005133408,-0.08675328,0.08495535,-0.04315376
1410,-0.054667477,-0.6233037,0.08538724,0.6736026,-0.010253541,-0.17360258,0.16975312,-0.08571147,-0.027335279,-0.31166944,0.04268236,0.3367961,-0.005124783,-0.086796105,0.08486855,-0.042825934
1411,-0.05459915,-0.6225247,0.084764324,0.67368764,-0.01023622,-0.17368764,0.16957943,-0.08505582,-0.02728935,-0.31114575,0.042370953,0.33683863,-0.005118327,-0.08683863,0.084781714,-0.04252791
1412,-0.05450692,-0.62147313,0.08414233,0.6737721,-0.0102232415,-0.1737721,0.16940565,-0.084459774,-0.027254973,-0.3107538,0.042060003,0.33688086,-0.005111837,-0.08688086,0.08469483,-0.042229887
1413,-0.054437812,-0.62068516,0.08352125,0.6738559,-0.010205772,-0.1738559,0.1692318,-0.08380412,-0.027220411,-0.31035975,0.041749448,0.33692276,-0.005103103,-0.086922765,0.08460791,-0.04190206
1414,-0.054344792,-0.61962456,0.08290109,0.6739391,-0.010192644,-0.17393911,0.16905786,-0.08320808,-0.027173903,-0.30982947,0.041439354,0.33696437,-0.005096537,-0.08696437,0.08452094,-0.04160404
1415,-0.05427489,-0.6188276,0.082281865,0.6740217,-0.010179443,-0.17402172,0.16888385,-0.08261203,-0.027138941,-0.30943084,0.041129723,0.33700565,-0.0050877286,-0.087005645,0.084433936,-0.041276213
1416,-0.054204598,-0.61802614,0.08166344,0.6741037,-0.010161756,-0.17410368,0.16870974,-0.08195638,-0.02709204,-0.3088961,0.04082056,0.33704662,-0.005081089,-0.08704662,0.08434689,-0.04097819
1417,-0.054110415,-0.61695224,0.08104595,0.67418504,-0.010148406,-0.17418504,0.16853556,-0.08136033,-0.027056683,-0.30849296,0.040511865,0.3370873,-0.0050744144,-0.0870873,0.0842598,-0.040680166
1418,-0.054039333,-0.6161418,0.0804294,0.6742658,-0.0101349875,-0.1742658,0.16836129,-0.080764286,-0.02702114,-0.3080877,0.040203575,0.33712766,-0.005065495,-0.087127656,0.08417267,-0.04035234
1419,-0.053967886,-0.6153272,0.07981367,0.6743459,-0.01011708,-0.17434591,0.16818695,-0.080108635,-0.026973644,-0.30754617,0.039895758,0.3371677,-0.005058745,-0.08716771,0.08408551,-0.040054318
1420,-0.053872533,-0.61424,0.07919888,0.6744254,-0.010103511,-0.17442542,0.16801253,-0.07951259,-0.026937703,-0.3071364,0.039588418,0.33720747,-0.0050519602,-0.08720747,0.0839983,-0.039756294
1421,-0.053800274,-0.61341614,0.07858505,0.67450434,-0.010089872,-0.17450434,0.16783802,-0.07891654,-0.026901573,-0.30672443,0.039281487,0.3372469,-0.005042931,-0.087246895,0.083911054,-0.03942847
1422,-0.053727657,-0.61258817,0.07797205,0.6745826,-0.010071743,-0.1745826,0.16766344,-0.0782609,-0.026853492,-0.30617625,0.038975038,0.33728603,-0.005036071,-0.087286025,0.08382377,-0.03913045
1423,-0.053631123,-0.6114875,0.07736001,0.67466027,-0.010057952,-0.17466027,0.16748878,-0.07766485,-0.026816964,-0.30575976,0.03866907,0.33732486,-0.0050291764,-0.08732486,0.08373644,-0.038832426
1424,-0.053557694,-0.6106503,0.076748945,0.67473733,-0.010044094,-0.17473733,0.16731405,-0.077068806,-0.026780248,-0.30534112,0.038363516,0.33736336,-0.0050200373,-0.08736336,0.08364908,-0.0385046
1425,-0.053483903,-0.6098089,0.07613871,0.6748138,-0.010030162,-0.1748138,0.16713923,-0.07647276,-0.026731586,-0.3047863,0.038058452,0.33740157,-0.0050130663,-0.08740157,0.083561674,-0.038206577
1426,-0.053409714,-0.6089631,0.07552933,0.6748896,-0.010011742,-0.17488962,0.16696434,-0.07581711,-0.026694465,-0.30436304,0.037753876,0.33743948,-0.005006061,-0.08743948,0.083474234,-0.037908554
1427,-0.053311635,-0.60784477,0.07492092,0.67496485,-0.00999766,-0.17496485,0.16678937,-0.07522106,-0.026657162,-0.30393773,0.037449725,0.3374771,-0.004999019,-0.08747709,0.08338676,-0.03761053
1428,-0.053236656,-0.6069899,0.07431351,0.67503947,-0.009983508,-0.17503947,0.16661432,-0.074625015,-0.026619665,-0.3035102,0.037146002,0.3375144,-0.004991942,-0.0875144,0.08329924,-0.037312508
1429,-0.053161293,-0.60613066,0.07370695,0.6751135,-0.009969283,-0.1751135,0.1664392,-0.07402897,-0.02658198,-0.30308053,0.036842708,0.3375514,-0.0049826205,-0.087551385,0.08321169,-0.036984682
1430,-0.053085554,-0.6052671,0.073101245,0.67518693,-0.009954987,-0.17518693,0.16626401,-0.07343292,-0.026532345,-0.30251458,0.03653991,0.33758807,-0.004975467,-0.08758807,0.0831241,-0.03668666
1431,-0.053009424,-0.6043991,0.072496414,0.6752597,-0.0099362,-0.17525971,0.16608876,-0.07277727,-0.026494252,-0.30208027,0.036237612,0.33762446,-0.004968279,-0.08762446,0.083036475,-0.036388636
1432,-0.052909393,-0.60325855,0.07189258,0.6753319,-0.009921754,-0.17533189,0.16591343,-0.072181225,-0.026455976,-0.30164385,0.035935752,0.33766055,-0.0049610557,-0.08766055,0.08294881,-0.036090612
1433,-0.05283247,-0.60238147,0.07128976,0.6754035,-0.009907234,-0.17540348,0.16573803,-0.07158518,-0.02641751,-0.30120528,0.035634328,0.33769634,-0.004953794,-0.08769634,0.08286112,-0.03579259
1434,-0.052755162,-0.60150003,0.07068782,0.67547446,-0.009892644,-0.17547446,0.16556256,-0.07098913,-0.026378844,-0.3007644,0.035333343,0.33773184,-0.004946498,-0.08773184,0.08277339,-0.035494566
1435,-0.052677475,-0.60061425,0.07008676,0.67554486,-0.009877982,-0.17554486,0.165387,-0.070393085,-0.026339995,-0.30032146,0.0350328,0.33776703,-0.004939167,-0.087767035,0.08268562,-0.035196543
1436,-0.0525994,-0.59972405,0.069486596,0.67561466,-0.009863246,-0.17561466,0.1652114,-0.06979704,-0.026300956,-0.29987636,0.034732703,0.3378019,-0.004929589,-0.0878019,0.082597815,-0.034868717
1437,-0.052520934,-0.59882945,0.068887316,0.67568386,-0.00984844,-0.17568386,0.16503571,-0.06920099,-0.026249953,-0.29929483,0.03443312,0.33783647,-0.0049221823,-0.087836474,0.08250998,-0.034570694
1438,-0.052442092,-0.5979305,0.06828894,0.67575246,-0.009833563,-0.17575246,0.16485995,-0.068604946,-0.026210515,-0.29884517,0.03413405,0.33787075,-0.0049147382,-0.08787075,0.08242211,-0.03427267
1439,-0.052362878,-0.5970273,0.06769146,0.67582047,-0.00981861,-0.17582047,0.16468413,-0.0680089,-0.026170878,-0.29839325,0.03383543,0.33790472,-0.004907257,-0.08790472,0.082334206,-0.033974648
