index,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,-30,-31,-32,-33,-34,-35,-36,-37,-38,-39,-40,-41,-42,-43,-44,-45,-46,-47,-48,-49,-50
100.0,-54.25906,-53.29755,-52.34583,-51.394207,-50.442596,-49.500793,-48.54918,-47.607376,-46.66556,-45.723755,-44.79175,-43.85976,-42.927765,-41.995766,-41.073578,-40.15139,-39.239098,-38.326714,-37.41433,-36.511753,-35.618988,-34.726223,-33.843258,-32.960297,-32.08715,-31.22381,-30.360468,-29.516735,-28.682814,-27.848894,-27.034588,-26.230074,-25.445187,-24.6701,-23.91464,-23.178709,-22.462378,-21.765665,-21.098383,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
99.0,-54.072716,-53.121014,-52.159485,-51.207863,-50.246445,-49.294834,-48.353027,-47.401417,-46.459602,-45.507988,-44.566177,-43.634186,-42.692383,-41.760384,-40.838196,-39.9062,-38.9841,-38.071716,-37.159332,-36.24695,-35.344376,-34.441803,-33.54903,-32.65626,-31.783115,-30.909967,-30.036818,-29.183277,-28.339548,-27.495821,-26.671707,-25.857386,-25.052883,-24.267988,-23.502722,-22.747175,-22.021036,-21.304708,-20.627619,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
98.0,-53.89618,-52.93467,-51.97314,-51.01171,-50.0601,-49.098682,-48.147068,-47.195457,-46.243835,-45.29222,-44.35041,-43.40861,-42.46681,-41.525,-40.593006,-39.66101,-38.73891,-37.80691,-36.894527,-35.972336,-35.059956,-34.157383,-33.254803,-32.362034,-31.469273,-30.586317,-29.713167,-28.840012,-27.986475,-27.142748,-26.299019,-25.47489,-24.66058,-23.865877,-23.080996,-22.315641,-21.569887,-20.843752,-20.13724,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
97.0,-53.709835,-52.748325,-51.786797,-50.81556,-49.85414,-48.90253,-47.94111,-46.9895,-46.02807,-45.076454,-44.124836,-43.183037,-42.231426,-41.28962,-40.347816,-39.41582,-38.483913,-37.551914,-36.619915,-35.697723,-34.785343,-33.863155,-32.960575,-32.058,-31.15543,-30.262667,-29.37971,-28.506554,-27.633402,-26.77006,-25.92633,-25.082586,-24.258469,-23.453959,-22.649462,-21.8743,-21.10893,-20.36318,-19.729416,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
96.0,-53.5333,-52.56198,-51.590645,-50.629215,-49.65799,-48.69657,-47.73515,-46.77373,-45.82211,-44.860687,-43.90907,-42.957462,-42.00585,-41.054237,-40.112434,-39.160824,-38.228916,-37.28711,-36.35511,-35.42311,-34.500923,-33.578735,-32.65654,-31.744156,-30.841587,-29.939016,-29.046251,-28.15348,-27.280329,-26.407179,-25.543835,-24.690283,-23.856358,-23.022425,-22.217928,-21.413343,-20.638166,-19.882608,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
95.0,-53.346954,-52.375637,-51.4043,-50.433064,-49.461838,-48.50042,-47.52919,-46.567772,-45.606342,-44.64492,-43.683495,-42.72208,-41.77047,-40.818855,-39.867245,-38.915634,-37.96411,-37.022305,-36.080498,-35.1485,-34.216503,-33.284508,-32.352505,-31.44012,-30.517937,-29.605558,-28.702986,-27.810215,-26.917448,-26.03449,-25.161339,-24.288172,-23.434631,-22.600698,-21.766779,-20.952387,-20.157595,-19.382421,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
94.0,-53.16061,-52.189293,-51.20815,-50.23691,-49.265686,-48.29446,-47.32323,-46.352005,-45.390575,-44.419346,-43.45792,-42.496506,-41.535088,-40.573666,-39.612247,-38.660637,-37.709114,-36.7575,-35.805885,-34.86408,-33.922276,-32.99028,-32.04847,-31.126278,-30.194286,-29.2721,-28.35972,-27.447334,-26.54476,-25.651995,-24.769035,-23.88606,-23.012905,-22.159357,-21.31563,-20.481623,-19.667215,-18.870687,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
93.0,-52.974266,-51.99314,-51.021805,-50.04076,-49.069534,-48.0885,-47.11727,-46.146046,-45.17481,-44.20358,-43.232346,-42.261124,-41.299706,-40.328476,-39.367058,-38.40564,-37.44431,-36.492695,-35.531273,-34.57966,-33.637856,-32.686245,-31.744436,-30.802628,-29.870636,-28.938643,-28.016455,-27.094261,-26.172071,-25.269499,-24.366924,-23.474142,-22.591179,-21.708208,-20.844866,-20.00105,-19.15722,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
92.0,-52.78792,-51.806797,-50.825653,-49.84461,-48.863575,-47.88254,-46.911312,-45.93028,-44.949234,-43.978004,-43.00677,-42.02574,-41.054516,-40.083286,-39.12187,-38.150642,-37.179504,-36.218082,-35.25666,-34.29524,-33.343628,-32.38221,-31.430593,-30.488785,-29.537178,-28.595377,-27.663382,-26.73138,-25.799383,-24.877195,-23.955006,-23.052416,-22.149837,-21.25706,-20.374102,-19.500864,-18.637419,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
91.0,-52.601578,-51.620453,-50.6295,-49.648457,-48.667423,-47.676582,-46.695545,-45.71451,-44.733467,-43.75243,-42.77139,-41.800167,-40.819134,-39.838097,-38.86687,-37.895645,-36.9147,-35.953278,-34.982048,-34.01082,-33.0494,-32.078175,-31.11675,-30.165134,-29.20372,-28.252111,-27.3005,-26.358692,-25.416887,-24.475084,-23.543087,-22.620882,-21.698689,-20.786295,-19.883722,-18.99087,-18.10781,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
90.0,-52.415234,-51.4243,-50.443157,-49.452305,-48.461464,-47.470623,-46.489586,-45.498745,-44.5177,-43.526855,-42.545815,-41.564785,-40.573944,-39.592907,-38.611874,-37.63084,-36.649895,-35.678665,-34.697628,-33.7264,-32.745365,-31.77414,-30.802908,-29.831676,-28.870262,-27.899038,-26.93762,-25.986004,-25.024584,-24.072973,-23.12136,-22.17954,-21.24754,-20.31553,-19.383535,-18.471067,-17.701159,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
89.0,-52.22889,-51.237957,-50.247005,-49.256153,-48.255505,-47.264664,-46.27382,-45.282978,-44.292126,-43.30128,-42.310432,-41.319595,-40.338562,-39.347717,-38.356876,-37.366035,-36.38509,-35.394245,-34.413208,-33.43217,-32.451138,-31.460297,-30.479258,-29.508026,-28.526997,-27.545965,-26.57474,-25.603508,-24.63228,-23.661055,-22.699635,-21.7382,-20.776775,-19.825151,-18.87354,-17.93165,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
88.0,-52.042545,-51.041805,-50.050854,-49.050194,-48.059353,-47.058704,-46.06786,-45.06721,-44.07636,-43.075706,-42.084858,-41.084213,-40.093372,-39.09272,-38.10188,-37.11104,-36.110477,-35.119633,-34.128788,-33.137943,-32.147102,-31.146454,-30.155607,-29.174568,-28.183731,-27.192892,-26.202051,-25.211205,-24.23017,-23.249136,-22.258293,-21.277243,-20.296204,-19.324965,-18.343931,-17.372618,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
87.0,-51.8562,-50.85546,-49.854702,-48.854042,-47.853394,-46.852745,-45.852093,-44.851444,-43.850784,-42.850132,-41.849476,-40.84883,-39.848183,-38.84753,-37.84688,-36.846233,-35.845673,-34.835213,-33.83456,-32.833908,-31.833261,-30.832611,-29.831957,-28.831303,-27.830658,-26.830011,-25.829363,-24.818901,-23.81825,-22.817602,-21.816952,-20.816286,-19.805824,-18.805162,-17.804514,-16.817276,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
86.0,-51.66005,-50.65931,-49.65855,-48.648083,-47.647434,-46.63698,-45.636326,-44.62587,-43.62521,-42.61475,-41.614094,-40.60364,-39.602993,-38.592533,-37.582077,-36.57162,-35.57106,-34.5606,-33.55014,-32.53968,-31.529226,-30.518768,-29.498499,-28.488037,-27.477585,-26.457323,-25.446867,-24.426598,-23.406332,-22.386068,-21.365803,-20.335714,-19.305637,-18.275553,-17.245481,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
85.0,-51.473705,-50.463158,-49.45259,-48.45193,-47.441475,-46.43102,-45.42056,-44.410103,-43.399635,-42.389175,-41.37871,-40.35845,-39.347996,-38.337536,-37.317272,-36.306816,-35.28664,-34.27618,-33.255913,-32.235645,-31.215384,-30.195118,-29.165041,-28.144772,-27.114704,-26.084635,-25.054564,-24.024487,-22.984606,-21.944727,-20.895039,-19.845335,-18.795643,-17.736135,-16.666834,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
