ms,current_thrust,0_ang_torque,0_ang_accel,0_ang_vel,0_ang_pos,0_output,0_p,0_i,0_d,1_ang_torque,1_ang_accel,1_ang_vel,1_ang_pos,1_output,1_p,1_i,1_d,0_lin_force,0_lin_accel,0_lin_vel,0_lin_pos,1_lin_force,1_lin_accel,1_lin_vel,1_lin_pos,2_lin_force,2_lin_accel,2_lin_vel,2_lin_pos,0_tvc,1_tvc
3317,15.0,0.001769249,0.020172497,-0.01759792,0.093857184,3.3220713E-4,-0.0065906867,-7.6723E-4,0.017605722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4107528,1.4865677,3.8856022,-3.0,0.0,0.0,0.0,0.0,5.660245,5.964431,19.802643,48.7,3.3220713E-4,0.0
3318,15.0,0.001769003,0.020169692,-0.017577749,0.09383959,3.327123E-4,-0.006573096,-7.738031E-4,0.01759082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4104977,1.4862989,3.8870888,-3.0,0.0,0.0,0.0,0.0,5.6602564,5.964443,19.808607,48.7,3.327123E-4,0.0
3319,15.0,0.001771693,0.020200362,-0.017557563,0.093822025,3.3266516E-4,-0.0065555274,-7.803586E-4,0.017568469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4102347,1.4860218,3.8885748,-3.0,0.0,0.0,0.0,0.0,5.660269,5.964456,19.814571,48.7,3.3266516E-4,0.0
3320,15.0,0.0017714419,0.0201975,-0.017537365,0.09380448,3.3261697E-4,-0.0065379813,-7.868966E-4,0.017546117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4099718,1.4857448,3.8900607,-3.0,0.0,0.0,0.0,0.0,5.660281,5.964469,19.820536,48.7,3.3261697E-4,0.0
3321,15.0,0.0017711852,0.020194573,-0.017517168,0.093786955,3.3256778E-4,-0.0065204576,-7.934171E-4,0.017523766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4097092,1.485468,3.8915462,-3.0,0.0,0.0,0.0,0.0,5.6602936,5.9644823,19.8265,48.7,3.3256778E-4,0.0
3322,15.0,0.0017709234,0.020191588,-0.017496975,0.093769446,3.3306994E-4,-0.0065029487,-7.9992006E-4,0.017508864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4094554,1.4852006,3.8930316,-3.0,0.0,0.0,0.0,0.0,5.660307,5.964496,19.832464,48.7,3.3306994E-4,0.0
3323,15.0,0.0017735974,0.020222077,-0.01747677,0.09375196,3.3301977E-4,-0.006485462,-8.064055E-4,0.017486513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4091935,1.4849247,3.8945167,-3.0,0.0,0.0,0.0,0.0,5.6603193,5.9645095,19.838428,48.7,3.3301977E-4,0.0
3324,15.0,0.0017733303,0.02021903,-0.017456548,0.093734495,3.3296854E-4,-0.006467998,-8.128735E-4,0.01746416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4089319,1.484649,3.8960016,-3.0,0.0,0.0,0.0,0.0,5.6603317,5.9645224,19.844393,48.7,3.3296854E-4,0.0
3325,15.0,0.0017730575,0.020215921,-0.017436331,0.093717046,3.3346872E-4,-0.006450549,-8.1932405E-4,0.01744926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4086788,1.4843823,3.8974862,-3.0,0.0,0.0,0.0,0.0,5.660342,5.9645333,19.850357,48.7,3.3346872E-4,0.0
3326,15.0,0.0017757209,0.020246288,-0.017416101,0.09369962,3.334165E-4,-0.006433122,-8.2575716E-4,0.017426908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4084178,1.4841073,3.8989704,-3.0,0.0,0.0,0.0,0.0,5.6603546,5.9645467,19.856321,48.7,3.334165E-4,0.0
3327,15.0,0.001775443,0.02024312,-0.017395856,0.093682215,3.333633E-4,-0.0064157173,-8.3217287E-4,0.017404556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4081571,1.4838326,3.9004543,-3.0,0.0,0.0,0.0,0.0,5.660367,5.9645596,19.862286,48.7,3.333633E-4,0.0
3328,15.0,0.0017751596,0.020239888,-0.017375614,0.09366483,3.3330912E-4,-0.006398335,-8.385712E-4,0.017382205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4078966,1.483558,3.901938,-3.0,0.0,0.0,0.0,0.0,5.6603794,5.9645724,19.86825,48.7,3.3330912E-4,0.0
3329,15.0,0.0017748709,0.020236596,-0.017355377,0.093647465,3.338062E-4,-0.006380968,-8.449522E-4,0.017367303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076447,1.4832927,3.9034214,-3.0,0.0,0.0,0.0,0.0,5.660392,5.964586,19.874214,48.7,3.338062E-4,0.0
3330,15.0,0.0017775181,0.020266779,-0.017335124,0.09363012,3.3375097E-4,-0.006363623,-8.513158E-4,0.017344952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4073849,1.4830189,3.9049046,-3.0,0.0,0.0,0.0,0.0,5.660404,5.9645987,19.880178,48.7,3.3375097E-4,0.0
3331,15.0,0.0017772238,0.020263422,-0.017314859,0.0936128,3.3369462E-4,-0.0063463002,-8.576621E-4,0.0173226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4071254,1.4827454,3.9063876,-3.0,0.0,0.0,0.0,0.0,5.6604156,5.9646106,19.886143,48.7,3.3369462E-4,0.0
3332,15.0,0.0017769238,0.020260002,-0.017294597,0.09359549,3.3418968E-4,-0.0063289925,-8.639911E-4,0.017307699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4068743,1.4824808,3.9078703,-3.0,0.0,0.0,0.0,0.0,5.660428,5.964624,19.892107,48.7,3.3418968E-4,0.0
3333,15.0,0.00177956,0.02029006,-0.017274322,0.093578205,3.341324E-4,-0.006311707,-8.703028E-4,0.017285347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4066153,1.4822079,3.9093525,-3.0,0.0,0.0,0.0,0.0,5.6604404,5.964637,19.898071,48.7,3.341324E-4,0.0
3334,15.0,0.001779255,0.020286582,-0.017254034,0.09356094,3.3407402E-4,-0.006294444,-8.7659725E-4,0.017262995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4063566,1.4819353,3.9108346,-3.0,0.0,0.0,0.0,0.0,5.660452,5.964649,19.904036,48.7,3.3407402E-4,0.0
3335,15.0,0.0017789442,0.020283038,-0.01723375,0.0935437,3.3401465E-4,-0.0062772036,-8.828745E-4,0.017240644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4060984,1.4816632,3.9123163,-3.0,0.0,0.0,0.0,0.0,5.6604643,5.964662,19.91,48.7,3.3401465E-4,0.0
3336,15.0,0.001778628,0.020279434,-0.01721347,0.093526475,3.3450656E-4,-0.006259978,-8.891345E-4,0.017225742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4058485,1.4813999,3.9137979,-3.0,0.0,0.0,0.0,0.0,5.6604767,5.964675,19.915964,48.7,3.3450656E-4,0.0
3337,15.0,0.0017812474,0.0203093,-0.017193176,0.09350927,3.344461E-4,-0.0062427744,-8.9537725E-4,0.01720339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4055907,1.4811282,3.9152792,-3.0,0.0,0.0,0.0,0.0,5.660489,5.9646883,19.921928,48.7,3.344461E-4,0.0
3338,15.0,0.0017809253,0.020305628,-0.01717287,0.09349209,3.3438462E-4,-0.0062255934,-9.0160285E-4,0.017181039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.405333,1.4808568,3.9167602,-3.0,0.0,0.0,0.0,0.0,5.6605005,5.9647,19.927893,48.7,3.3438462E-4,0.0
3339,15.0,0.001780598,0.020301895,-0.017152566,0.093474925,3.3487444E-4,-0.0062084273,-9.078113E-4,0.017166138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.405084,1.4805943,3.918241,-3.0,0.0,0.0,0.0,0.0,5.660512,5.964712,19.933857,48.7,3.3487444E-4,0.0
3340,15.0,0.0017832064,0.020331634,-0.01713225,0.09345778,3.3481186E-4,-0.0061912835,-9.1400254E-4,0.017143786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4048271,1.4803237,3.9197214,-3.0,0.0,0.0,0.0,0.0,5.6605244,5.9647255,19.939821,48.7,3.3481186E-4,0.0
3341,15.0,0.0017828731,0.020327834,-0.017111922,0.09344066,3.3474824E-4,-0.006174162,-9.201767E-4,0.017121434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4045703,1.4800531,3.9212015,-3.0,0.0,0.0,0.0,0.0,5.660537,5.9647384,19.945786,48.7,3.3474824E-4,0.0
3342,15.0,0.0017825344,0.020323973,-0.017091596,0.09342356,3.3468363E-4,-0.006157063,-9.2633377E-4,0.017099082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.404314,1.4797829,3.9226813,-3.0,0.0,0.0,0.0,0.0,5.660548,5.9647503,19.95175,48.7,3.3468363E-4,0.0
3343,15.0,0.0017821902,0.020320049,-0.017071275,0.093406476,3.351702E-4,-0.0061399788,-9.3247375E-4,0.017084181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4040662,1.4795219,3.924161,-3.0,0.0,0.0,0.0,0.0,5.6605606,5.9647636,19.957714,48.7,3.351702E-4,0.0
3344,15.0,0.0017847812,0.020349592,-0.01705094,0.093389414,3.3510447E-4,-0.006122917,-9.3859667E-4,0.01706183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4038104,1.4792522,3.9256403,-3.0,0.0,0.0,0.0,0.0,5.660572,5.9647756,19.963678,48.7,3.3510447E-4,0.0
3345,15.0,0.0017844313,0.0203456,-0.017030593,0.093372375,3.3503765E-4,-0.0061058775,-9.4470254E-4,0.017039478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4035549,1.478983,3.9271195,-3.0,0.0,0.0,0.0,0.0,5.6605835,5.9647875,19.969643,48.7,3.3503765E-4,0.0
3346,15.0,0.0017840754,0.020341543,-0.01701025,0.09335536,3.3496978E-4,-0.0060888603,-9.507914E-4,0.017017126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4032998,1.4787142,3.9285984,-3.0,0.0,0.0,0.0,0.0,5.660596,5.964801,19.975607,48.7,3.3496978E-4,0.0
3347,15.0,0.001783714,0.020337423,-0.01698991,0.093338355,3.354532E-4,-0.006071858,-9.568633E-4,0.017002225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4030532,1.4784544,3.930077,-3.0,0.0,0.0,0.0,0.0,5.6606083,5.9648137,19.981571,48.7,3.354532E-4,0.0
3348,15.0,0.0017862882,0.020366773,-0.016969558,0.093321376,3.3538428E-4,-0.0060548782,-9.6291816E-4,0.016979873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4027985,1.478186,3.9315555,-3.0,0.0,0.0,0.0,0.0,5.6606197,5.9648256,19.987535,48.7,3.3538428E-4,0.0
3349,15.0,0.0017859213,0.02036259,-0.016949194,0.09330442,3.353142E-4,-0.0060379207,-9.689561E-4,0.016957521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4025441,1.4779179,3.9330335,-3.0,0.0,0.0,0.0,0.0,5.660632,5.964839,19.9935,48.7,3.353142E-4,0.0
3350,15.0,0.0017855479,0.020358333,-0.016928833,0.093287475,3.357954E-4,-0.006020978,-9.749771E-4,0.01694262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4022985,1.4776591,3.9345112,-3.0,0.0,0.0,0.0,0.0,5.6606426,5.96485,19.999464,48.7,3.357954E-4,0.0
3351,15.0,0.0017881105,0.02038755,-0.01690846,0.093270555,3.357242E-4,-0.006004058,-9.809812E-4,0.016920269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4020447,1.4773916,3.9359887,-3.0,0.0,0.0,0.0,0.0,5.660655,5.964863,20.005428,48.7,3.357242E-4,0.0
3352,15.0,0.0017877314,0.020383228,-0.016888075,0.09325366,3.3565203E-4,-0.00598716,-9.869683E-4,0.016897917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4017912,1.4771246,3.937466,-3.0,0.0,0.0,0.0,0.0,5.6606665,5.964875,20.011393,48.7,3.3565203E-4,0.0
3353,15.0,0.001787347,0.020378845,-0.016867694,0.09323678,3.355787E-4,-0.0059702843,-9.929385E-4,0.016875565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4015381,1.4768579,3.938943,-3.0,0.0,0.0,0.0,0.0,5.660679,5.964888,20.017357,48.7,3.355787E-4,0.0
3354,15.0,0.0017869564,0.020374393,-0.016847316,0.09321992,3.3605663E-4,-0.0059534237,-9.98892E-4,0.016860664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4012934,1.4766,3.9404197,-3.0,0.0,0.0,0.0,0.0,5.6606903,5.9649,20.023321,48.7,3.3605663E-4,0.0
3355,15.0,0.0017895015,0.020403411,-0.016826928,0.09320308,3.359822E-4,-0.0059365854,-0.0010048286,0.016838312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4010408,1.4763339,3.9418962,-3.0,0.0,0.0,0.0,0.0,5.6607018,5.9649124,20.029285,48.7,3.359822E-4,0.0
3356,15.0,0.0017891051,0.02039889,-0.016806526,0.09318627,3.3590663E-4,-0.0059197694,-0.0010107483,0.01681596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4007885,1.476068,3.9433725,-3.0,0.0,0.0,0.0,0.0,5.660714,5.9649253,20.03525,48.7,3.3590663E-4,0.0
3357,15.0,0.0017887028,0.020394303,-0.01678613,0.09316947,3.3582997E-4,-0.005902976,-0.0010166513,0.016793609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4005365,1.4758024,3.9448485,-3.0,0.0,0.0,0.0,0.0,5.6607256,5.964937,20.041214,48.7,3.3582997E-4,0.0
3358,15.0,0.0017882946,0.02038965,-0.016765738,0.093152694,3.3630466E-4,-0.005886197,-0.0010225375,0.016778708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4002931,1.475546,3.946324,-3.0,0.0,0.0,0.0,0.0,5.660738,5.9649506,20.047178,48.7,3.3630466E-4,0.0
3359,15.0,0.0017908223,0.020418469,-0.016745334,0.09313594,3.362269E-4,-0.0058694407,-0.0010284069,0.016756356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000417,1.475281,3.9477994,-3.0,0.0,0.0,0.0,0.0,5.6607494,5.9649625,20.053143,48.7,3.362269E-4,0.0
3360,15.0,0.001790408,0.020413747,-0.016724918,0.093119204,3.3614796E-4,-0.0058527067,-0.0010342596,0.016734004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3997905,1.4750164,3.9492745,-3.0,0.0,0.0,0.0,0.0,5.660761,5.9649744,20.059107,48.7,3.3614796E-4,0.0
3361,15.0,0.0017899879,0.020408956,-0.016704507,0.09310249,3.3606798E-4,-0.005835995,-0.0010400956,0.016711652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3995398,1.4747522,3.9507494,-3.0,0.0,0.0,0.0,0.0,5.6607723,5.964987,20.065071,48.7,3.3606798E-4,0.0
3362,15.0,0.001789562,0.0204041,-0.0166841,0.093085796,3.3653935E-4,-0.0058192983,-0.0010459148,0.016696751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3992976,1.474497,3.952224,-3.0,0.0,0.0,0.0,0.0,5.660784,5.9649987,20.071035,48.7,3.3653935E-4,0.0
3363,15.0,0.001792072,0.020432718,-0.016663682,0.09306912,3.3645815E-4,-0.005802624,-0.0010517174,0.0166744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3990473,1.4742332,3.9536984,-3.0,0.0,0.0,0.0,0.0,5.660795,5.9650106,20.077,48.7,3.3645815E-4,0.0
3364,15.0,0.0017916396,0.020427788,-0.016643252,0.09305247,3.363759E-4,-0.005785972,-0.0010575034,0.016652048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3987974,1.4739698,3.9551725,-3.0,0.0,0.0,0.0,0.0,5.6608076,5.965024,20.082964,48.7,3.363759E-4,0.0
3365,15.0,0.0017912015,0.020422794,-0.016622826,0.09303584,3.3629255E-4,-0.005769342,-0.0010632727,0.016629696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3985476,1.4737067,3.9566464,-3.0,0.0,0.0,0.0,0.0,5.660819,5.965036,20.088928,48.7,3.3629255E-4,0.0
3366,15.0,0.0017907578,0.020417733,-0.016602406,0.093019225,3.3676042E-4,-0.0057527274,-0.0010690255,0.016614795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3983065,1.4734526,3.95812,-3.0,0.0,0.0,0.0,0.0,5.6608305,5.965048,20.094893,48.7,3.3676042E-4,0.0
3367,15.0,0.0017932492,0.02044614,-0.016581975,0.09300263,3.3667585E-4,-0.005736135,-0.0010747616,0.016592443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3980576,1.4731903,3.9595935,-3.0,0.0,0.0,0.0,0.0,5.660842,5.96506,20.100857,48.7,3.3667585E-4,0.0
3368,15.0,0.0017927988,0.020441005,-0.01656153,0.09298606,3.3659016E-4,-0.005719565,-0.0010804812,0.016570091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3978088,1.4729282,3.9610665,-3.0,0.0,0.0,0.0,0.0,5.6608534,5.965072,20.106821,48.7,3.3659016E-4,0.0
3369,15.0,0.0017923425,0.020435803,-0.016541092,0.092969514,3.3650338E-4,-0.005703017,-0.0010861843,0.01654774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3975605,1.4726665,3.9625392,-3.0,0.0,0.0,0.0,0.0,5.660866,5.965085,20.112785,48.7,3.3650338E-4,0.0
3370,15.0,0.0017918803,0.020430533,-0.016520659,0.09295298,3.3696787E-4,-0.0056864843,-0.0010918708,0.016532838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3973204,1.4724134,3.9640117,-3.0,0.0,0.0,0.0,0.0,5.660877,5.965097,20.11875,48.7,3.3696787E-4,0.0
3371,15.0,0.0017943538,0.020458736,-0.016500214,0.09293647,3.3687986E-4,-0.005669974,-0.0010975408,0.016510487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3970724,1.4721522,3.965484,-3.0,0.0,0.0,0.0,0.0,5.6608877,5.9651084,20.124714,48.7,3.3687986E-4,0.0
3372,15.0,0.0017938853,0.020453393,-0.016479759,0.09291998,3.367907E-4,-0.0056534857,-0.0011031943,0.016488135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3968248,1.4718913,3.966956,-3.0,0.0,0.0,0.0,0.0,5.6609,5.9651213,20.130678,48.7,3.367907E-4,0.0
3373,15.0,0.0017934104,0.020447979,-0.016459309,0.09290351,3.372528E-4,-0.0056370124,-0.0011088314,0.016473234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3965858,1.4716394,3.9684277,-3.0,0.0,0.0,0.0,0.0,5.6609106,5.965132,20.136642,48.7,3.372528E-4,0.0
3374,15.0,0.0017958711,0.020476034,-0.016438847,0.09288706,3.3716246E-4,-0.0056205615,-0.0011144519,0.016450882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3963387,1.471379,3.9698992,-3.0,0.0,0.0,0.0,0.0,5.660922,5.9651446,20.142607,48.7,3.3716246E-4,0.0
3375,15.0,0.00179539,0.02047055,-0.016418373,0.09287063,3.3707102E-4,-0.005604133,-0.001120056,0.01642853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.396092,1.4711192,3.9713705,-3.0,0.0,0.0,0.0,0.0,5.6609344,5.9651575,20.148571,48.7,3.3707102E-4,0.0
3376,15.0,0.0017949032,0.020465,-0.016397905,0.092854224,3.369784E-4,-0.005587727,-0.0011256437,0.016406178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3958455,1.4708594,3.9728415,-3.0,0.0,0.0,0.0,0.0,5.660945,5.9651685,20.154535,48.7,3.369784E-4,0.0
3377,15.0,0.0017944099,0.020459374,-0.016377442,0.09283783,3.3743703E-4,-0.0055713356,-0.001131215,0.016391277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3956077,1.4706087,3.9743123,-3.0,0.0,0.0,0.0,0.0,5.6609564,5.9651804,20.1605,48.7,3.3743703E-4,0.0
3378,15.0,0.0017968522,0.020487221,-0.016356967,0.092821464,3.3734314E-4,-0.0055549666,-0.00113677,0.016368926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3953617,1.4703494,3.9757829,-3.0,0.0,0.0,0.0,0.0,5.660968,5.965193,20.166464,48.7,3.3734314E-4,0.0
3379,15.0,0.0017963521,0.02048152,-0.016336484,0.09280512,3.372482E-4,-0.00553862,-0.0011423086,0.016346574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3951162,1.4700909,3.9772532,-3.0,0.0,0.0,0.0,0.0,5.6609793,5.9652047,20.172428,48.7,3.372482E-4,0.0
3380,15.0,0.0017958466,0.020475756,-0.016316006,0.09278879,3.3715204E-4,-0.005522296,-0.0011478309,0.016324222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.394871,1.4698324,3.978723,-3.0,0.0,0.0,0.0,0.0,5.6609917,5.9652176,20.178392,48.7,3.3715204E-4,0.0
3381,15.0,0.0017953346,0.020469919,-0.016295534,0.092772484,3.3760717E-4,-0.0055059865,-0.0011533368,0.01630932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3946342,1.469583,3.9801927,-3.0,0.0,0.0,0.0,0.0,5.661002,5.965229,20.184357,48.7,3.3760717E-4,0.0
3382,15.0,0.001797758,0.02049755,-0.01627505,0.0927562,3.3750973E-4,-0.0054896995,-0.0011588265,0.01628697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943895,1.4693251,3.981662,-3.0,0.0,0.0,0.0,0.0,5.6610126,5.96524,20.190323,48.7,3.3750973E-4,0.0
3383,15.0,0.0017972392,0.020491634,-0.016254555,0.09273993,3.3741124E-4,-0.005473435,-0.0011642999,0.016264617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3941453,1.4690677,3.9831312,-3.0,0.0,0.0,0.0,0.0,5.661025,5.965253,20.19629,48.7,3.3741124E-4,0.0
3384,15.0,0.0017967148,0.020485654,-0.016234066,0.09272369,3.3731153E-4,-0.0054571927,-0.0011697571,0.016242266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393901,1.4688103,3.9846,-3.0,0.0,0.0,0.0,0.0,5.6610365,5.965265,20.202255,48.7,3.3731153E-4,0.0
3385,15.0,0.0017961839,0.0204796,-0.016213583,0.09270746,3.37763E-4,-0.0054409653,-0.0011751981,0.016227365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3936654,1.4685621,3.9860687,-3.0,0.0,0.0,0.0,0.0,5.661047,5.9652762,20.208221,48.7,3.37763E-4,0.0
3386,15.0,0.001798588,0.020507012,-0.01619309,0.09269126,3.3766206E-4,-0.0054247603,-0.0011806228,0.016205013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3934219,1.4683055,3.9875371,-3.0,0.0,0.0,0.0,0.0,5.6610584,5.965288,20.214188,48.7,3.3766206E-4,0.0
3387,15.0,0.0017980504,0.020500882,-0.016172586,0.092675075,3.3755996E-4,-0.0054085776,-0.0011860314,0.016182661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3931787,1.4680492,3.9890053,-3.0,0.0,0.0,0.0,0.0,5.66107,5.9653,20.220154,48.7,3.3755996E-4,0.0
3388,15.0,0.0017975068,0.020494685,-0.016152088,0.092658915,3.374566E-4,-0.0053924173,-0.0011914239,0.01616031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3929359,1.4677933,3.9904733,-3.0,0.0,0.0,0.0,0.0,5.6610813,5.965312,20.22612,48.7,3.374566E-4,0.0
3389,15.0,0.0017969563,0.020488407,-0.016131597,0.09264277,3.3790455E-4,-0.005376272,-0.0011968001,0.016145408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3927014,1.4675462,3.991941,-3.0,0.0,0.0,0.0,0.0,5.661092,5.9653234,20.232086,48.7,3.3790455E-4,0.0
3390,15.0,0.0017993418,0.020515606,-0.016111095,0.092626646,3.3779995E-4,-0.005360149,-0.0012021603,0.016123056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3924589,1.4672908,3.9934084,-3.0,0.0,0.0,0.0,0.0,5.661104,5.9653363,20.238052,48.7,3.3779995E-4,0.0
3391,15.0,0.0017987847,0.020509254,-0.016090581,0.092610545,3.376942E-4,-0.005344048,-0.0012075043,0.016100705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.392217,1.4670359,3.9948757,-3.0,0.0,0.0,0.0,0.0,5.6611147,5.9653473,20.244019,48.7,3.376942E-4,0.0
3392,15.0,0.0017982215,0.020502834,-0.016070075,0.09259447,3.3758726E-4,-0.00532797,-0.0012128323,0.016078353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919752,1.466781,3.9963427,-3.0,0.0,0.0,0.0,0.0,5.661125,5.9653583,20.249985,48.7,3.3758726E-4,0.0
3393,15.0,0.0017976521,0.02049634,-0.016049575,0.0925784,3.3803156E-4,-0.0053119063,-0.0012181442,0.016063452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391742,1.4665353,3.9978094,-3.0,0.0,0.0,0.0,0.0,5.6611366,5.9653707,20.25595,48.7,3.3803156E-4,0.0
3394,15.0,0.001800018,0.020523317,-0.016029065,0.09256236,3.379233E-4,-0.0052958652,-0.00122344,0.0160411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3915006,1.4662809,3.999276,-3.0,0.0,0.0,0.0,0.0,5.661148,5.9653826,20.261917,48.7,3.379233E-4,0.0
3395,15.0,0.0017994414,0.020516742,-0.016008545,0.092546344,3.3781386E-4,-0.0052798465,-0.00122872,0.016018748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3912599,1.4660273,4.000742,-3.0,0.0,0.0,0.0,0.0,5.6611595,5.9653945,20.267883,48.7,3.3781386E-4,0.0
3396,15.0,0.0017988587,0.0205101,-0.015988031,0.09253035,3.3770327E-4,-0.00526385,-0.0012339838,0.015996397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3910193,1.4657738,4.0022078,-3.0,0.0,0.0,0.0,0.0,5.66117,5.9654055,20.27385,48.7,3.3770327E-4,0.0
3397,15.0,0.0017982699,0.020503385,-0.015967526,0.092514366,3.381438E-4,-0.0052478686,-0.0012392317,0.015981495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3907871,1.4655291,4.0036736,-3.0,0.0,0.0,0.0,0.0,5.6611805,5.965417,20.279816,48.7,3.381438E-4,0.0
3398,15.0,0.0018006157,0.02053013,-0.015947009,0.09249841,3.380319E-4,-0.0052319095,-0.0012444636,0.015959144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3905472,1.4652762,4.005139,-3.0,0.0,0.0,0.0,0.0,5.661193,5.96543,20.285782,48.7,3.380319E-4,0.0
