ms,current_thrust,0_ang_torque,0_ang_accel,0_ang_vel,0_ang_pos,0_output,0_p,0_i,0_d,1_ang_torque,1_ang_accel,1_ang_vel,1_ang_pos,1_output,1_p,1_i,1_d,0_lin_force,0_lin_accel,0_lin_vel,0_lin_pos,1_lin_force,1_lin_accel,1_lin_vel,1_lin_pos,2_lin_force,2_lin_accel,2_lin_vel,2_lin_pos,0_tvc,1_tvc
1866,15.0,-0.010035218,-0.11441883,0.019362468,0.11661362,-0.0018816751,-0.029347122,0.030593324,-0.019416213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.717206,1.80949,1.4028387,-3.0,0.0,0.0,0.0,0.0,5.6441803,5.947503,11.165166,48.7,-0.0018816751,0.0
1867,15.0,-0.010019913,-0.114244334,0.019248137,0.11663292,-0.0018793393,-0.029366426,0.030563958,-0.019304454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7175283,1.8098297,1.4046484,-3.0,0.0,0.0,0.0,0.0,5.644161,5.947483,11.171113,48.7,-0.0018793393,0.0
1868,15.0,-0.0100074755,-0.11410252,0.019133965,0.116652116,-0.001876991,-0.029385619,0.030534573,-0.019192696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7178495,1.810168,1.4064584,-3.0,0.0,0.0,0.0,0.0,5.644144,5.947465,11.17706,48.7,-0.001876991,0.0
1869,15.0,-0.009994972,-0.11395995,0.019019933,0.11667119,-0.0018740778,-0.029404692,0.030505167,-0.019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7181772,1.8105134,1.4082687,-3.0,0.0,0.0,0.0,0.0,5.644124,5.9474435,11.183007,48.7,-0.0018740778,0.0
1870,15.0,-0.0099794585,-0.11378308,0.018906062,0.11669015,-0.0018717032,-0.029423654,0.030475743,-0.018961728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718495,1.8108482,1.4100794,-3.0,0.0,0.0,0.0,0.0,5.644106,5.9474244,11.188954,48.7,-0.0018717032,0.0
1871,15.0,-0.009966814,-0.11363891,0.018792352,0.116709,-0.001869315,-0.029442504,0.0304463,-0.018849969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7188115,1.8111818,1.4118904,-3.0,0.0,0.0,0.0,0.0,5.644088,5.9474053,11.194901,48.7,-0.001869315,0.0
1872,15.0,-0.009954097,-0.11349391,0.018678784,0.11672774,-0.0018669146,-0.029461242,0.030416839,-0.01873821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7191265,1.8115137,1.4137018,-3.0,0.0,0.0,0.0,0.0,5.6440706,5.947387,11.200849,48.7,-0.0018669146,0.0
1873,15.0,-0.009941314,-0.11334817,0.018565364,0.11674636,-0.0018639488,-0.029479861,0.030387359,-0.018619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7194481,1.8118526,1.4155135,-3.0,0.0,0.0,0.0,0.0,5.6440506,5.947366,11.206796,48.7,-0.0018639488,0.0
1874,15.0,-0.009925522,-0.113168105,0.018452106,0.116764866,-0.0018615215,-0.029498369,0.03035786,-0.018507242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7197601,1.8121814,1.4173255,-3.0,0.0,0.0,0.0,0.0,5.6440325,5.947347,11.212743,48.7,-0.0018615215,0.0
1875,15.0,-0.009912596,-0.11302073,0.018339012,0.11678326,-0.0018590812,-0.029516764,0.030328343,-0.018395483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7200705,1.8125085,1.4191378,-3.0,0.0,0.0,0.0,0.0,5.6440144,5.947328,11.21869,48.7,-0.0018590812,0.0
1876,15.0,-0.009899601,-0.11287257,0.018226065,0.116801545,-0.0018566279,-0.029535048,0.030298807,-0.018283725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7203796,1.8128341,1.4209505,-3.0,0.0,0.0,0.0,0.0,5.643997,5.94731,11.224637,48.7,-0.0018566279,0.0
1877,15.0,-0.009886538,-0.11272362,0.018113267,0.11681972,-0.0018541622,-0.02955322,0.030269254,-0.018171966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7206872,1.8131583,1.4227636,-3.0,0.0,0.0,0.0,0.0,5.643979,5.947291,11.230584,48.7,-0.0018541622,0.0
1878,15.0,-0.009873408,-0.112573914,0.018000618,0.11683778,-0.0018516832,-0.02957128,0.030239683,-0.018060207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.720993,1.8134805,1.4245769,-3.0,0.0,0.0,0.0,0.0,5.643962,5.947273,11.236531,48.7,-0.0018516832,0.0
1879,15.0,-0.009860207,-0.112423405,0.01788812,0.11685572,-0.0018486392,-0.02958922,0.030210093,-0.017940998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213058,1.8138101,1.4263905,-3.0,0.0,0.0,0.0,0.0,5.643944,5.9472537,11.242478,48.7,-0.0018486392,0.0
1880,15.0,-0.009843998,-0.112238586,0.017775789,0.11687355,-0.001846133,-0.02960705,0.030180486,-0.01782924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7216089,1.8141295,1.4282045,-3.0,0.0,0.0,0.0,0.0,5.6439266,5.9472356,11.2484255,48.7,-0.001846133,0.0
1881,15.0,-0.009830652,-0.11208642,0.017663626,0.116891265,-0.0018436147,-0.029624768,0.03015086,-0.01771748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7219104,1.8144472,1.4300188,-3.0,0.0,0.0,0.0,0.0,5.6439095,5.9472175,11.254373,48.7,-0.0018436147,0.0
1882,15.0,-0.009817243,-0.11193354,0.017551616,0.11690887,-0.0018410827,-0.029642373,0.030121218,-0.017605722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7222104,1.8147633,1.4318334,-3.0,0.0,0.0,0.0,0.0,5.6438913,5.9471984,11.26032,48.7,-0.0018410827,0.0
1883,15.0,-0.00980376,-0.11177981,0.017439758,0.116926365,-0.0018385381,-0.029659867,0.030091558,-0.017493963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.722509,1.815078,1.4336483,-3.0,0.0,0.0,0.0,0.0,5.643874,5.9471803,11.266267,48.7,-0.0018385381,0.0
1884,15.0,-0.009790209,-0.11162531,0.017328056,0.11694375,-0.0018359805,-0.02967725,0.03006188,-0.017382205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7228061,1.8153911,1.4354635,-3.0,0.0,0.0,0.0,0.0,5.643858,5.947163,11.272214,48.7,-0.0018359805,0.0
1885,15.0,-0.00977659,-0.11147003,0.017216507,0.11696102,-0.0018334098,-0.02969452,0.030032186,-0.017270446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7231019,1.8157027,1.4372791,-3.0,0.0,0.0,0.0,0.0,5.64384,5.947144,11.278161,48.7,-0.0018334098,0.0
1886,15.0,-0.009762901,-0.11131395,0.017105116,0.116978176,-0.0018308256,-0.029711679,0.030002475,-0.017158687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.723396,1.8160126,1.439095,-3.0,0.0,0.0,0.0,0.0,5.6438236,5.947127,11.284108,48.7,-0.0018308256,0.0
1887,15.0,-0.009749141,-0.11115705,0.01699388,0.11699522,-0.001828229,-0.029728726,0.029972747,-0.017046928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7236886,1.816321,1.4409112,-3.0,0.0,0.0,0.0,0.0,5.6438055,5.947108,11.290055,48.7,-0.001828229,0.0
1888,15.0,-0.009735314,-0.11099941,0.016882801,0.11701216,-0.001825619,-0.02974566,0.029943,-0.01693517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72398,1.816628,1.4427277,-3.0,0.0,0.0,0.0,0.0,5.6437893,5.947091,11.296002,48.7,-0.001825619,0.0
1889,15.0,-0.009721415,-0.11084094,0.01677188,0.11702899,-0.0018235485,-0.029762492,0.029913237,-0.016830862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7242615,1.8169247,1.4445444,-3.0,0.0,0.0,0.0,0.0,5.643773,5.947074,11.3019495,48.7,-0.0018235485,0.0
1890,15.0,-0.009710389,-0.110715225,0.016661102,0.11704571,-0.001820914,-0.02977921,0.029883457,-0.016719103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7245499,1.8172286,1.4463615,-3.0,0.0,0.0,0.0,0.0,5.643757,5.947057,11.307897,48.7,-0.001820914,0.0
1891,15.0,-0.009696362,-0.11055528,0.016550466,0.117062315,-0.001818266,-0.029795818,0.02985366,-0.016607344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7248367,1.8175308,1.4481789,-3.0,0.0,0.0,0.0,0.0,5.6437397,5.9470387,11.313844,48.7,-0.001818266,0.0
1892,15.0,-0.00968226,-0.11039451,0.016439991,0.11707881,-0.0018156045,-0.029812314,0.029823849,-0.016495585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7251223,1.8178318,1.4499966,-3.0,0.0,0.0,0.0,0.0,5.6437235,5.9470215,11.319791,48.7,-0.0018156045,0.0
1893,15.0,-0.009668088,-0.11023291,0.016329678,0.117095195,-0.0018129305,-0.029828697,0.02979402,-0.016383827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7254063,1.818131,1.4518145,-3.0,0.0,0.0,0.0,0.0,5.6437073,5.9470043,11.325738,48.7,-0.0018129305,0.0
1894,15.0,-0.009653849,-0.110070564,0.016219527,0.11711147,-0.0018102429,-0.02984497,0.029764175,-0.016272068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7256887,1.8184285,1.4536328,-3.0,0.0,0.0,0.0,0.0,5.64369,5.946986,11.331685,48.7,-0.0018102429,0.0
1895,15.0,-0.009639538,-0.109907396,0.016109537,0.117127635,-0.001808095,-0.029861137,0.029734313,-0.01616776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7259617,1.8187162,1.4554514,-3.0,0.0,0.0,0.0,0.0,5.643675,5.9469705,11.337632,48.7,-0.001808095,0.0
1896,15.0,-0.009628101,-0.109776996,0.015999695,0.11714369,-0.0018053821,-0.029877193,0.029704437,-0.016056001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7262414,1.8190109,1.4572703,-3.0,0.0,0.0,0.0,0.0,5.6436586,5.9469533,11.343579,48.7,-0.0018053821,0.0
1897,15.0,-0.009613654,-0.10961227,0.01589,0.117159635,-0.0018026563,-0.029893138,0.029674543,-0.015944242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7265196,1.8193041,1.4590894,-3.0,0.0,0.0,0.0,0.0,5.6436424,5.946936,11.349526,48.7,-0.0018026563,0.0
1898,15.0,-0.00959914,-0.10944679,0.015780471,0.11717547,-0.0017999173,-0.02990897,0.029644635,-0.015832484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7267963,1.8195957,1.4609089,-3.0,0.0,0.0,0.0,0.0,5.643627,5.94692,11.3554735,48.7,-0.0017999173,0.0
1899,15.0,-0.0095845545,-0.10928049,0.015671108,0.117191195,-0.0017977175,-0.029924698,0.02961471,-0.015728176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7270633,1.819877,1.4627286,-3.0,0.0,0.0,0.0,0.0,5.643611,5.946903,11.361421,48.7,-0.0017977175,0.0
1900,15.0,-0.00957284,-0.10914692,0.0155618945,0.11720681,-0.0017949534,-0.029940315,0.02958477,-0.015616416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7273372,1.8201656,1.4645486,-3.0,0.0,0.0,0.0,0.0,5.6435947,5.946886,11.367368,48.7,-0.0017949534,0.0
1901,15.0,-0.009558122,-0.108979106,0.015452831,0.11722232,-0.0017921759,-0.02995582,0.029554814,-0.015504657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7276096,1.8204527,1.4663689,-3.0,0.0,0.0,0.0,0.0,5.6435785,5.946869,11.373315,48.7,-0.0017921759,0.0
1902,15.0,-0.009543331,-0.10881048,0.015343936,0.11723772,-0.0017899377,-0.02997122,0.029524842,-0.015400349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7278726,1.8207299,1.4681895,-3.0,0.0,0.0,0.0,0.0,5.643564,5.9468536,11.379262,48.7,-0.0017899377,0.0
1903,15.0,-0.009531413,-0.108674586,0.015235194,0.117253006,-0.0017871344,-0.029986508,0.029494856,-0.01528859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.728142,1.8210137,1.4700104,-3.0,0.0,0.0,0.0,0.0,5.643548,5.9468365,11.385209,48.7,-0.0017871344,0.0
1904,15.0,-0.009516486,-0.10850439,0.015126605,0.11726819,-0.0017848706,-0.030001692,0.029464854,-0.015184282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7284021,1.8212879,1.4718316,-3.0,0.0,0.0,0.0,0.0,5.6435328,5.9468207,11.391156,48.7,-0.0017848706,0.0
1905,15.0,-0.009504431,-0.108366944,0.015018169,0.11728326,-0.001782042,-0.030016765,0.029434837,-0.015072524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7286687,1.8215687,1.473653,-3.0,0.0,0.0,0.0,0.0,5.6435175,5.9468045,11.397103,48.7,-0.001782042,0.0
1906,15.0,-0.009489369,-0.10819521,0.014909888,0.11729822,-0.0017792,-0.030031726,0.029404806,-0.014960765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.728934,1.8218483,1.4754747,-3.0,0.0,0.0,0.0,0.0,5.6435013,5.9467874,11.40305,48.7,-0.0017792,0.0
1907,15.0,-0.009474236,-0.10802266,0.014801779,0.11731308,-0.0017768973,-0.030046582,0.02937476,-0.014856457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7291898,1.8221178,1.4772967,-3.0,0.0,0.0,0.0,0.0,5.643487,5.9467726,11.408998,48.7,-0.0017768973,0.0
1908,15.0,-0.009461973,-0.10788285,0.014693826,0.117327824,-0.00177403,-0.030061327,0.029344698,-0.014744698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7294521,1.8223943,1.479119,-3.0,0.0,0.0,0.0,0.0,5.6434717,5.9467564,11.414945,48.7,-0.00177403,0.0
1909,15.0,-0.009446705,-0.10770877,0.0145860305,0.117342465,-0.0017717017,-0.030075967,0.029314622,-0.01464039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.729705,1.8226607,1.4809414,-3.0,0.0,0.0,0.0,0.0,5.6434574,5.946741,11.420892,48.7,-0.0017717017,0.0
1910,15.0,-0.009434306,-0.1075674,0.014478392,0.11735699,-0.0017688088,-0.030090496,0.029284531,-0.014528631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7299646,1.8229343,1.4827642,-3.0,0.0,0.0,0.0,0.0,5.643442,5.946725,11.426839,48.7,-0.0017688088,0.0
1911,15.0,-0.009418901,-0.10739175,0.014370913,0.11737142,-0.0017664549,-0.03010492,0.029254427,-0.014424323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7302145,1.8231976,1.4845873,-3.0,0.0,0.0,0.0,0.0,5.643429,5.946711,11.432786,48.7,-0.0017664549,0.0
1912,15.0,-0.009406367,-0.10724885,0.014263593,0.11738574,-0.0017640882,-0.03011924,0.029224308,-0.014320015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7304631,1.8234596,1.4864106,-3.0,0.0,0.0,0.0,0.0,5.6434135,5.946695,11.438733,48.7,-0.0017640882,0.0
1913,15.0,-0.009393765,-0.10710516,0.014156416,0.117399946,-0.0017611573,-0.030133449,0.029194174,-0.014208256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7307185,1.8237287,1.4882342,-3.0,0.0,0.0,0.0,0.0,5.6433992,5.94668,11.44468,48.7,-0.0017611573,0.0
1914,15.0,-0.009378158,-0.10692721,0.0140494,0.11741405,-0.0017587654,-0.030147552,0.029164027,-0.014103948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7309644,1.8239878,1.4900581,-3.0,0.0,0.0,0.0,0.0,5.643385,5.946665,11.450627,48.7,-0.0017587654,0.0
1915,15.0,-0.009365421,-0.10678198,0.013942545,0.11742805,-0.0017563608,-0.030161552,0.029133866,-0.01399964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7312087,1.8242452,1.4918822,-3.0,0.0,0.0,0.0,0.0,5.6433706,5.9466496,11.456574,48.7,-0.0017563608,0.0
1916,15.0,-0.009352616,-0.10663599,0.013835836,0.11744194,-0.0017533917,-0.03017544,0.02910369,-0.013887881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7314599,1.8245099,1.4937066,-3.0,0.0,0.0,0.0,0.0,5.6433554,5.946634,11.462522,48.7,-0.0017533917,0.0
1917,15.0,-0.009336806,-0.10645573,0.01372929,0.11745572,-0.0017509614,-0.030189224,0.029073501,-0.013783573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7317014,1.8247644,1.4955312,-3.0,0.0,0.0,0.0,0.0,5.643342,5.9466195,11.468468,48.7,-0.0017509614,0.0
1918,15.0,-0.009323864,-0.10630817,0.013622908,0.1174694,-0.0017485186,-0.030202903,0.029043298,-0.013679265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7319417,1.8250176,1.497356,-3.0,0.0,0.0,0.0,0.0,5.6433277,5.9466047,11.474414,48.7,-0.0017485186,0.0
1919,15.0,-0.009310856,-0.10615986,0.013516674,0.11748297,-0.0017455115,-0.03021647,0.029013082,-0.013567506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7321886,1.8252777,1.4991812,-3.0,0.0,0.0,0.0,0.0,5.6433144,5.9465904,11.48036,48.7,-0.0017455115,0.0
1920,15.0,-0.009294843,-0.10597728,0.0134106055,0.11749643,-0.0017430428,-0.030229934,0.028982852,-0.013463198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732426,1.825528,1.5010066,-3.0,0.0,0.0,0.0,0.0,5.643299,5.946574,11.486306,48.7,-0.0017430428,0.0
1921,15.0,-0.009281699,-0.105827406,0.013304703,0.11750979,-0.001740562,-0.030243292,0.028952608,-0.01335889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7326621,1.8257767,1.5028323,-3.0,0.0,0.0,0.0,0.0,5.6432858,5.9465604,11.492252,48.7,-0.001740562,0.0
1922,15.0,-0.009268487,-0.10567677,0.013198951,0.117523044,-0.0017380684,-0.030256547,0.028922351,-0.013254582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7328966,1.8260238,1.5046582,-3.0,0.0,0.0,0.0,0.0,5.6432724,5.946546,11.4981985,48.7,-0.0017380684,0.0
1923,15.0,-0.009255209,-0.10552538,0.01309335,0.11753619,-0.0017350102,-0.03026969,0.028892081,-0.013142823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7331381,1.8262783,1.5064844,-3.0,0.0,0.0,0.0,0.0,5.643258,5.9465313,11.504145,48.7,-0.0017350102,0.0
1924,15.0,-0.009238925,-0.10533971,0.012987918,0.117549226,-0.0017324907,-0.030282728,0.028861798,-0.013038515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333698,1.8265225,1.5083108,-3.0,0.0,0.0,0.0,0.0,5.643244,5.946516,11.510091,48.7,-0.0017324907,0.0
1925,15.0,-0.009225509,-0.10518675,0.012882655,0.11756216,-0.0017299589,-0.030295663,0.028831502,-0.012934207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7336003,1.8267653,1.5101374,-3.0,0.0,0.0,0.0,0.0,5.6432314,5.946503,11.516037,48.7,-0.0017299589,0.0
1926,15.0,-0.009212026,-0.105033025,0.012777545,0.11757499,-0.0017274146,-0.030308492,0.028801193,-0.012829899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7338293,1.8270066,1.5119643,-3.0,0.0,0.0,0.0,0.0,5.643217,5.946488,11.521983,48.7,-0.0017274146,0.0
1927,15.0,-0.009198478,-0.10487855,0.012672589,0.117587715,-0.0017248576,-0.030321218,0.028770871,-0.012725591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7340571,1.8272467,1.5137914,-3.0,0.0,0.0,0.0,0.0,5.6432047,5.946475,11.527929,48.7,-0.0017248576,0.0
1928,15.0,-0.0091848625,-0.10472331,0.012567788,0.11760034,-0.0017222881,-0.03033384,0.028740538,-0.012621283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7342833,1.8274851,1.5156188,-3.0,0.0,0.0,0.0,0.0,5.6431913,5.9464607,11.533875,48.7,-0.0017222881,0.0
1929,15.0,-0.0091711795,-0.1045673,0.012463143,0.11761285,-0.0017197062,-0.030346356,0.028710192,-0.0125169745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7345084,1.8277222,1.5174464,-3.0,0.0,0.0,0.0,0.0,5.643178,5.946447,11.539822,48.7,-0.0017197062,0.0
1930,15.0,-0.009157431,-0.104410544,0.012358654,0.11762527,-0.0017171116,-0.030358769,0.028679833,-0.012412666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734732,1.8279579,1.5192742,-3.0,0.0,0.0,0.0,0.0,5.6431656,5.9464335,11.545768,48.7,-0.0017171116,0.0
1931,15.0,-0.009143614,-0.10425301,0.012254323,0.117637575,-0.0017145046,-0.030371077,0.028649462,-0.012308358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7349541,1.8281919,1.5211023,-3.0,0.0,0.0,0.0,0.0,5.643153,5.9464207,11.551714,48.7,-0.0017145046,0.0
1932,15.0,-0.009129732,-0.10409472,0.012150149,0.11764978,-0.0017118847,-0.030383281,0.028619079,-0.01220405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7351751,1.8284248,1.5229306,-3.0,0.0,0.0,0.0,0.0,5.64314,5.9464064,11.55766,48.7,-0.0017118847,0.0
1933,15.0,-0.009115782,-0.10393567,0.012046134,0.11766188,-0.0017092519,-0.030395381,0.028588684,-0.012099742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7353946,1.8286561,1.5247592,-3.0,0.0,0.0,0.0,0.0,5.6431265,5.9463925,11.563606,48.7,-0.0017092519,0.0
1934,15.0,-0.0091017615,-0.103775814,0.011942279,0.117673874,-0.0017066069,-0.030407377,0.028558277,-0.011995434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7356126,1.8288858,1.526588,-3.0,0.0,0.0,0.0,0.0,5.643114,5.9463797,11.569552,48.7,-0.0017066069,0.0
1935,15.0,-0.009087677,-0.103615224,0.011838583,0.117685765,-0.0017039494,-0.030419268,0.028527858,-0.011891126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7358295,1.8291143,1.528417,-3.0,0.0,0.0,0.0,0.0,5.6431007,5.9463654,11.575499,48.7,-0.0017039494,0.0
1936,15.0,-0.009073527,-0.10345389,0.011735049,0.11769755,-0.0017012795,-0.030431055,0.028497426,-0.011786818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7360448,1.8293412,1.5302463,-3.0,0.0,0.0,0.0,0.0,5.6430883,5.9463525,11.581445,48.7,-0.0017012795,0.0
1937,15.0,-0.009059309,-0.10329178,0.011631676,0.117709234,-0.0016985966,-0.030442737,0.028466983,-0.011682509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7362589,1.8295667,1.5320758,-3.0,0.0,0.0,0.0,0.0,5.643076,5.946339,11.587391,48.7,-0.0016985966,0.0
1938,15.0,-0.009045023,-0.103128895,0.011528466,0.11772081,-0.0016959014,-0.030454315,0.028436529,-0.011578201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7364715,1.8297908,1.5339054,-3.0,0.0,0.0,0.0,0.0,5.6430635,5.9463263,11.593337,48.7,-0.0016959014,0.0
1939,15.0,-0.00903067,-0.10296525,0.011425419,0.11773229,-0.0016931926,-0.03046579,0.028406063,-0.011473893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7366829,1.8300136,1.5357352,-3.0,0.0,0.0,0.0,0.0,5.643051,5.946313,11.599283,48.7,-0.0016931926,0.0
1940,15.0,-0.009016247,-0.102800794,0.011322536,0.11774366,-0.001691024,-0.030477166,0.028375586,-0.011377036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7368847,1.8302263,1.5375654,-3.0,0.0,0.0,0.0,0.0,5.6430407,5.946302,11.605229,48.7,-0.001691024,0.0
1941,15.0,-0.009004698,-0.10266913,0.0112198,0.117754936,-0.0016882916,-0.030488439,0.028345099,-0.0112727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7370933,1.8304461,1.5393957,-3.0,0.0,0.0,0.0,0.0,5.6430283,5.946289,11.611176,48.7,-0.0016882916,0.0
1942,15.0,-0.008990148,-0.102503225,0.011117214,0.117766105,-0.0016855462,-0.030499607,0.0283146,-0.011168419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7373006,1.8306645,1.5412263,-3.0,0.0,0.0,0.0,0.0,5.643015,5.9462748,11.617122,48.7,-0.0016855462,0.0
1943,15.0,-0.008975529,-0.10233655,0.011014794,0.11777717,-0.0016827884,-0.030510671,0.02828409,-0.011064111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7375066,1.8308816,1.5430571,-3.0,0.0,0.0,0.0,0.0,5.6430035,5.946263,11.623068,48.7,-0.0016827884,0.0
1944,15.0,-0.008960843,-0.102169104,0.010912541,0.117788136,-0.00168057,-0.030521639,0.028253568,-0.010967254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7377031,1.8310885,1.544888,-3.0,0.0,0.0,0.0,0.0,5.642992,5.946251,11.629014,48.7,-0.00168057,0.0
1945,15.0,-0.00894903,-0.10203441,0.0108104395,0.117799,-0.0016777874,-0.030532502,0.028223036,-0.010862946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7379062,1.8313026,1.5467192,-3.0,0.0,0.0,0.0,0.0,5.6429806,5.9462385,11.63496,48.7,-0.0016777874,0.0
1946,15.0,-0.008934213,-0.10186547,0.010708489,0.11780976,-0.0016749923,-0.03054326,0.028192492,-0.010758637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7381082,1.8315154,1.5485506,-3.0,0.0,0.0,0.0,0.0,5.642969,5.9462266,11.640906,48.7,-0.0016749923,0.0
1947,15.0,-0.008919329,-0.101695776,0.010606709,0.11782041,-0.0016721846,-0.030553915,0.028161937,-0.010654329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7383088,1.8317269,1.5503823,-3.0,0.0,0.0,0.0,0.0,5.642956,5.946213,11.6468525,48.7,-0.0016721846,0.0
1948,15.0,-0.008904378,-0.1015253,0.010505099,0.11783097,-0.0016699161,-0.030564472,0.028131373,-0.010557472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7384999,1.8319283,1.552214,-3.0,0.0,0.0,0.0,0.0,5.6429453,5.946202,11.652799,48.7,-0.0016699161,0.0
1949,15.0,-0.008892299,-0.101387575,0.010403642,0.11784142,-0.0016670835,-0.030574925,0.028100798,-0.010453164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7386979,1.8321369,1.554046,-3.0,0.0,0.0,0.0,0.0,5.642935,5.9461904,11.658745,48.7,-0.0016670835,0.0
