ms,pos_z,vel_z,accel_z
1661,2146.4111,-162.52309,-6.465025
1662,2144.7852,-162.58615,-6.3059
1663,2143.1587,-162.64761,-6.1467752
1664,2141.5317,-162.70749,-5.98765
1665,2139.904,-162.76578,-5.828525
1666,2138.276,-162.82246,-5.6694
1667,2136.6472,-162.87756,-5.5102754
1668,2135.0178,-162.93108,-5.35115
1669,2133.388,-162.983,-5.192025
1670,2131.7576,-163.03333,-5.0329003
1671,2130.1267,-163.08206,-4.873775
1672,2128.4954,-163.12921,-4.71465
1673,2126.8635,-163.17477,-4.5555253
1674,2125.2314,-163.21873,-4.3964
1675,2123.5989,-163.26111,-4.237275
1676,2121.9658,-163.3019,-4.0781503
1677,2120.3325,-163.34108,-3.919025
1678,2118.6987,-163.37868,-3.7599
1679,2117.0647,-163.41469,-3.6007752
1680,2115.4302,-163.44911,-3.4416504
1681,2113.7954,-163.48193,-3.282525
1682,2112.1604,-163.51317,-3.1234002
1683,2110.525,-163.54282,-2.9642754
1684,2108.8892,-163.57086,-2.80515
1685,2107.2532,-163.59732,-2.6460252
1686,2105.617,-163.6222,-2.4869003
1687,2103.9805,-163.64548,-2.327775
1688,2102.3438,-163.66716,-2.1686502
1689,2100.7068,-163.68826,-2.1109629
1690,2099.0696,-163.7088,-2.053275
1691,2097.4324,-163.72876,-1.9955878
1692,2095.795,-163.74814,-1.9379001
1693,2094.1572,-163.76694,-1.8802128
1694,2092.5193,-163.78516,-1.822525
1695,2090.8813,-163.80281,-1.7648373
1696,2089.2432,-163.81989,-1.7071505
1697,2087.6047,-163.83638,-1.6494627
1698,2085.9663,-163.8523,-1.591775
1699,2084.3276,-163.86763,-1.5340872
1700,2082.6887,-163.8824,-1.4764004
1701,2081.0498,-163.89659,-1.4187126
1702,2079.4106,-163.9102,-1.3610249
1703,2077.7715,-163.92323,-1.303338
1704,2076.132,-163.93568,-1.2456503
1705,2074.4927,-163.94757,-1.1879625
1706,2072.853,-163.95888,-1.1302748
1707,2071.2134,-163.9696,-1.072588
1708,2069.5735,-163.97975,-1.0149002
1709,2067.9336,-163.98932,-0.95721245
1710,2066.2937,-163.99832,-0.8995247
1711,2064.6536,-164.00674,-0.8418379
1712,2063.0134,-164.01459,-0.7841501
1713,2061.3733,-164.02185,-0.72646236
1714,2059.733,-164.02853,-0.66877556
1715,2058.0925,-164.03464,-0.6110878
1716,2056.4521,-164.04018,-0.55340004
1717,2054.8118,-164.04514,-0.49571228
1718,2053.1714,-164.04951,-0.43802547
1719,2051.5308,-164.05331,-0.38033772
1720,2049.8901,-164.05653,-0.32264996
1721,2048.2495,-164.05919,-0.2649622
1722,2046.6089,-164.06126,-0.20727539
1723,2044.9683,-164.06276,-0.14958763
1724,2043.3276,-164.06367,-0.09189987
1725,2041.687,-164.06401,-0.034212112
1726,2040.0464,-164.06378,0.023474693
1727,2038.4058,-164.06297,0.08116245
1728,2036.7651,-164.06158,0.13885021
1729,2035.1245,-164.05962,0.19653702
1730,2033.4839,-164.05707,0.25422478
1731,2031.8434,-164.05396,0.31191254
1732,2030.2029,-164.05026,0.3696003
1733,2028.5624,-164.04599,0.4272871
1734,2026.922,-164.04114,0.48497486
1735,2025.2816,-164.0357,0.5426626
1736,2023.6414,-164.02971,0.6003494
1737,2022.0011,-164.02313,0.6580372
1738,2020.361,-164.01598,0.71572495
1739,2018.7208,-164.00824,0.7734127
1740,2017.0808,-163.99992,0.83110046
1741,2015.4409,-163.99104,0.88878727
1742,2013.8011,-163.98158,0.946475
1743,2012.1614,-163.97154,1.0041628
1744,2010.5217,-163.96092,1.0618496
1745,2008.8822,-163.94972,1.1195374
1746,2007.2428,-163.93794,1.1772251
1747,2005.6035,-163.9256,1.2349129
1748,2003.9644,-163.91267,1.2925997
1749,2002.3253,-163.89917,1.3502874
1750,2000.6865,-163.88509,1.4079752
1751,1999.0479,-163.87042,1.465662
1752,1997.4093,-163.8552,1.5233498
1753,1995.7709,-163.83939,1.5810375
1754,1994.1327,-163.823,1.6387253
1755,1992.4946,-163.80603,1.696413
1756,1990.8567,-163.78848,1.7540998
1757,1989.219,-163.77037,1.8117876
1758,1987.5814,-163.75168,1.8694744
1759,1985.9441,-163.7324,1.9271622
1760,1984.307,-163.71255,1.9848499
1761,1982.67,-163.69212,2.0425377
1762,1981.0333,-163.67113,2.1002254
1763,1979.3969,-163.64955,2.1579132
1764,1977.7606,-163.6274,2.2156
1765,1976.1246,-163.60466,2.2732868
1766,1974.4888,-163.58134,2.3309746
1767,1972.8531,-163.55746,2.3886623
1768,1971.2178,-163.533,2.44635
1769,1969.5826,-163.50792,2.5090475
1770,1967.9479,-163.48221,2.571744
1771,1966.3134,-163.45586,2.6344414
1772,1964.6791,-163.42888,2.6971378
1773,1963.045,-163.40128,2.7598352
1774,1961.4113,-163.37305,2.8225317
1775,1959.7778,-163.3442,2.885229
1776,1958.1447,-163.31471,2.9479256
1777,1956.5118,-163.2846,3.010623
1778,1954.8793,-163.25388,3.0733204
1779,1953.2471,-163.22252,3.1360168
1780,1951.6151,-163.19054,3.1987143
1781,1949.9835,-163.15793,3.2614107
1782,1948.3523,-163.1247,3.3241081
1783,1946.7214,-163.09082,3.3868046
1784,1945.0908,-163.05632,3.449502
1785,1943.4606,-163.0212,3.5121984
1786,1941.8307,-162.98544,3.5748959
1787,1940.2012,-162.94907,3.6375923
1788,1938.572,-162.91206,3.7002897
1789,1936.9432,-162.87444,3.7629871
1790,1935.3148,-162.83618,3.8256836
1791,1933.6869,-162.7973,3.888381
1792,1932.0593,-162.7578,3.9510775
1793,1930.4321,-162.71767,4.013775
1794,1928.8054,-162.6769,4.0764713
1795,1927.1791,-162.6355,4.1391687
1796,1925.5531,-162.59348,4.201865
1797,1923.9276,-162.55083,4.2645626
1798,1922.3025,-162.50755,4.327259
1799,1920.6779,-162.46365,4.3899565
1800,1919.0537,-162.41913,4.452654
1801,1917.4299,-162.37398,4.5153503
1802,1915.8066,-162.3282,4.578047
1803,1914.1838,-162.2818,4.640744
1804,1912.5615,-162.23477,4.7034416
1805,1910.9397,-162.1871,4.766138
1806,1909.3184,-162.13881,4.8288355
1807,1907.6975,-162.08989,4.891532
1808,1906.0771,-162.04034,4.9542294
1809,1904.4573,-161.99017,5.016926
1810,1902.8379,-161.93938,5.079623
1811,1901.219,-161.88795,5.1423206
1812,1899.6006,-161.8359,5.205017
1813,1897.9828,-161.78323,5.2677135
1814,1896.3655,-161.72993,5.330411
1815,1894.7488,-161.67601,5.3931084
1816,1893.1326,-161.62144,5.455805
1817,1891.5168,-161.56625,5.518502
1818,1889.9017,-161.51044,5.5811987
1819,1888.2872,-161.454,5.643896
1820,1886.6732,-161.39693,5.7065926
1821,1885.0598,-161.33923,5.76929
1822,1883.447,-161.28091,5.8319874
1823,1881.8348,-161.22197,5.894684
1824,1880.2233,-161.1624,5.9573803
1825,1878.6123,-161.1022,6.0200777
1826,1877.0018,-161.04138,6.082775
1827,1875.3921,-160.97993,6.1454716
1828,1873.783,-160.91785,6.208168
1829,1872.1744,-160.85513,6.2708664
1830,1870.5665,-160.7918,6.333563
1831,1868.9592,-160.72783,6.3962593
1832,1867.3525,-160.66324,6.458956
1833,1865.7466,-160.59802,6.521654
1834,1864.1412,-160.53218,6.5843506
1835,1862.5366,-160.46568,6.6490803
1836,1860.9326,-160.39854,6.713808
1837,1859.3293,-160.33076,6.7785378
1838,1857.7267,-160.26233,6.8432655
1839,1856.1248,-160.19325,6.907995
1840,1854.5236,-160.12352,6.972723
1841,1852.923,-160.05315,7.0374527
1842,1851.3231,-159.98213,7.1021805
1843,1849.724,-159.91046,7.16691
1844,1848.1256,-159.83815,7.231638
1845,1846.528,-159.76518,7.2963676
1846,1844.931,-159.69157,7.3610954
1847,1843.3348,-159.61731,7.425825
1848,1841.7394,-159.5424,7.490553
1849,1840.1447,-159.46686,7.5552826
1850,1838.5508,-159.39066,7.6200104
1851,1836.9576,-159.31381,7.68474
1852,1835.3652,-159.23631,7.749468
1853,1833.7737,-159.15817,7.8141975
1854,1832.1829,-159.07938,7.878927
1855,1830.5929,-158.99994,7.943655
1856,1829.0037,-158.91986,8.008385
1857,1827.4153,-158.83913,8.0731125
1858,1825.8278,-158.75775,8.137842
1859,1824.241,-158.67572,8.20257
1860,1822.655,-158.59305,8.2673
1861,1821.07,-158.50974,8.332027
1862,1819.4857,-158.42577,8.396757
1863,1817.9023,-158.34116,8.461485
1864,1816.3198,-158.25589,8.526215
1865,1814.7382,-158.16998,8.590942
1866,1813.1573,-158.08342,8.655672
1867,1811.5774,-157.99622,8.7204
1868,1809.9983,-157.90837,8.78513
1869,1808.42,-157.81987,8.849859
1870,1806.8428,-157.73073,8.914587
1871,1805.2664,-157.64093,8.979315
1872,1803.6908,-157.55049,9.0440445
1873,1802.1162,-157.4594,9.108774
1874,1800.5425,-157.36766,9.173502
1875,1798.9697,-157.27528,9.238232
1876,1797.398,-157.18225,9.302959
1877,1795.827,-157.08858,9.367689
1878,1794.2571,-156.99425,9.432417
1879,1792.6881,-156.89928,9.497147
1880,1791.1201,-156.80367,9.561874
1881,1789.5531,-156.7074,9.626604
1882,1787.9869,-156.61049,9.691332
1883,1786.4218,-156.51292,9.756062
1884,1784.8577,-156.41472,9.820789
1885,1783.2946,-156.31586,9.885519
1886,1781.7324,-156.21635,9.950247
1887,1780.1713,-156.11621,10.0149765
1888,1778.6111,-156.01541,10.079706
1889,1777.052,-155.91397,10.144434
1890,1775.4939,-155.81187,10.209162
1891,1773.9368,-155.70914,10.273891
1892,1772.3807,-155.60574,10.338621
1893,1770.8257,-155.50171,10.403349
1894,1769.2717,-155.3968,10.491142
1895,1767.7189,-155.29102,10.578936
1896,1766.167,-155.18434,10.666729
1897,1764.6162,-155.0768,10.754522
1898,1763.0665,-154.96837,10.842314
1899,1761.518,-154.85907,10.930107
1900,1759.9705,-154.74889,11.0179
1901,1758.4241,-154.63783,11.105694
1902,1756.8788,-154.5259,11.193487
1903,1755.3346,-154.41309,11.2812805
1904,1753.7916,-154.2994,11.369074
1905,1752.2498,-154.18483,11.456867
1906,1750.7091,-154.06938,11.544661
1907,1749.1696,-153.95306,11.632454
1908,1747.6312,-153.83586,11.720247
1909,1746.094,-153.71777,11.808039
1910,1744.558,-153.59882,11.895832
1911,1743.0232,-153.47897,11.983625
1912,1741.4896,-153.35826,12.071419
1913,1739.9573,-153.23666,12.159212
1914,1738.4261,-153.1142,12.247005
1915,1736.8962,-152.99084,12.334799
1916,1735.3676,-152.86662,12.422592
1917,1733.8401,-152.74152,12.5103855
1918,1732.314,-152.61554,12.598177
1919,1730.7891,-152.48868,12.68597
1920,1729.2655,-152.36095,12.773764
1921,1727.7432,-152.23233,12.861557
1922,1726.2222,-152.10284,12.94935
1923,1724.7024,-151.97267,13.017027
1924,1723.184,-151.84183,13.084702
1925,1721.6669,-151.7103,13.152378
1926,1720.1511,-151.5781,13.220053
1927,1718.6367,-151.44522,13.287729
1928,1717.1237,-151.31166,13.355404
1929,1715.6119,-151.17743,13.42308
1930,1714.1016,-151.04253,13.490755
1931,1712.5925,-150.90694,13.558432
1932,1711.0848,-150.77068,13.626106
1933,1709.5785,-150.63374,13.693783
1934,1708.0735,-150.49612,13.761457
1935,1706.57,-150.35783,13.829134
1936,1705.0677,-150.21887,13.896811
1937,1703.567,-150.07922,13.964485
1938,1702.0676,-149.9389,14.032162
1939,1700.5697,-149.79791,14.099836
1940,1699.0731,-149.65623,14.167513
1941,1697.578,-149.51389,14.235188
1942,1696.0844,-149.37085,14.302864
1943,1694.592,-149.22714,14.370539
1944,1693.1012,-149.08276,14.438215
1945,1691.6118,-148.9377,14.50589
1946,1690.1239,-148.79196,14.573566
1947,1688.6375,-148.64555,14.641241
1948,1687.1525,-148.49846,14.708918
1949,1685.669,-148.3507,14.776594
1950,1684.1869,-148.20226,14.844269
1951,1682.7063,-148.05313,14.911945
1952,1681.2273,-147.90334,14.97962
1953,1679.7498,-147.75287,15.047297
1954,1678.2737,-147.60172,15.114971
1955,1676.7992,-147.44989,15.182648
1956,1675.3262,-147.2974,15.250322
1957,1673.8547,-147.14421,15.317999
1958,1672.3849,-146.99036,15.3856735
1959,1670.9165,-146.83582,15.45335
1960,1669.4497,-146.68166,15.415661
1961,1667.9844,-146.52788,15.377972
1962,1666.5206,-146.37448,15.340281
1963,1665.0585,-146.22145,15.302591
1964,1663.5978,-146.0688,15.264902
1965,1662.1387,-145.91653,15.227213
1966,1660.681,-145.76463,15.189522
1967,1659.2249,-145.61311,15.151833
1968,1657.7703,-145.46198,15.114143
1969,1656.3171,-145.3112,15.076454
1970,1654.8655,-145.16081,15.038763
1971,1653.4154,-145.0108,15.001074
1972,1651.9668,-144.86118,14.963385
1973,1650.5197,-144.71191,14.925695
1974,1649.074,-144.56303,14.888004
1975,1647.6299,-144.41454,14.850315
1976,1646.1873,-144.2664,14.812626
1977,1644.7461,-144.11865,14.774937
1978,1643.3064,-143.97128,14.737246
1979,1641.8682,-143.82428,14.699556
1980,1640.4314,-143.67766,14.661867
1981,1638.9961,-143.53142,14.624178
1982,1637.5623,-143.38556,14.586487
1983,1636.1299,-143.24007,14.548798
1984,1634.699,-143.09496,14.511108
1985,1633.2695,-142.95023,14.473419
1986,1631.8414,-142.80586,14.435728
1987,1630.4148,-142.66188,14.398039
1988,1628.9896,-142.51828,14.36035
1989,1627.5659,-142.37506,14.32266
1990,1626.1436,-142.23221,14.284971
1991,1624.7227,-142.08974,14.24728
1992,1623.3032,-141.94765,14.209591
1993,1621.8851,-141.80592,14.171902
1994,1620.4685,-141.66458,14.134211
1995,1619.0532,-141.52362,14.096521
1996,1617.6394,-141.38303,14.058832
1997,1616.2269,-141.24281,14.021143
1998,1614.8159,-141.10298,13.983454
1999,1613.4062,-140.96353,13.945763
2000,1611.998,-140.82445,13.908073
2001,1610.5912,-140.68575,13.870384
2002,1609.1857,-140.54742,13.832695
2003,1607.7816,-140.40947,13.795004
2004,1606.3789,-140.2719,13.757315
2005,1604.9775,-140.1347,13.719625
2006,1603.5775,-139.99788,13.681936
2007,1602.179,-139.86143,13.644245
2008,1600.7817,-139.72537,13.606556
2009,1599.3859,-139.58969,13.568867
2010,1597.9913,-139.45438,13.5311775
2011,1596.5981,-139.31944,13.493486
2012,1595.2063,-139.18489,13.455797
2013,1593.8158,-139.0507,13.418108
2014,1592.4266,-138.9169,13.380419
2015,1591.0388,-138.78348,13.34273
2016,1589.6523,-138.65042,13.305038
2017,1588.2672,-138.51775,13.267349
2018,1586.8833,-138.38559,13.215511
2019,1585.5007,-138.25395,13.163675
2020,1584.1195,-138.12283,13.111837
2021,1582.7396,-137.99223,13.059999
2022,1581.361,-137.86215,13.008163
2023,1579.9836,-137.73259,12.956326
2024,1578.6077,-137.60355,12.9044895
2025,1577.2329,-137.47502,12.852652
2026,1575.8595,-137.34702,12.800814
2027,1574.4873,-137.21953,12.748978
2028,1573.1163,-137.09256,12.69714
2029,1571.7467,-136.96611,12.645302
2030,1570.3783,-136.84018,12.593466
2031,1569.0111,-136.71477,12.541628
2032,1567.6453,-136.58987,12.489792
2033,1566.2806,-136.4655,12.437954
2034,1564.9172,-136.34164,12.386116
2035,1563.555,-136.2183,12.33428
2036,1562.1941,-136.09549,12.282442
2037,1560.8344,-135.97319,12.230604
2038,1559.4758,-135.85141,12.178768
2039,1558.1185,-135.73013,12.12693
2040,1556.7625,-135.60938,12.075094
2041,1555.4076,-135.48914,12.023256
2042,1554.054,-135.36942,11.971418
2043,1552.7014,-135.25021,11.919582
2044,1551.3501,-135.13153,11.867744
2045,1550.0,-135.01337,11.815907
2046,1548.651,-134.89572,11.7640705
2047,1547.3032,-134.7786,11.712233
2048,1545.9565,-134.66199,11.660397
2049,1544.6111,-134.5459,11.608559
2050,1543.2667,-134.43033,11.556721
2051,1541.9236,-134.31528,11.504885
2052,1540.5815,-134.20074,11.453047
2053,1539.2407,-134.08673,11.401209
2054,1537.901,-133.97324,11.349373
2055,1536.5624,-133.86026,11.297535
2056,1535.2249,-133.7478,11.245699
2057,1533.8885,-133.63586,11.193861
2058,1532.5533,-133.52444,11.142023
2059,1531.2192,-133.41354,11.090187
2060,1529.8862,-133.30316,11.038349
2061,1528.5543,-133.19302,11.014349
2062,1527.2235,-133.08311,10.990349
2063,1525.8938,-132.97345,10.966349
2064,1524.5652,-132.86403,10.9423485
2065,1523.2377,-132.75485,10.918348
2066,1521.9113,-132.6459,10.89435
2067,1520.5859,-132.5372,10.87035
2068,1519.2616,-132.42874,10.84635
2069,1517.9384,-132.32051,10.82235
2070,1516.6162,-132.21252,10.798349
2071,1515.2952,-132.10478,10.774349
2072,1513.9752,-131.99728,10.750349
2073,1512.6564,-131.89001,10.726349
2074,1511.3385,-131.78299,10.702349
2075,1510.0217,-131.67621,10.678349
2076,1508.706,-131.56967,10.65435
2077,1507.3915,-131.46336,10.63035
2078,1506.0779,-131.3573,10.60635
2079,1504.7654,-131.25148,10.58235
2080,1503.454,-131.14589,10.55835
2081,1502.1436,-131.04054,10.534349
2082,1500.8342,-130.93544,10.510349
2083,1499.5259,-130.83058,10.486349
2084,1498.2186,-130.72595,10.462349
2085,1496.9124,-130.62157,10.438349
2086,1495.6072,-130.51743,10.4143505
2087,1494.3031,-130.41353,10.39035
2088,1493.0,-130.30986,10.36635
2089,1491.6979,-130.20644,10.34235
2090,1490.3969,-130.10326,10.31835
2091,1489.0968,-130.0003,10.29435
2092,1487.7979,-129.8976,10.2703495
2093,1486.4999,-129.79514,10.246349
2094,1485.203,-129.69292,10.222349
2095,1483.9071,-129.59093,10.198349
2096,1482.6122,-129.48918,10.174349
2097,1481.3184,-129.38768,10.150351
2098,1480.0255,-129.28642,10.12635
2099,1478.7336,-129.1854,10.10235
2100,1477.4427,-129.08461,10.07835
2101,1476.153,-128.98407,10.05435
2102,1474.8641,-128.88377,10.03035
2103,1473.5763,-128.7837,10.00635
2104,1472.2894,-128.68388,9.982349
2105,1471.0035,-128.5843,9.958349
2106,1469.7188,-128.48495,9.934349
2107,1468.4349,-128.38585,9.910349
2108,1467.1521,-128.28699,9.886351
2109,1465.8702,-128.18837,9.86235
2110,1464.5894,-128.08998,9.83835
2111,1463.3094,-127.99184,9.81435
2112,1462.0305,-127.893936,9.79035
2113,1460.7526,-127.79627,9.76635
2114,1459.4756,-127.69885,9.74235
2115,1458.1996,-127.60167,9.718349
2116,1456.9246,-127.50472,9.694349
2117,1455.6505,-127.40802,9.670349
2118,1454.3774,-127.311554,9.646351
2119,1453.1053,-127.21533,9.622351
2120,1451.8341,-127.11935,9.598351
2121,1450.5638,-127.023605,9.57435
2122,1449.2946,-126.9281,9.55035
2123,1448.0262,-126.83284,9.52635
2124,1446.7589,-126.737816,9.50235
2125,1445.4924,-126.643036,9.47835
2126,1444.2269,-126.54849,9.4543495
2127,1442.9624,-126.454185,9.430349
2128,1441.6989,-126.36012,9.406351
2129,1440.4362,-126.2663,9.382351
2130,1439.1744,-126.172714,9.358351
2131,1437.9137,-126.07937,9.334351
2132,1436.6538,-125.98627,9.31035
2133,1435.3949,-125.8934,9.28635
2134,1434.1368,-125.800705,9.269583
2135,1432.8798,-125.708176,9.252813
2136,1431.6237,-125.615814,9.236046
2137,1430.3684,-125.52362,9.219276
2138,1429.1141,-125.431595,9.202509
2139,1427.8607,-125.33974,9.1857395
2140,1426.6083,-125.24805,9.168972
2141,1425.3567,-125.156525,9.152203
2142,1424.1061,-125.06517,9.135435
2143,1422.8563,-124.97398,9.118666
2144,1421.6075,-124.882965,9.101898
2145,1420.3596,-124.792114,9.085129
2146,1419.1125,-124.70143,9.068361
2147,1417.8665,-124.610916,9.051592
2148,1416.6212,-124.52057,9.034824
2149,1415.377,-124.43039,9.018055
2150,1414.1335,-124.34038,9.001287
2151,1412.891,-124.250534,8.984518
2152,1411.6494,-124.16086,8.967751
2153,1410.4087,-124.07135,8.950981
2154,1409.1688,-123.98201,8.934214
2155,1407.9299,-123.89284,8.917444
2156,1406.6919,-123.80383,8.900677
2157,1405.4547,-123.715,8.883907
2158,1404.2185,-123.62633,8.86714
2159,1402.9832,-123.53783,8.85037
2160,1401.7487,-123.44949,8.833603
2161,1400.515,-123.36133,8.8168335
2162,1399.2822,-123.27333,8.800066
2163,1398.0504,-123.1855,8.783297
2164,1396.8195,-123.09784,8.766529
2165,1395.5894,-123.010345,8.749762
2166,1394.3601,-122.92301,8.732992
2167,1393.1317,-122.835846,8.716225
2168,1391.9042,-122.74885,8.699455
2169,1390.6776,-122.66202,8.682688
2170,1389.4519,-122.575356,8.665918
2171,1388.227,-122.48886,8.649151
2172,1387.003,-122.402534,8.632381
2173,1385.7799,-122.316376,8.615614
2174,1384.5576,-122.230385,8.598845
2175,1383.3362,-122.14456,8.582077
2176,1382.1156,-122.05891,8.565308
2177,1380.8959,-121.97342,8.54854
2178,1379.677,-121.8881,8.531771
2179,1378.459,-121.80295,8.515003
2180,1377.2418,-121.717964,8.498234
2181,1376.0255,-121.63315,8.481466
2182,1374.81,-121.5485,8.464697
2183,1373.5955,-121.46402,8.447929
2184,1372.3817,-121.37971,8.43116
2185,1371.1687,-121.29556,8.414392
2186,1369.9565,-121.211586,8.397623
2187,1368.7452,-121.12778,8.380856
2188,1367.5348,-121.044136,8.364086
2189,1366.3252,-120.96066,8.347319
2190,1365.1165,-120.87736,8.330549
2191,1363.9086,-120.79422,8.313782
2192,1362.7014,-120.71125,8.297012
2193,1361.4951,-120.62845,8.280245
2194,1360.2897,-120.545815,8.263475
2195,1359.0851,-120.46335,8.246708
2196,1357.8812,-120.38105,8.22994
2197,1356.6782,-120.29892,8.213171
2198,1355.4761,-120.21696,8.196402
2199,1354.2748,-120.13516,8.179634
2200,1353.0742,-120.053535,8.162867
2201,1351.8745,-119.97208,8.146097
2202,1350.6757,-119.890785,8.12933
2203,1349.4775,-119.80966,8.11256
2204,1348.2803,-119.72871,8.095793
2205,1347.0837,-119.64792,8.079023
2206,1345.8881,-119.5673,8.062256
2207,1344.6932,-119.48685,8.045486
2208,1343.4991,-119.40656,8.028719
2209,1342.3059,-119.32645,8.01195
2210,1341.1134,-119.2465,7.995182
2211,1339.9218,-119.16672,7.9784126
2212,1338.7308,-119.087105,7.961645
2213,1337.5408,-119.00765,7.9448757
2214,1336.3514,-118.92837,7.928108
2215,1335.163,-118.84925,7.911339
2216,1333.9752,-118.7703,7.8945713
2217,1332.7883,-118.69152,7.877802
2218,1331.6022,-118.61291,7.8610344
2219,1330.4169,-118.53446,7.844265
2220,1329.2323,-118.456184,7.8274975
2221,1328.0485,-118.378075,7.810728
2222,1326.8655,-118.30013,7.7939606
2223,1325.6832,-118.22236,7.777191
2224,1324.5018,-118.14475,7.7604237
2225,1323.3212,-118.067314,7.7436543
2226,1322.1412,-117.99004,7.7268867
2227,1320.9622,-117.91294,7.7101192
2228,1319.7838,-117.836006,7.69335
2229,1318.6062,-117.75915,7.6857147
2230,1317.4293,-117.682365,7.6780796
2231,1316.2533,-117.60566,7.6704464
2232,1315.078,-117.52903,7.6628113
2233,1313.9034,-117.45248,7.655176
2234,1312.7297,-117.376,7.647541
2235,1311.5568,-117.2996,7.639906
2236,1310.3845,-117.223274,7.6322727
2237,1309.213,-117.147026,7.6246376
2238,1308.0424,-117.070854,7.6170025
2239,1306.8724,-116.99476,7.6093674
2240,1305.7032,-116.91874,7.6017323
2241,1304.5348,-116.8428,7.594099
2242,1303.3671,-116.76693,7.586464
2243,1302.2002,-116.69114,7.578829
2244,1301.034,-116.615425,7.5711937
2245,1299.8687,-116.53979,7.5635586
2246,1298.704,-116.464226,7.5559254
2247,1297.54,-116.38874,7.5482903
2248,1296.377,-116.31333,7.540655
2249,1295.2146,-116.238,7.53302
2250,1294.053,-116.16274,7.525385
2251,1292.8921,-116.08756,7.5177517
2252,1291.7319,-116.01246,7.5101166
2253,1290.5725,-115.93743,7.5024815
2254,1289.414,-115.86248,7.4948463
2255,1288.2561,-115.787605,7.487211
2256,1287.099,-115.71281,7.479578
2257,1285.9426,-115.638084,7.471943
2258,1284.787,-115.56344,7.464308
2259,1283.6321,-115.48887,7.4566727
2260,1282.4779,-115.414375,7.4490395
2261,1281.3245,-115.33996,7.4414043
2262,1280.1718,-115.26562,7.433769
2263,1279.0199,-115.19135,7.426134
2264,1277.8688,-115.117165,7.418499
2265,1276.7184,-115.04305,7.410866
2266,1275.5687,-114.96902,7.4032307
2267,1274.4198,-114.89506,7.3955956
2268,1273.2716,-114.821175,7.3879604
2269,1272.1241,-114.74737,7.3803253
2270,1270.9774,-114.67364,7.372692
2271,1269.8314,-114.59998,7.365057
2272,1268.6862,-114.526405,7.357422
2273,1267.5416,-114.4529,7.3497868
2274,1266.3978,-114.37948,7.3421516
2275,1265.2548,-114.30614,7.3345184
2276,1264.1124,-114.23287,7.3268833
2277,1262.9708,-114.15968,7.319248
2278,1261.83,-114.08657,7.311613
2279,1260.6898,-114.013535,7.303978
2280,1259.5504,-113.940575,7.2963448
2281,1258.4117,-113.86769,7.2887096
2282,1257.2738,-113.79488,7.2810745
2283,1256.1366,-113.72215,7.2734394
2284,1255.0001,-113.6495,7.2658043
2285,1253.8644,-113.57692,7.258171
2286,1252.7294,-113.50442,7.250536
2287,1251.5951,-113.43199,7.242901
2288,1250.4615,-113.35964,7.2352657
2289,1249.3286,-113.28737,7.2276306
2290,1248.1964,-113.21517,7.2199974
2291,1247.065,-113.14305,7.2123623
2292,1245.9342,-113.07101,7.204727
2293,1244.8042,-112.99904,7.197092
2294,1243.6749,-112.92715,7.189457
2295,1242.5464,-112.85533,7.1818237
2296,1241.4186,-112.78359,7.1741886
2297,1240.2915,-112.71193,7.1665535
2298,1239.1652,-112.64034,7.1589184
2299,1238.0394,-112.56883,7.1512833
2300,1236.9144,-112.4974,7.14365
2301,1235.7902,-112.42604,7.136015
2302,1234.6666,-112.35476,7.12838
2303,1233.5438,-112.283554,7.1207447
2304,1232.4218,-112.212425,7.1131096
2305,1231.3003,-112.14137,7.1054764
2306,1230.1796,-112.0704,7.0978413
2307,1229.0596,-111.9995,7.090206
2308,1227.9403,-111.92867,7.082571
2309,1226.8218,-111.857925,7.074938
2310,1225.7039,-111.787254,7.0673027
2311,1224.5867,-111.71666,7.0596676
2312,1223.4702,-111.64614,7.0520325
2313,1222.3545,-111.5757,7.0443974
2314,1221.2394,-111.50533,7.036764
2315,1220.125,-111.43504,7.029129
2316,1219.0114,-111.36483,7.021494
2317,1217.8984,-111.29469,7.013859
2318,1216.7861,-111.22463,7.0062237
2319,1215.6746,-111.15465,6.9985905
2320,1214.5637,-111.08474,6.9909554
2321,1213.4536,-111.01491,6.98332
2322,1212.3441,-110.94515,6.975685
2323,1211.2354,-110.87547,6.96805
2324,1210.1273,-110.80587,6.960417
2325,1209.0199,-110.73634,6.9527817
2326,1207.9132,-110.66689,6.9451466
2327,1206.8073,-110.59752,6.9375114
2328,1205.702,-110.52822,6.9298763
2329,1204.5974,-110.459,6.922243
2330,1203.4935,-110.389854,6.914608
2331,1202.3904,-110.320786,6.906973
2332,1201.2878,-110.25179,6.899338
2333,1200.186,-110.18288,6.8917027
2334,1199.0848,-110.11404,6.8840694
2335,1197.9844,-110.04527,6.8764343
2336,1196.8846,-109.976585,6.868799
2337,1195.7855,-109.907974,6.861164
2338,1194.6871,-109.83944,6.853529
2339,1193.5895,-109.77098,6.845896
2340,1192.4924,-109.7026,6.8382607
2341,1191.3961,-109.63429,6.8306255
2342,1190.3004,-109.56606,6.8229904
2343,1189.2054,-109.49791,6.8153553
2344,1188.1112,-109.42983,6.807722
2345,1187.0176,-109.36183,6.800087
2346,1185.9247,-109.29391,6.792452
2347,1184.8324,-109.22606,6.7848167
2348,1183.7408,-109.15829,6.7771816
2349,1182.6499,-109.09059,6.7695484
