ms,pos_z,vel_z,accel_z
4024,94.43636,-26.557693,4.0236883
4025,94.17119,-26.517467,4.0225544
4026,93.90642,-26.477253,4.0214205
4027,93.642044,-26.43705,4.0202866
4028,93.378075,-26.396858,4.0191526
4029,93.11451,-26.356678,4.0180187
4030,92.85134,-26.31651,4.0168858
4031,92.58858,-26.276352,4.015752
4032,92.32622,-26.236206,4.014618
4033,92.064255,-26.196072,4.013484
4034,91.8027,-26.155949,4.01235
4035,91.541534,-26.115843,4.010562
4036,91.28078,-26.075754,4.008774
4037,91.020424,-26.035685,4.0069857
4038,90.76047,-25.995632,4.0051975
4039,90.50091,-25.955599,4.0034094
4040,90.24175,-25.915583,4.0016212
4041,89.982994,-25.875584,3.999833
4042,89.72464,-25.835604,3.998045
4043,89.46668,-25.79564,3.9962568
4044,89.20912,-25.755695,3.9944687
4045,88.951965,-25.715769,3.9926805
4046,88.695206,-25.67586,3.9908924
4047,88.43884,-25.63597,3.9891043
4048,88.182884,-25.596096,3.987317
4049,87.92732,-25.55624,3.985529
4050,87.67216,-25.516403,3.9837408
4051,87.41739,-25.476583,3.9819527
4052,87.163025,-25.43678,3.9801645
4053,86.90906,-25.396997,3.9783764
4054,86.65549,-25.357231,3.9765882
4055,86.40231,-25.317484,3.9748
4056,86.149536,-25.277754,3.973012
4057,85.897156,-25.23804,3.9712238
4058,85.64517,-25.198347,3.9694357
4059,85.393585,-25.15867,3.9676476
4060,85.142395,-25.11901,3.9658594
4061,84.8916,-25.07937,3.9640713
4062,84.641205,-25.039747,3.9622831
4063,84.391205,-25.000143,3.960495
4064,84.1416,-24.960556,3.9587069
4065,83.892395,-24.920986,3.9569187
4066,83.64358,-24.881435,3.9551306
4067,83.39516,-24.841902,3.9533424
4068,83.14713,-24.802385,3.9515543
4069,82.899506,-24.762888,3.9497662
4070,82.652275,-24.723408,3.947978
4071,82.40543,-24.683947,3.9461899
4072,82.15899,-24.644503,3.9444017
4073,81.91294,-24.605076,3.9426136
4074,81.66728,-24.565668,3.9408255
4075,81.42202,-24.526278,3.9390383
4076,81.177155,-24.486904,3.9372501
4077,80.93268,-24.44755,3.935462
4078,80.6886,-24.408213,3.9336739
4079,80.44491,-24.368895,3.9318857
4080,80.201614,-24.329594,3.9300976
4081,79.95871,-24.29031,3.9283094
4082,79.7162,-24.251045,3.9265213
4083,79.47408,-24.211798,3.9247332
4084,79.23236,-24.172567,3.922945
4085,78.99103,-24.133356,3.921157
4086,78.750084,-24.094162,3.9193687
4087,78.50954,-24.054987,3.9175806
4088,78.26938,-24.01583,3.9157925
4089,78.02961,-23.976688,3.9140043
4090,77.79024,-23.937567,3.9122162
4091,77.551254,-23.898462,3.910428
4092,77.31266,-23.859375,3.90864
4093,77.074455,-23.820307,3.9068518
4094,76.83664,-23.781256,3.9050636
4095,76.59922,-23.742224,3.9032755
4096,76.36219,-23.703209,3.9014874
4097,76.12555,-23.664211,3.8996992
4098,75.8893,-23.625233,3.897911
4099,75.653435,-23.586271,3.896123
4100,75.41796,-23.547327,3.8943348
4101,75.18288,-23.508402,3.8925467
4102,74.94818,-23.469494,3.8907595
4103,74.713875,-23.430605,3.8889713
4104,74.47996,-23.391733,3.8871832
4105,74.24643,-23.352879,3.885395
4106,74.01329,-23.314043,3.883607
4107,73.78054,-23.275225,3.8818188
4108,73.54818,-23.236423,3.8800306
4109,73.3162,-23.197641,3.8782425
4110,73.08461,-23.158876,3.8764544
4111,72.85341,-23.12013,3.8746662
4112,72.6226,-23.081402,3.872878
4113,72.392166,-23.04269,3.87109
4114,72.162125,-23.003998,3.8693018
4115,71.93247,-22.965322,3.8675137
4116,71.70321,-22.926664,3.8657255
4117,71.47433,-22.888025,3.8639374
4118,71.245834,-22.849403,3.8621492
4119,71.01772,-22.8108,3.860361
4120,70.79,-22.772215,3.858573
4121,70.56267,-22.733646,3.8567848
4122,70.33572,-22.695097,3.8549967
4123,70.10915,-22.656565,3.8532085
4124,69.88297,-22.61805,3.8514204
4125,69.65718,-22.579554,3.8496323
4126,69.43177,-22.541075,3.8478441
4127,69.20674,-22.502615,3.846056
4128,68.9821,-22.464172,3.8442688
4129,68.75784,-22.425747,3.8424807
4130,68.533966,-22.38734,3.8406925
4131,68.31048,-22.348951,3.8389044
4132,68.08737,-22.31058,3.8371162
4133,67.86465,-22.272226,3.835328
4134,67.64231,-22.23389,3.83354
4135,67.42036,-22.195574,3.8317518
4136,67.198784,-22.157274,3.8299637
4137,66.97759,-22.118992,3.8281755
4138,66.75678,-22.080729,3.8263874
4139,66.536354,-22.042482,3.8245993
4140,66.316315,-22.004253,3.8228111
4141,66.09666,-21.966043,3.821023
4142,65.87738,-21.92785,3.8192348
4143,65.658485,-21.889677,3.8174467
4144,65.43997,-21.85152,3.8156586
4145,65.22184,-21.813381,3.8138704
4146,65.00409,-21.77526,3.8120823
4147,64.78672,-21.737158,3.8102942
4148,64.56973,-21.699072,3.808506
4149,64.35312,-21.661005,3.8067179
4150,64.13689,-21.622955,3.8049297
4151,63.921036,-21.584925,3.8031416
4152,63.705566,-21.546911,3.8013535
4153,63.49048,-21.508915,3.7995653
4154,63.27577,-21.470938,3.7977772
4155,63.06144,-21.432978,3.79599
4156,62.84749,-21.395035,3.7942019
4157,62.63392,-21.357111,3.7924137
4158,62.420727,-21.319204,3.7906256
4159,62.207912,-21.281317,3.7888374
4160,61.99548,-21.243446,3.7870493
4161,61.783424,-21.205593,3.7852612
4162,61.571747,-21.167759,3.783473
4163,61.360447,-21.129942,3.7816849
4164,61.149525,-21.092142,3.7798967
4165,60.93898,-21.054361,3.7781086
4166,60.728813,-21.016598,3.7763205
4167,60.519024,-20.978853,3.7745323
4168,60.309612,-20.941126,3.7727442
4169,60.10058,-20.903416,3.770956
4170,59.891922,-20.865725,3.769168
4171,59.683643,-20.82805,3.7673798
4172,59.47574,-20.790394,3.7655916
4173,59.26821,-20.752756,3.7638035
4174,59.06106,-20.715136,3.7620153
4175,58.854286,-20.677534,3.7602272
4176,58.64789,-20.63995,3.758439
4177,58.441864,-20.602383,3.756651
4178,58.236217,-20.564835,3.7548628
4179,58.030945,-20.527304,3.7530746
4180,57.826046,-20.48979,3.7512865
4181,57.621525,-20.452295,3.7494984
4182,57.417377,-20.414818,3.7477112
4183,57.213604,-20.37736,3.745923
4184,57.010204,-20.339918,3.744135
4185,56.80718,-20.302494,3.7423468
4186,56.604527,-20.265089,3.7405586
4187,56.40225,-20.227701,3.7387705
4188,56.200344,-20.19033,3.7369823
4189,55.998814,-20.152979,3.7351942
4190,55.797657,-20.115644,3.733406
4191,55.596874,-20.07833,3.731618
4192,55.396465,-20.04103,3.7298298
4193,55.196426,-20.00375,3.7280416
4194,54.99676,-19.966488,3.7262535
4195,54.79747,-19.929243,3.7244654
4196,54.59855,-19.892015,3.7226772
4197,54.4,-19.854807,3.720889
4198,54.201824,-19.817616,3.719101
4199,54.00402,-19.780443,3.7173128
4200,53.806587,-19.743288,3.7155247
4201,53.609528,-19.70615,3.7137365
4202,53.412838,-19.669031,3.7119484
4203,53.21652,-19.63193,3.7101603
4204,53.02057,-19.594845,3.708372
4205,52.82499,-19.55778,3.706584
4206,52.629784,-19.520731,3.7047958
4207,52.434948,-19.483702,3.7030077
4208,52.240482,-19.44669,3.7012196
4209,52.046387,-19.409695,3.6994324
4210,51.85266,-19.372719,3.6976442
4211,51.6593,-19.33576,3.695856
4212,51.466312,-19.298819,3.694068
4213,51.273693,-19.261896,3.6922798
4214,51.081444,-19.22499,3.6904917
4215,50.889565,-19.188105,3.6887035
4216,50.69805,-19.151236,3.6869154
4217,50.50691,-19.114384,3.6851273
4218,50.31613,-19.07755,3.683339
4219,50.125725,-19.040735,3.681551
4220,49.935684,-19.003937,3.6797628
4221,49.746014,-18.967157,3.6779747
4222,49.55671,-18.930395,3.6761866
4223,49.36777,-18.893652,3.6743984
4224,49.179203,-18.856926,3.6726103
4225,48.991,-18.820217,3.6708221
4226,48.803165,-18.783527,3.669034
4227,48.615696,-18.746855,3.6672459
4228,48.428593,-18.7102,3.6654577
4229,48.241856,-18.673563,3.6636696
4230,48.055485,-18.636944,3.6618814
4231,47.86948,-18.600344,3.6600933
4232,47.68384,-18.56376,3.6583052
4233,47.49857,-18.527195,3.656517
4234,47.313663,-18.490648,3.654729
4235,47.129124,-18.454119,3.6529408
4236,46.944946,-18.417606,3.6511536
4237,46.761135,-18.381113,3.6493654
4238,46.57769,-18.344637,3.6475773
4239,46.394608,-18.30818,3.6457891
4240,46.21189,-18.27174,3.644001
4241,46.029537,-18.235317,3.6422129
4242,45.84755,-18.198914,3.6404247
4243,45.665924,-18.162527,3.6386366
4244,45.48466,-18.126158,3.6368484
4245,45.303764,-18.089808,3.6350603
4246,45.12323,-18.053474,3.6332722
4247,44.943058,-18.01716,3.631484
4248,44.76325,-17.980864,3.629696
4249,44.5838,-17.944584,3.6279078
4250,44.404716,-17.908323,3.6261196
4251,44.225994,-17.87208,3.6243315
4252,44.047634,-17.835854,3.6225433
4253,43.869637,-17.799646,3.6207552
4254,43.692,-17.763456,3.618967
4255,43.51473,-17.727285,3.617179
4256,43.33782,-17.691132,3.6153908
4257,43.161266,-17.654995,3.6136026
4258,42.985077,-17.618877,3.6118145
4259,42.80925,-17.582777,3.6100264
4260,42.63378,-17.546694,3.6082382
4261,42.458675,-17.51063,3.60645
4262,42.283928,-17.474583,3.604662
4263,42.109543,-17.438555,3.6028748
4264,41.935516,-17.402544,3.6010866
4265,41.761852,-17.36655,3.5992985
4266,41.588547,-17.330576,3.5975103
4267,41.4156,-17.294619,3.5957222
4268,41.24301,-17.258678,3.593934
4269,41.070786,-17.222757,3.592146
4270,40.89892,-17.186853,3.5903578
4271,40.72741,-17.150969,3.5885696
4272,40.55626,-17.1151,3.5867815
4273,40.385468,-17.07925,3.5849934
4274,40.215034,-17.043419,3.5832052
4275,40.04496,-17.007605,3.581417
4276,39.87524,-16.971807,3.579629
4277,39.70588,-16.93603,3.5778408
4278,39.536877,-16.900269,3.5760527
4279,39.368233,-16.864527,3.5742645
4280,39.199944,-16.828802,3.5724764
4281,39.032013,-16.793095,3.5706882
4282,38.864437,-16.757406,3.5689
4283,38.69722,-16.721735,3.567112
4284,38.530357,-16.68608,3.5653238
4285,38.363853,-16.650446,3.5635357
4286,38.197704,-16.614828,3.5617476
4287,38.031914,-16.57923,3.5599594
4288,37.866478,-16.543648,3.5581713
4289,37.701397,-16.508083,3.5563831
4290,37.53667,-16.472538,3.554596
4291,37.3723,-16.43701,3.5528078
4292,37.208282,-16.401499,3.5510197
4293,37.04462,-16.366007,3.5492315
4294,36.881313,-16.330532,3.5474434
4295,36.71836,-16.295076,3.5456553
4296,36.555763,-16.259638,3.543867
4297,36.39352,-16.224216,3.542079
4298,36.231632,-16.188814,3.5402908
4299,36.0701,-16.153429,3.5385027
4300,35.908916,-16.118061,3.5367146
4301,35.74809,-16.082712,3.5349264
4302,35.587616,-16.04738,3.5331383
4303,35.427494,-16.012068,3.5313501
4304,35.267727,-15.976754,3.5313387
4305,35.10831,-15.941441,3.5313272
4306,34.94925,-15.906127,3.5313168
4307,34.790543,-15.870814,3.5313053
4308,34.632187,-15.835502,3.5312939
4309,34.474186,-15.800189,3.5312824
4310,34.316536,-15.764876,3.531272
4311,34.15924,-15.729564,3.5312605
4312,34.002296,-15.694251,3.531249
4313,33.845707,-15.658938,3.5312376
4314,33.689472,-15.623626,3.531227
4315,33.53359,-15.588314,3.5312157
4316,33.37806,-15.553002,3.5312042
4317,33.22288,-15.517691,3.5311928
4318,33.068058,-15.482379,3.5311823
4319,32.913586,-15.447067,3.5311708
4320,32.759468,-15.411756,3.5311594
4321,32.605705,-15.376444,3.531148
4322,32.452293,-15.341132,3.5311375
4323,32.299236,-15.30582,3.531126
4324,32.14653,-15.27051,3.5311146
4325,31.994179,-15.235199,3.5311031
4326,31.84218,-15.199888,3.5310926
4327,31.690535,-15.1645775,3.5310812
4328,31.539242,-15.129267,3.5310698
4329,31.388302,-15.093956,3.5310583
4330,31.237715,-15.058645,3.5310478
4331,31.08748,-15.0233345,3.5310364
4332,30.937601,-14.988025,3.531025
4333,30.788074,-14.952715,3.5310135
4334,30.6389,-14.917405,3.531003
4335,30.49008,-14.882095,3.5309916
4336,30.341612,-14.846786,3.53098
4337,30.193497,-14.811476,3.5309687
4338,30.045734,-14.776166,3.5309582
4339,29.898325,-14.740856,3.5309467
4340,29.75127,-14.705546,3.5309353
4341,29.604568,-14.670238,3.5309238
4342,29.45822,-14.634929,3.5309134
4343,29.312223,-14.59962,3.530902
4344,29.16658,-14.564311,3.5308905
4345,29.02129,-14.529002,3.530879
4346,28.876352,-14.493693,3.5308685
4347,28.731768,-14.4583845,3.530857
4348,28.587538,-14.423076,3.5308456
4349,28.44366,-14.387768,3.5308342
4350,28.300137,-14.35246,3.5308237
4351,28.156965,-14.317152,3.5308123
4352,28.014147,-14.281844,3.5308008
4353,27.871681,-14.246536,3.5307894
4354,27.729568,-14.211228,3.530779
4355,27.587809,-14.1759205,3.5307674
4356,27.446402,-14.140613,3.530756
4357,27.30535,-14.105305,3.5307446
4358,27.16465,-14.069998,3.530734
4359,27.024303,-14.034691,3.5307226
4360,26.88431,-13.999384,3.5307112
4361,26.744669,-13.964077,3.5306997
4362,26.605381,-13.92877,3.5306892
4363,26.466446,-13.893463,3.5306778
4364,26.327864,-13.858156,3.5306664
4365,26.189634,-13.822849,3.530655
4366,26.05176,-13.787543,3.5306444
4367,25.914238,-13.752237,3.530633
4368,25.77707,-13.716931,3.5306215
4369,25.640253,-13.681625,3.53061
4370,25.50379,-13.646319,3.5305996
4371,25.36768,-13.611013,3.5305882
4372,25.231922,-13.575707,3.5305767
4373,25.096518,-13.540401,3.5305653
4374,24.961466,-13.5050955,3.5305548
4375,24.826767,-13.46979,3.5305433
4376,24.692423,-13.434485,3.530532
4377,24.558432,-13.39918,3.5305204
4378,24.424793,-13.363875,3.53051
4379,24.291508,-13.32857,3.5304985
4380,24.158575,-13.293265,3.530487
4381,24.025995,-13.25796,3.5304756
4382,23.893768,-13.222655,3.5304651
4383,23.761894,-13.187351,3.5304537
4384,23.630373,-13.152047,3.5304422
4385,23.499205,-13.116743,3.5304308
4386,23.368391,-13.081439,3.5304203
4387,23.23793,-13.046135,3.5304089
4388,23.107822,-13.010831,3.5303974
4389,22.978067,-12.975527,3.530386
4390,22.848665,-12.940223,3.5303755
4391,22.719616,-12.904919,3.530364
4392,22.59092,-12.869616,3.5303526
4393,22.462576,-12.834312,3.5303411
4394,22.334585,-12.799009,3.5303307
4395,22.206947,-12.763706,3.5303192
4396,22.079664,-12.728403,3.5303078
4397,21.952734,-12.6931,3.5302963
4398,21.826157,-12.657797,3.5302858
4399,21.699932,-12.622494,3.5302744
4400,21.57406,-12.587192,3.530263
4401,21.448542,-12.551889,3.5302515
4402,21.323376,-12.516587,3.530241
4403,21.198563,-12.481285,3.5302296
4404,21.074102,-12.445983,3.5302181
4405,20.949995,-12.410681,3.5302067
4406,20.82624,-12.375379,3.5301962
4407,20.702839,-12.340076,3.5301847
4408,20.579792,-12.304774,3.5301733
4409,20.457098,-12.269473,3.5301619
4410,20.334757,-12.234172,3.5301514
4411,20.212769,-12.198871,3.53014
4412,20.091133,-12.163569,3.5301285
4413,19.96985,-12.128268,3.530117
4414,19.84892,-12.092967,3.5301065
4415,19.728344,-12.057666,3.530095
4416,19.60812,-12.022365,3.5300837
4417,19.488249,-11.987064,3.5300722
4418,19.36873,-11.951764,3.5300617
4419,19.249565,-11.916464,3.5300503
4420,19.130753,-11.881164,3.5300388
4421,19.012295,-11.845863,3.5300274
4422,18.89419,-11.810563,3.530017
4423,18.776438,-11.775263,3.5300055
4424,18.659039,-11.739963,3.529994
4425,18.541992,-11.704662,3.5299826
4426,18.425299,-11.669363,3.529972
4427,18.308958,-11.634064,3.5299606
4428,18.19297,-11.598764,3.5299492
4429,18.077335,-11.563465,3.5299377
4430,17.962053,-11.528166,3.5299273
4431,17.847124,-11.4928665,3.5299158
4432,17.732548,-11.457567,3.5299044
4433,17.618324,-11.422268,3.529893
4434,17.504454,-11.386969,3.5298824
4435,17.390938,-11.35167,3.529871
4436,17.277775,-11.316372,3.5298595
4437,17.164965,-11.281074,3.529848
4438,17.052507,-11.245775,3.5298376
4439,16.940403,-11.210477,3.5298262
4440,16.828651,-11.175179,3.5298147
4441,16.717253,-11.13988,3.5298033
4442,16.606207,-11.104582,3.5297928
4443,16.495514,-11.069284,3.5297813
4444,16.385174,-11.033987,3.52977
4445,16.275187,-10.99869,3.5297585
4446,16.165552,-10.963392,3.529748
4447,16.05627,-10.928095,3.5297365
4448,15.947343,-10.892797,3.529725
4449,15.838768,-10.8575,3.5297136
4450,15.730546,-10.822203,3.5297031
4451,15.622677,-10.786905,3.5296917
4452,15.515161,-10.751609,3.5296803
4453,15.407997,-10.716312,3.5296688
4454,15.301187,-10.681016,3.5296583
4455,15.19473,-10.64572,3.5296469
4456,15.088626,-10.610423,3.5296354
4457,14.982875,-10.575127,3.529624
4458,14.877477,-10.53983,3.5296135
4459,14.772431,-10.504534,3.529602
4460,14.667739,-10.469238,3.5295906
4461,14.563399,-10.433943,3.5295792
4462,14.459413,-10.398647,3.5295687
4463,14.355779,-10.363352,3.5295572
4464,14.252498,-10.328056,3.5295458
4465,14.14957,-10.292761,3.5295343
4466,14.046996,-10.257465,3.5295238
4467,13.944775,-10.22217,3.5295124
4468,13.842906,-10.186874,3.529501
4469,13.74139,-10.15158,3.5294895
4470,13.640227,-10.116285,3.529479
4471,13.539417,-10.080991,3.5294676
4472,13.43896,-10.045696,3.5294561
4473,13.338856,-10.010402,3.5294447
4474,13.239104,-9.975107,3.5294342
4475,13.139707,-9.939813,3.5294228
4476,13.040662,-9.904518,3.5294113
4477,12.94197,-9.869225,3.5293999
4478,12.843631,-9.833931,3.5293894
4479,12.745645,-9.798637,3.529378
4480,12.648011,-9.763344,3.5293665
4481,12.550731,-9.72805,3.529355
4482,12.453803,-9.692757,3.5293446
4483,12.357228,-9.657463,3.529333
4484,12.261006,-9.6221695,3.5293217
4485,12.165137,-9.586876,3.5293102
4486,12.069621,-9.551583,3.5292997
4487,11.974458,-9.516291,3.5292883
4488,11.879648,-9.480998,3.5292768
4489,11.785192,-9.445705,3.5292654
4490,11.691088,-9.410413,3.529255
4491,11.597337,-9.37512,3.5292435
4492,11.503939,-9.339828,3.529232
4493,11.410893,-9.304535,3.5292206
4494,11.318201,-9.269243,3.52921
4495,11.225862,-9.233952,3.5291986
4496,11.133875,-9.19866,3.5291872
4497,11.042241,-9.163368,3.5291758
4498,10.95096,-9.128077,3.5291653
4499,10.860032,-9.092785,3.5291538
4500,10.769457,-9.057493,3.5291424
4501,10.6792345,-9.022202,3.529131
4502,10.589365,-8.98691,3.5291204
4503,10.499848,-8.951619,3.529109
4504,10.410686,-8.916328,3.5290976
4505,10.321876,-8.881038,3.529086
4506,10.233418,-8.845747,3.5290756
4507,10.145314,-8.810456,3.5290642
4508,10.057563,-8.775166,3.5290527
4509,9.970164,-8.739875,3.5290413
4510,9.883119,-8.704584,3.5290308
4511,9.796426,-8.669294,3.5290194
4512,9.710086,-8.634005,3.529008
4513,9.624099,-8.598715,3.5289965
4514,9.538465,-8.563425,3.528986
4515,9.453183,-8.528135,3.5289745
4516,9.368255,-8.492846,3.528963
4517,9.283679,-8.457556,3.5289516
4518,9.199456,-8.422266,3.5289412
4519,9.115586,-8.386976,3.5289297
4520,9.032069,-8.351687,3.5289183
4521,8.948905,-8.316399,3.5289068
4522,8.866094,-8.28111,3.5288963
4523,8.783635,-8.245821,3.528885
4524,8.7015295,-8.210532,3.5288734
4525,8.619777,-8.175243,3.528862
4526,8.538377,-8.139955,3.5288515
4527,8.45733,-8.104666,3.52884
4528,8.376636,-8.069378,3.5288286
4529,8.296294,-8.03409,3.5288172
4530,8.216306,-7.998802,3.5288067
4531,8.13667,-7.9635143,3.5287952
4532,8.057388,-7.9282265,3.5287838
4533,7.978459,-7.8929386,3.5287724
4534,7.8998823,-7.8576508,3.5287619
4535,7.8216586,-7.8223634,3.5287504
4536,7.743788,-7.787076,3.528739
4537,7.66627,-7.7517886,3.5287275
4538,7.5891047,-7.716501,3.528717
4539,7.5122924,-7.6812143,3.5287056
4540,7.435833,-7.6459274,3.5286942
4541,7.3597264,-7.6106405,3.5286827
4542,7.2839727,-7.5753536,3.5286722
4543,7.208572,-7.540067,3.5286608
4544,7.133524,-7.504781,3.5286493
4545,7.058829,-7.4694943,3.528638
4546,6.9844866,-7.434208,3.5286274
4547,6.910497,-7.398922,3.528616
4548,6.8368607,-7.363636,3.5286045
4549,6.763577,-7.32835,3.528593
4550,6.690646,-7.293064,3.5285826
4551,6.618068,-7.257778,3.5285711
4552,6.545843,-7.2224927,3.5285597
4553,6.473971,-7.187207,3.5285482
4554,6.4024515,-7.1519217,3.5285378
4555,6.331285,-7.1166363,3.5285263
4556,6.2604713,-7.0813513,3.5285149
4557,6.1900105,-7.0460663,3.5285034
4558,6.1199026,-7.0107813,3.528493
4559,6.0501475,-6.9754963,3.5284815
4560,5.9807453,-6.940212,3.52847
4561,5.911696,-6.9049273,3.5284586
4562,5.8429995,-6.8696427,3.528448
4563,5.774656,-6.834358,3.5284367
4564,5.706665,-6.799074,3.5284252
4565,5.639027,-6.76379,3.5284138
4566,5.571742,-6.728506,3.5284033
4567,5.50481,-6.693222,3.5283918
4568,5.4382305,-6.657938,3.5283804
4569,5.372004,-6.6226544,3.528369
4570,5.3061304,-6.587371,3.5283585
4571,5.2406096,-6.5520873,3.528347
4572,5.1754417,-6.5168037,3.5283356
4573,5.1106267,-6.4815207,3.5283241
4574,5.0461645,-6.4462376,3.5283136
4575,4.982055,-6.4109545,3.5283022
4576,4.9182982,-6.3756714,3.5282907
4577,4.854894,-6.340389,3.5282793
4578,4.791843,-6.305106,3.5282688
4579,4.7291446,-6.2698236,3.5282574
4580,4.666799,-6.234541,3.528246
4581,4.6048064,-6.199259,3.5282345
4582,4.5431666,-6.1639767,3.528224
4583,4.4818797,-6.1286945,3.5282125
4584,4.4209456,-6.0934124,3.528201
4585,4.3603644,-6.0581303,3.5281897
4586,4.300136,-6.0228486,3.5281792
4587,4.2402606,-5.987567,3.5281677
4588,4.180738,-5.9522853,3.5281563
4589,4.1215677,-5.9170036,3.5281448
4590,4.0627503,-5.8817225,3.5281343
4591,4.004286,-5.8464413,3.528123
4592,3.9461741,-5.81116,3.5281115
4593,3.8884153,-5.775879,3.5281
4594,3.8310094,-5.740598,3.5280895
4595,3.7739563,-5.7053175,3.528078
4596,3.7172558,-5.670037,3.5280666
4597,3.6609082,-5.634756,3.5280552
4598,3.6049135,-5.599476,3.5280447
4599,3.5492716,-5.5641956,3.5280333
4600,3.4939823,-5.5289154,3.5280218
4601,3.439046,-5.493635,3.5280104
4602,3.3844624,-5.458355,3.5279999
4603,3.3302317,-5.423075,3.5279884
4604,3.2763536,-5.3877954,3.527977
4605,3.2228284,-5.3525157,3.5279655
4606,3.169656,-5.317236,3.527955
4607,3.1168365,-5.2819567,3.5279436
4608,3.0643697,-5.2466774,3.5279322
4609,3.0122557,-5.211398,3.5279207
4610,2.9604945,-5.176119,3.5279102
4611,2.9090862,-5.14084,3.5278988
4612,2.8580306,-5.1055613,3.5278873
4613,2.8073277,-5.0702825,3.527876
4614,2.7569778,-5.0350037,3.5278654
4615,2.7069805,-4.9997253,3.527854
4616,2.657336,-4.964447,3.5278425
4617,2.6080444,-4.9291687,3.527831
4618,2.5591054,-4.8938904,3.5278206
4619,2.5105193,-4.858612,3.5278091
4620,2.462286,-4.823334,3.5277977
4621,2.4144053,-4.7880564,3.5277863
4622,2.3668776,-4.7527785,3.5277758
4623,2.3197026,-4.7175007,3.5277643
4624,2.2728803,-4.6822233,3.5277529
4625,2.2264109,-4.646946,3.5277414
4626,2.1802943,-4.6116686,3.527731
4627,2.1345303,-4.576391,3.5277195
4628,2.0891192,-4.5411143,3.527708
4629,2.0440607,-4.5058374,3.5276966
4630,1.9993551,-4.4705606,3.527686
4631,1.9550022,-4.4352837,3.5276747
4632,1.9110022,-4.4000072,3.5276632
4633,1.8673549,-4.364731,3.5276518
4634,1.8240603,-4.3294544,3.5276413
4635,1.7811185,-4.294178,3.5276299
4636,1.7385294,-4.2589016,3.5276184
4637,1.6962932,-4.2236257,3.527607
4638,1.6544098,-4.1883497,3.5275965
4639,1.612879,-4.153074,3.527585
4640,1.571701,-4.117798,3.5275736
4641,1.5308758,-4.0825224,3.5275621
4642,1.4904033,-4.047247,3.5275517
4643,1.4502835,-4.0119715,3.5275402
4644,1.4105165,-3.9766963,3.5275288
4645,1.3711023,-3.941421,3.5275173
4646,1.3320409,-3.906146,3.5275068
4647,1.2933322,-3.870871,3.5274954
4648,1.2549763,-3.8355963,3.527484
4649,1.2169731,-3.8003216,3.5274725
4650,1.1793226,-3.765047,3.527462
4651,1.1420249,-3.7297726,3.5274506
4652,1.1050799,-3.694498,3.527439
4653,1.0684876,-3.6592238,3.5274277
4654,1.0322481,-3.6239495,3.5274172
4655,0.9963614,-3.5886755,3.5274057
4656,0.96082735,-3.5534015,3.5273943
4657,0.92564607,-3.5181277,3.5273829
4658,0.8908175,-3.482854,3.5273724
4659,0.8563417,-3.4475803,3.527361
4660,0.82221866,-3.4123068,3.5273495
4661,0.7884482,-3.3770456,3.526124
4662,0.7550303,-3.3417966,3.5248995
4663,0.72196466,-3.3065598,3.523674
4664,0.6892513,-3.2713354,3.5224485
4665,0.6568901,-3.236123,3.521223
4666,0.62488085,-3.2009232,3.5199986
4667,0.5932235,-3.1657355,3.518773
4668,0.5619179,-3.13056,3.5175476
4669,0.53096396,-3.0953968,3.516323
4670,0.5003615,-3.0602458,3.5150976
4671,0.47011042,-3.0251071,3.5138721
4672,0.4402106,-2.9899807,3.5126476
4673,0.41066194,-2.9548664,3.5114222
4674,0.3814643,-2.9197645,3.5101967
4675,0.35261756,-2.8846748,3.5089712
4676,0.3241216,-2.8495972,3.5077467
4677,0.29597628,-2.814532,3.5065212
4678,0.2681815,-2.779479,3.5052958
4679,0.24073711,-2.7444384,3.5040712
4680,0.21364301,-2.70941,3.5028458
4681,0.18689908,-2.6743937,3.5016203
4682,0.16050518,-2.6393898,3.5003948
4683,0.1344612,-2.604398,3.4991703
4684,0.108767,-2.5694187,3.4979448
4685,0.08342248,-2.5344515,3.4967194
4686,0.058427516,-2.4994965,3.4954948
4687,0.033781976,-2.4645538,3.4942694
4688,0.009485742,-2.4296234,3.493044
4689,-0.014461309,-2.394705,3.4918194
4690,-0.0380593,-2.3597991,3.490594
4691,-0.061308354,-2.3249054,3.4893684
4692,-0.08420859,-2.290024,3.488143
4693,-0.106760144,-2.2551548,3.4869184
4694,-0.12896313,-2.2202978,3.485693
4695,-0.15081766,-2.1854532,3.4844675
4696,-0.17232387,-2.1506207,3.483243
4697,-0.19348188,-2.1158006,3.4820175
4698,-0.21429181,-2.0809927,3.480792
4699,-0.23475379,-2.046197,3.4795666
4700,-0.2548679,-2.0114136,3.478342
4701,-0.27463433,-1.9766424,3.4771166
4702,-0.29405317,-1.9418834,3.475891
4703,-0.31312454,-1.9071368,3.4746666
4704,-0.33184856,-1.8724024,3.4734411
4705,-0.35022536,-1.8376802,3.4722157
4706,-0.36825508,-1.8029703,3.4709911
4707,-0.3859378,-1.7682726,3.4697657
4708,-0.40327367,-1.7335873,3.4685402
4709,-0.4202628,-1.6989142,3.4673147
4710,-0.43690535,-1.6642532,3.4660902
4711,-0.4532014,-1.6296046,3.4648647
4712,-0.4691511,-1.5949682,3.4636393
4713,-0.48475456,-1.5603441,3.4624147
4714,-0.50001186,-1.5257322,3.4611893
4715,-0.5149232,-1.4911325,3.4599638
