4324;-0.00;-423288.00;0
4470;-0.00;-423288.00;0
4514;-0.00;-423288.00;0
4595;-0.00;-423288.00;0
4694;-0.00;-423288.00;0
4791;-0.00;-423288.00;0
4889;-0.00;-423288.00;0
4986;-0.00;-423288.00;0
5085;0.00;-423288.00;0
5182;0.00;-423288.00;0
5280;-0.00;-423288.00;0
5378;0.00;-423288.00;0
5476;0.00;-423288.00;0
5573;-0.00;-423288.00;0
5671;-0.00;-423288.00;0
5769;-0.00;-423288.00;0
5867;-0.00;-423288.00;0
5964;-0.00;-423288.00;0
6063;0.00;-423288.00;0
6160;0.00;-423288.00;0
6258;-0.00;-423288.00;0
6355;-0.00;-423288.00;0
6454;-0.00;-423288.00;0
6551;-0.00;-423288.00;0
6649;-0.00;-423288.00;0
6747;-0.00;-423288.00;0
6845;0.00;-423288.00;0
6942;-0.00;-423288.00;0
7041;-0.00;-423288.00;0
7138;0.00;-423288.00;0
7236;-0.00;-423288.00;0
7333;-0.00;-423288.00;0
7432;-0.00;-423288.00;0
7530;-0.00;-423288.00;0
7627;-0.00;-423288.00;0
7726;-0.00;-423288.00;0
7823;-0.00;-423288.00;0
7921;-0.00;-423288.00;0
8018;0.00;-423288.00;0
8117;-0.00;-423288.00;0
8214;-0.00;-423288.00;0
8312;-0.00;-423288.00;0
8410;-0.00;-423288.00;0
8508;-0.00;-423288.00;0
8605;0.00;-423288.00;0
8704;0.00;-423288.00;0
8801;-0.00;-423288.00;0
8899;-0.00;-423288.00;0
8996;-0.00;-423288.00;0
9095;-0.00;-423288.00;0
9192;-0.00;-423288.00;0
9290;-0.00;-423288.00;0
9388;-0.00;-423288.00;0
9486;-0.00;-423288.00;0
9583;-0.00;-423288.00;0
9681;-0.00;-423288.00;0
9779;-0.00;-423288.00;0
9877;-0.00;-423288.00;0
9974;-0.00;-423288.00;0
10073;-0.00;-423288.00;0
10170;-0.00;-423288.00;0
10268;-0.00;-423288.00;0
10365;-0.00;-423288.00;0
10464;-0.00;-423288.00;0
10561;-0.00;-423288.00;0
10659;-0.00;-423288.00;0
10757;-0.00;-423288.00;0
10855;-0.00;-423288.00;0
10952;-0.00;-423288.00;0
11051;-0.00;-423288.00;0
11148;-0.00;-423288.00;0
11246;-0.00;-423288.00;0
11343;-0.00;-423288.00;0
11442;-0.00;-423288.00;0
11539;0.00;-423288.00;0
11637;-0.00;-423288.00;0
11735;-0.00;-423288.00;0
11833;-0.00;-423288.00;0
11930;-0.00;-423288.00;0
12028;-0.00;-423288.00;0
12126;-0.00;-423288.00;0
12224;-0.00;-423288.00;0
12321;0.00;-423288.00;0
12420;0.00;-423288.00;0
12517;-0.00;-423288.00;0
12615;-0.00;-423288.00;0
12712;-0.00;-423288.00;0
12811;-0.00;-423288.00;0
12908;0.00;-423288.00;0
13006;-0.00;-423288.00;0
13104;-0.00;-423288.00;0
13202;-0.00;-423288.00;0
13299;-0.00;-423288.00;0
13398;-0.00;-423288.00;0
13495;-0.00;-423288.00;0
13593;-0.00;-423288.00;0
13691;-0.00;-423288.00;0
13789;-0.00;-423288.00;0
13887;-0.00;-423288.00;0
13984;0.00;-423288.00;0
14083;-0.00;-423288.00;0
14180;-0.00;-423288.00;0
14278;0.00;-423288.00;0
14375;-0.00;-423288.00;0
14474;-0.00;-423288.00;0
14571;-0.00;-423288.00;0
14669;0.00;-423288.00;0
14767;0.00;-423288.00;0
14865;-0.00;-423288.00;0
14962;-0.00;-423288.00;0
15060;-0.00;-423288.00;0
15158;-0.00;-423288.00;0
15256;-0.00;-423288.00;0
15353;-0.00;-423288.00;0
15452;-0.00;-423288.00;0
15549;-0.00;-423288.00;0
15647;0.00;-423288.00;0
15745;0.00;-423288.00;0
15843;-0.00;-423288.00;0
15940;-0.00;-423288.00;0
16038;-0.00;-423288.00;0
16136;-0.00;-423288.00;0
16234;-0.00;-423288.00;0
16331;-0.00;-423288.00;0
