3231;0;0;0;79.81;79.69;0.13;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;-0.00;0.00;4.06
3267;0;0;0;79.78;79.69;0.10;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.05
3295;0;0;0;79.75;79.69;0.07;1003.71;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.05
3323;0;0;0;79.79;79.69;0.11;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.03
3352;0;0;0;79.69;79.69;0.00;1003.72;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.08
3380;0;0;0;79.70;79.69;0.01;1003.71;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.08
3408;0;0;0;79.70;79.69;0.01;1003.71;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.08
3436;0;0;0;79.78;79.69;0.09;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.03
3464;0;0;0;79.77;79.69;0.08;1003.71;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.04
3492;0;0;0;79.79;79.69;0.10;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.08
3521;0;0;0;79.83;79.69;0.14;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.04
3549;0;0;0;79.79;79.69;0.10;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.05
3577;0;0;0;79.81;79.69;0.12;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.10
3605;0;0;0;79.76;79.69;0.08;1003.71;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.02
3633;0;0;0;79.81;79.69;0.12;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.06
3661;0;0;0;79.84;79.69;0.15;1003.70;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.05
3689;0;0;0;79.74;79.69;0.06;1003.71;0.00;-0.00;0.00;0;0;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.08
3718;0;0;0;79.77;79.69;0.08;1003.71;0.00;-0.00;0.00;0;3;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.01
3748;0;0;0;79.82;79.69;0.14;1003.70;0.00;-0.00;0.00;0;3;0;0;0.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00;4.04
3777;0;0;0;79.72;79.69;0.03;1003.71;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;-49.57;-6.85;-1.75;0.00;-60.34;-8.33;4.09
3808;0;0;0;79.77;79.69;0.09;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.07
3837;0;0;0;79.76;79.69;0.07;1003.71;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.08
3867;0;0;0;79.80;79.69;0.12;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.04
3897;0;0;0;79.91;79.69;0.22;1003.69;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.01
3927;0;0;0;79.92;79.69;0.23;1003.69;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.02
3957;0;0;0;79.81;79.69;0.13;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.07
3986;0;0;0;79.78;79.69;0.09;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.04
4016;0;0;0;79.80;79.69;0.11;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.07
4046;0;0;0;79.75;79.69;0.06;1003.71;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.05
4076;0;0;0;79.78;79.69;0.09;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.01
4105;0;0;0;79.77;79.69;0.08;1003.71;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.07
4135;0;0;0;79.82;79.69;0.14;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.03
4164;0;0;0;79.88;79.69;0.19;1003.69;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.02
4195;0;0;0;79.89;79.69;0.20;1003.69;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.03
4225;0;0;0;79.94;79.69;0.25;1003.69;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.04
4254;0;0;0;79.92;79.69;0.23;1003.69;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.07
4282;0;0;0;79.83;79.69;0.14;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.02
4310;0;0;0;79.82;79.69;0.14;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.04
4339;0;0;0;79.81;79.69;0.12;1003.70;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.08
4368;0;0;0;79.73;79.69;0.05;1003.71;-1.44;-1.75;359.94;0;3;0;0;-1.44;0.00;0.00;-0.40;-1.75;0.00;0.00;-0.49;4.11
